User,arroba,hora de publicación,publicación
Lila Gonzalez,@Lila Gonzalez,21:01,"""Nuestra Dra. Claudia será nuestra presidenta."""
Darkzero3030,@Darkzero3030,21:02,"""Jajajaj perdió Xóchitl jajajajaja."""
Blade Musk,@Blade Musk,21:49,"""Puro Burro con primaria Trunca vota por el PAN Y PRI."""
Camila Cruz,@Camila Cruz,21:11,"""VAMOS CLAUDIA."""
Fatima,@Fatima,21:05,"""Puro chairo por aquí."""
Hector GD,@Hector GD,21:15,"""PURO JODIDO VOTA POR XOCHITL."""
alejandro sanchez,@alejandro sanchez,21:56,"""Les tocó llorar a las tías panistas."""
xBlonnd,@xBlonnd,21:26,"""Si los riquillos votan por el Prian, con Morena sí pagan sus impuestos."""
La verdad sin culpar al mundo,@La verdad sin culpar al mundo,21:45,"""Puerto ratero vota por Xóchitl Gálvez."""
Alejandra Rosales,@Alejandra Rosales,21:11,"""JAJAJA LOS QUE QUIEREN SENTIRSE INTELIGENTES Y DE LA ALTA VOTAN POR COCHITL."""
JahenAust,@JahenAust,21:55,"""Vamos Claudia, quiero seguir vendiendo micheladas ilegales sobre mi banqueta sin pedo!!! M O R E N A G A N A!"""
Graciela Jiménez,@Graciela Jiménez,21:32,"""Seamos honestos, algo está haciendo muy mal el PRIAND!"""
Clarissa,@Clarissa,21:23,"""GANÓ CLAUDIA."""
Santiago Alejandro Gomez Moreno,@Santiago Alejandro Gomez Moreno,21:45,"""Papien a Fátima."""
Gerardo,@Gerardo,21:00,"""Xóchil ya le quitó el puesto a Brozo jajaja."""
Miguel Frias,@Miguel Frias,21:03,"""Puro homosexual vota por el PRIAND."""
Daniel Marquez,@Daniel Marquez,21:12,"""57% dice el INE para Claudia!!!!!!"""
Z E T H O R,@Z E T H O R,21:51,"""Ya quiero ver a Xóchitl y a Vicente Fox bien ardidos 💋💋💋."""
Minerva Pintado,@Minerva Pintado,21:31,"""MÁYNEZ MÁYNEZ MÁYNEZ MÁYNEZ 🧡🧡🧡🧡🧡🧡🧡."""
El finos 🎩,@El finos 🎩,21:59,"""Maynez sigue ganando. ¡México gana!"""
Roberto De la cruz,@Roberto De la cruz,21:27,"""Aunq nos llamen chairo les damos palo."""
Alex Olsen,@Alex Olsen,21:59,"""CLAUDIA SHEIN PRÓXIMA PRESIDENTA 💋💋💋💋."""
Santiago Alejandro Gomez Moreno,@Santiago Alejandro Gomez Moreno,21:09,"""Xóchitl zzzz."""
Marcela Chagoya,@Marcela Chagoya,21:38,"""¿Quién votaría por Xóchitl? El PAN que nos ha robado miles."""
Teresa Madrid,@Teresa Madrid,21:16,"""MAYNEZ ES FIFE."""
JahenAust,@JahenAust,21:24,"""Vamos Claudia, quiero seguir vendiendo micheladas ilegales sobre mi banqueta sin pedo!!! M O R E N A G A N A!"""
camila Magaña Ángeles,@camila Magaña Ángeles,21:51,"""VIVA XOCHITL GALVEZ 💗💗"""
Pandita azul,@Pandita azul,21:58,"""Pobre Maynez, apenas va ocho por ciento de votos."""
Saúl Saboo,@Saúl Saboo,21:04,"""Prianista el que lo lea. Crítica al PRI y al PAN."""
Alex Hear,@Alex Hear,21:27,"""Xóchitl presidenta!!!! Primera presidenta de México."""
Andrea Pérez,@Andrea Pérez,21:02,"""VAMOS XOCHITL"""
Abel Blas,@Abel Blas,21:31,"""Arriba Morena 🤭"""
Luis Garcia Flores,@Luis Garcia Flores,21:50,"""El PRI robó más, acuérdense"""
호석정,@호석정,21:23,"""Ya vi a los xochilovers llorando porque van a tener que trabajar 😱😹"""
Colette Gutierrez,@Colette Gutierrez,21:53,"""GANÓ CLAUDIA"""
A. Isaac,@A. Isaac,21:15,"""Ya dejen de hablar y digan quién va ganando 🚬🗿."""
Farah,@Farah,21:02,"""Voten por morenaaaaaa, es el futuro que necesitamos."""
Rubikeo con awita de nuez,@Rubikeo con awita de nuez,21:37,"""Los que votaron por Claudia se van a arrepentir luego, pero ya será tarde."""
KATHYGODOY🐍🐍,@KATHYGODOY🐍🐍,21:21,"""Ganó el nuevo PRI-AN? Ósea Morena! El cambio disfrazado."""
el pana miguel,@el pana miguel,21:04,"""Fuera Morena, no más destrucción para nuestro país."""
xcristo_7u7x,@xcristo_7u7x,21:13,"""Morenaaaaaa my love 💘, el amor por el cambio real."""
POU,@POU,21:06,"""Va ganando Claudia con 59% dice el PREP, cada vez más cerca."""
Dulce María,@Dulce María,21:48,"""Xóchitl gana, el cambio es ahora."""
Tony Vega D Oz,@Tony Vega D Oz,21:13,"""Viva Claudia GOD, es tiempo de avanzar juntos."""
Gol Manía,@Gol Manía,21:55,"""Arriba Morena, México despierta de una vez por todas."""
SYMG,@SYMG,21:50,"""Morena ya ganó ♥♥, el país avanza al futuro."""
Gutierrez Yadira,@Gutierrez Yadira,21:23,"""Claudia para presidenta, el cambio que merecemos."""
Ashley Abril Castillo Gutiérrez,@Ashley Abril Castillo Gutiérrez,21:32,"""Fuera Morena, basta de lo mismo disfrazado de cambio."""
AaronGM1999,@AaronGM1999,21:07,"""Puro gato con Claudia, ya sabemos quiénes la siguen."""
Maribel Perez,@Maribel Perez,21:02,"""No manda ya el gobierno, manda el pueblo. Claudia presidenta!!! Le pese a quienes vivían de los beneficios del PAN y el PRI."""
Magdalena,@Magdalena,21:48,"""¿Ganó Claudia??? 🤨🤳, parece que todo apunta hacia allá."""
Don_Pendejo,@Don_Pendejo,21:46,"""México venezolano 🗣🔥, cada vez más lejos del futuro prometido."""
Carlos Cahuich,@Carlos Cahuich,21:12,"""Vamos Doctora Claudia, estamos contigo."""
Luna Garcia Valeria,@Luna Garcia Valeria,21:12,"""Gente, México jamás va a ser Venezolano, no caigan en esos miedos."""
el pana miguel,@el pana miguel,21:39,"""Morena, la destrucción de México, necesitamos un cambio verdadero."""
Billy Butcher,@Billy Butcher,21:39,"""Tus perros ya valieron vrg 🗣🔥, no hay marcha atrás."""
2caz3,@2caz3,21:20,"""No tengo amigos morenos 🙅🦧🔴⚫🤓, cada quien con su camino."""
Eddy GC,@Eddy GC,21:32,"""Pfff, lamentable la zurdificación de la comentocracia, cada vez más polarizado todo."""
Alexia,@Alexia,21:26,"""Ya acabó el sexenio y ni sus luces de Venezuela. Yo no sé cuándo seremos Venezuela, es un misterio de los habladores."""
Isaias Rodrigo Sanchez Ibarra,@Isaias Rodrigo Sanchez Ibarra,21:49,"""Corazón naranja 🍊. Maynez sigue firme."""
Martin Peña,@Martin Peña,21:25,"""🇲🇽 ThanksDoc4T 🇲🇽. Con Morena seguimos adelante."""
joshua Lazcano,@joshua Lazcano,21:07,"""¡Oh God! 60% papáaaaaaaa! La emoción no cabe en mí."""
Javier Ciro,@Javier Ciro,21:42,"""Fuera el PAN, ya no más de lo mismo."""
Danna Gamer 356,@Danna Gamer 356,21:41,"""¡Claudia, Claudia, Claudia!!!! Vamos con todo."""
Miguel Peña,@Miguel Peña,21:31,"""¡Felicidades Claudia Sheinbaum, primera presidenta de la nación! El cambio es inevitable."""
Vanesa Hernandez,@Vanesa Hernandez,21:31,"""Que gane Claudia, necesitamos una presidenta fuerte."""
Maribel Perez,@Maribel Perez,21:05,"""No manda ya el gobierno, manda el pueblo. Claudia presidenta!!! Le pese a quienes vivían de los beneficios del PAN y el PRI."""
SYMG,@SYMG,21:05,"""Ya ganó Claudia y también Clara Brugada, es un nuevo comienzo."""
A. Ulises Águila Garcia G.,@A. Ulises Águila Garcia G.,21:05,"""No saben cómo ansío ver la jeta de la botarga ❗😂😂😂."""
joshua Lazcano,@joshua Lazcano,21:56,"""🇲🇽🇲🇽 LA NUEVA COMANDANTE SUPREMA DE LAS FUERZAS ARMADAS MEXICANAS, CLAUDIA SHEINBAUM PARDO!! 🇲🇽🇲🇽."""
Enrique Espinoza,@Enrique Espinoza,21:12,"""Oye Fox, ¿qué tal tu pensión? XD."""
Linda Pena,@Linda Pena,21:58,"""Ya perdimos la ciudad por Claudia, no sabemos qué vendrá."""
Miss Jessy,@Miss Jessy,21:36,"""Jajajajajajajajajaja, el panorama sigue siendo un chiste para muchos."""
Martin Peña,@Martin Peña,21:24,"""🇲🇽 ThanksDoc4T 🇲🇽, seguimos construyendo juntos."""
Pedro Escalera,@Pedro Escalera,21:34,"""Viva Morena 🤩, el cambio está aquí."""
Enoc Nya,@Enoc Nya,21:19,"""Pura Sheibaum, no hay más que decir."""
~Nestor~,@~Nestor~,21:16,"""Claudia, Queen of Mexico. Ya se siente el cambio."""
Freddy Gamer 360,@Freddy Gamer 360,21:17,"""Saquen al PRIAND, ya no hay lugar para ellos."""
Aki Sawyer,@Aki Sawyer,21:38,"""Claudia, te amo y también a mi novia. ¡Es un día de amor y esperanza!"""
Maribel Perez,@Maribel Perez,21:11,"""No manda ya el gobierno, manda el pueblo, entienden? Pero se sienten perdidos por eso su amarillismo. Claudia presidenta!!! Le pese a quienes tenían beneficios del PAN y el PRI. 70 años robando."""
trbl,@trbl,21:26,"""¡Claudia va a ganar! ❤🤍❤🤍❤🤍❤🤍. Todo está a favor del progreso."""
Victor Manuel,@Victor Manuel,21:59,"""Andan muy callados los prianistas, ya no tienen excusas."""
Hector Cervantes,@Hector Cervantes,21:09,"""¡Viva Maynez! Su momento está cerca."""
Fátima Rubio,@Fátima Rubio,21:07,"""Gracias por vender sus votos, ahora tendré que migrar del país. Una decisión que nos costará."""
Briseida Estrella Montoya Bravo,@Briseida Estrella Montoya Bravo,21:43,"""¡Claudia! Es el momento de darlo todo."""
Camdraw,@Camdraw,21:08,"""No va a ganar Claudia, pero seguimos atentos."""
Maribel Perez,@Maribel Perez,21:29,"""No manda ya el gobierno, manda el pueblo, entienden? Pero se sienten perdidos por eso su amarillismo. Claudia presidenta!!! Le pese a quienes tenían beneficios del PAN y el PRI. 70 años robando."""
el democrático azul y blanco,@el democrático azul y blanco,21:27,"""Xochilt Xochilt Xochilt ❤️❤️❤️. El cambio que necesitamos."""
omar sanchez,@omar sanchez,21:51,"""Esta Xóchitl es una perdedora, no sabe representar."""
Briseida Estrella Montoya Bravo,@Briseida Estrella Montoya Bravo,21:30,"""Claudia, el futuro está asegurado contigo."""
pedro hernandez,@pedro hernandez,21:33,"""Viva Morena, es hora de seguir avanzando."""
trbl,@trbl,21:09,"""¡Claudia va a ganar!!!!!! ❤🤍❤🤍❤🤍❤🤍."""
Mari Ramírez,@Mari Ramírez,21:04,"""Mi mamá está llorando de tristeza, ya se veía con su despensa cada mes. Ahora nos roban impuestos y recursos del país."""
Gaticristo-2009,@Gaticristo-2009,21:15,"""Que se caiga el sistema si hacen fraude, no más injusticias."""
Yeezy 808,@Yeezy 808,21:04,"""Maynez, Maynez, Maynez, el más perdedor 🧡🧡."""
lizeth 45,@lizeth 45,21:58,"""¿Alguien que me diga dónde puedo ver cuando se declare ganad@r de la presidencia por favor? ❤❤."""
Victor Manuel,@Victor Manuel,21:23,"""Andan muy callados los prianistas, el tiempo ya no está a su favor."""
Natt Vega,@Natt Vega,21:12,"""Claudia, tu patrona 💗🤗. Cada paso nos lleva al cambio."""
Alejandro Oli,@Alejandro Oli,21:51,"""Siento decirles a los fifís que Claudia está arrasando. Lleva el doble en el PREP jejeje."""
Gaticristo-2009,@Gaticristo-2009,21:59,"""Se acabaron los privilegios para los ricos, ahora sí vamos por igualdad."""
Maria Fernanda Rivera,@Maria Fernanda Rivera,21:55,"""¿Por qué no hablan de toda la trampa que hubo en las elecciones? 🥹."""
Rodrax 999,@Rodrax 999,21:27,"""Si gana Xóchitl nos vamos a la 💩, ya lo sabemos."""
LuisEmilioTube,@LuisEmilioTube,21:02,"""Viva Morena, seguimos construyendo."""
Maribel Perez,@Maribel Perez,21:29,"""No manda ya el gobierno, manda el pueblo, entienden? Pero se sienten perdidos por eso su amarillismo. Claudia presidenta!!! Le pese a quienes tenían beneficios del PAN y el PRI. 70 años robando."""
David Omar,@David Omar,21:37,"""Va a ganar Claudia, no hay duda."""
Angel Campuzano,@Angel Campuzano,21:14,"""Muchos abrazos para los narcos, ya que están celebrando con ustedes. Una ironía dolorosa."""
Nahomi Lugo Perez,@Nahomi Lugo Perez,21:09,"""Todo México va por Xochitl, es la esperanza de muchos."""
Brian Kevin Bautista Flores,@Brian Kevin Bautista Flores,21:24,"""¿A qué hora dan los resultados? La espera desespera."""
Gaticristo-2009,@Gaticristo-2009,21:02,"""Que me mientan todas menos Claudia 🗣❗❗❗. Ella trae el cambio."""
el democrático azul y blanco,@el democrático azul y blanco,21:24,"""Xóchitl Gálvez presidenta ❤️, es su momento."""
Héctor HV,@Héctor HV,21:10,"""Va ganando Morena con 58.9% según el INE, parece definitivo."""
Jonathan RH,@Jonathan RH,21:21,"""GANO CLAUDIAAA, la primera presidenta de México."""
Carlos Vian,@Carlos Vian,21:23,"""¡Vamos Claudia! Es quien ganará!!! 👏🏽👌🏽🥳😎."""
Alondra Barron,@Alondra Barron,21:08,"""Que gane Claudia, ya es tiempo."""
Vania Méndez,@Vania Méndez,21:05,"""Ya ganó Claudia, y soporten. Es momento de un cambio."""
Cherry Blood,@Cherry Blood,21:40,"""Arriba el comunismo, el país necesita ajustes radicales."""
Jose Antonio Pérez Sánchez,@Jose Antonio Pérez Sánchez,21:04,"""Dan pena ajena los que dicen que ya ganó Xóchitl. No ven la realidad."""
Andrea Natalia Sandoval Rodríguez,@Andrea Natalia Sandoval Rodríguez,21:08,"""Vamos Xóchitl! Cada voto cuenta."""
Lizzeth Pineda,@Lizzeth Pineda,21:15,"""Cásate conmigo Claudia, eres inspiración pura."""
Panfletita_De Corazón56,@Panfletita_De Corazón56,21:16,"""Fuera Xóchitl, ya no más excusas."""
Marcusmonkey2000,@Marcusmonkey2000,21:16,"""Maynez Maynez 🧡💛💜, sigue siendo nuestro líder."""
Lic. Angélica Sandoval,@Lic. Angélica Sandoval,21:01,"""Venga Xóchitl!!! Tienes mi apoyo total."""
Severo de Santiago,@Severo de Santiago,21:02,"""Ni modo Xóchitl, a vender gelatinas. Llévate al Zócalo al marihuano de Fox para que te ayude a cobrar."""
A. Isaac,@A. Isaac,21:10,"""Claudia mi patrona 🥵🥵, sigue liderando el cambio."""
Pingüino Piki,@Pingüino Piki,21:28,"""Claudia Claudia Claudia presidenta, vamos con todo."""
Andrea Natalia Sandoval Rodríguez,@Andrea Natalia Sandoval Rodríguez,21:09,"""Vamos Xóchitl, aún podemos lograrlo."""
Gaticristo-2009,@Gaticristo-2009,21:08,"""Otro Venezuela ya no saben qué decir ajajajaj."""
vixen_r,@vixen_r,21:44,"""Viva Sheinbaum, el futuro se construye ahora."""
César Velázquez,@César Velázquez,21:04,"""Estamos contigo Claudia 💪🏼💪🏼💪🏼💪🏼, sigamos juntos hacia adelante."""
Benjamin Modesto,@Benjamin Modesto,21:38,"""Claudia 🥰 🥰 🥰, una líder que inspira confianza."""
Gaticristo-2009,@Gaticristo-2009,21:06,"""No se saben otra que repetir como loros lo de Venezuela?? Ya basta."""
Jesús Ramos,@Jesús Ramos,21:33,"""Viva Morena, el cambio sigue avanzando."""
Sandra G,@Sandra G,21:44,"""Xóchitl presidenta! El país lo necesita."""
Hannah1111,@Hannah1111,21:28,"""Fuera Morena, ya basta de lo mismo disfrazado de cambio."""
Alejandra Azcorra,@Alejandra Azcorra,21:03,"""¿Quién votaría por Claudia? Para que sigan la corrupción, las mentiras y la violencia."""
César Velázquez,@César Velázquez,21:05,"""Claudia es la mejor opción. Vamos con todo hacia un México mejor."""
Pingüino Piki,@Pingüino Piki,21:07,"""Xóchitl al basurero de la historia nacional, no representa un futuro claro."""
Benjamin Modesto,@Benjamin Modesto,21:11,"""Claudia 🥰 🥰 🥰, nuestra esperanza sigue viva."""
asud alib,@asud alib,21:28,"""No había competencia, por supuesto que la ganadora será Claudia. Good vibes para México."""
Raphael Escobar,@Raphael Escobar,21:35,"""No más corrupción, no más narco política. Necesitamos soluciones reales, no abrazos sin balazos."""
Gaby 🎸,@Gaby 🎸,21:36,"""Maynez, en ti confío. Sigamos construyendo el cambio."""
Gaticristo-2009,@Gaticristo-2009,21:12,"""Claudia, nuestra esperanza sigue firme."""
Brandon Rodriguez,@Brandon Rodriguez,21:03,"""¡Ya ganó Xóchitl! ❤❤❤❤❤❤."""
Ivan g,@Ivan g,21:12,"""Claudia desde Canadá 🇨🇦. El mundo también la apoya."""
Ramirez Martinez Luis Francisco,@Ramirez Martinez Luis Francisco,21:28,"""El pueblo sabe que con Claudia es mejor. El futuro está claro."""
Yoshi,@Yoshi,21:36,"""¡Vamos Xóchitl! 💚🤍❤. Es momento de un cambio."""
Andrés Mendoza Moreno,@Andrés Mendoza Moreno,21:30,"""¡Xóchitl! Tú eres mi pastora y señora de la verdad, ya ganamos!"""
Alejandra Azcorra,@Alejandra Azcorra,21:15,"""Ganó Xóchitl, el cambio está aquí."""
NighxMX,@NighxMX,21:42,"""Gano Claudia, weyes. Ya es un hecho."""
Jordan Alexander,@Jordan Alexander,21:15,"""¡Viva México, viva Morena! 🇲🇽🇲🇽🇲🇽 Claudia presidenta."""
Norberto Diaz,@Norberto Diaz,21:36,"""CLAUDIIIIIAAAAAAAAA 🇲🇽🇲🇽🇲🇽. Una presidenta para todos."""
Xomara,@Xomara,21:58,"""Claudia... Claudia... Claudia. ¡Ganamos! Más de 30 millones de mexicanos unidos por el cambio."""
slave,@slave,21:03,"""Ya ganamos hermanos mexicanos. Todos con Claudia."""
Hannah1111,@Hannah1111,21:13,"""¡Viva México! 🇲🇽 ¡Viva México! 🇲🇽 Claudia presidenta."""
Gaticristo-2009,@Gaticristo-2009,21:00,"""Confiamos en ti Claudia. Ahora es tu momento."""
Berlin V DUCK OFICIAL,@Berlin V DUCK OFICIAL,21:18,"""Viva Claudia presidenta 😘. Estamos contigo."""
Freddy Ley25,@Freddy Ley25,21:10,"""A los que votan por Claudia, les mando mi cuenta para que depositen lo que nos va a robar. Una crítica necesaria."""
Rafa117,@Rafa117,21:27,"""¿Ya lo anunciaron? La espera es interminable."""
impostor 205,@impostor 205,21:52,"""Una mesa imparcial sería lo mejor, pero solo ven por ellos mismos. Necesitamos transparencia."""
