User,arroba,hora de publicación,publicación
Samantha,@Samanth23347499,29min,"""Lo más bonito, nuestra primera presidenta 🥹 #ClaudiaPresidentaDeMéxico #ClaudiaPresidentaDeMéxico2024"""
Prashant El Pandillero Acarreado,@TaipingPrashant,30min,"""Seis de seis, TODO @PartidoMorenaMx !!! #EsUnHonorEstarConObrador #EsUnHonorEstarConClaudiaHoy #ClaudiaPresidentaDeMexico2024 #ClaudiaArrasa"""
Abner Mtz. ☭,@abner_avner,31min,"""5 de 5, aplicando el Plan C. #ClaudiaPresidentaDeMéxico2024 #ClaudiaArrasará"""
Marlène P. López 🇲🇽⚜️,@Marlene_P_Lopez,31min,"""En respuesta a @Claudiashein Si realmente crees que Mexicanos pueden lograr que esto funcione, votar por #ClaudiaPresidentaDeMéxico2024. Deja de vivir en una burbuja. México tiene mucho más potencial. #XochitlEsUnPeligroParaMéxico"""
🇲🇽 ÁNGEL PERHZ 🇲🇽,@AngelyPerhz,32min,"""Listo mi voto para cladia y clara hagamos historia . #ClaudiaPresidentaDeMéxico2024"""
Jessica Rios,@JessRRios,36min,"""#ClaudiaPresidentaDeMéxico2024 #PlanC_VotoMasivoPorMorena2024 #AmorConAmorSePaga"""
DJ PipeBoass¯\_(ツ)_/¯,@djpipeboom,37min,"""#ClaudiaPresidentaDeMéxico2024"""
Temo LpZ 🇲🇽,@Temo_0,38min,"""Que siga la transformación, arriba la 4T y arriba la presidenta Dra. @Claudiashein #ClaudiaPresidentaDeMéxico2024"""
miss sentidas condolencias,@FatiMaldad,38min,"""Gracias presidente @lopezobrador_ #ClaudiaPresidentaDeMéxico2024 #ClaraJefaDeGobierno #EleccionesMx2024"""
Chairo Blancartovich,@Blancarte2022,42min,"""Viva la 4T .. y Viva México #VotoMasivoPorMorenaPTPV2024 #ClaudiaPresidentaDeMéxico2024 #ClaraBrugadaJefaDeGobierno #SomosMillonesConAMLO"""
ING Jose Quintero,@JoseQui58368,42min,"""En respuesta a @morena_nos_MATA @PartidoMorenaMx y @Claudiashein Jajajajajajajaja pobre pendejo #VotoMasivoMorenaPTyPV #ClaudiaPresidentaDeMéxico2024"""
Sergio Núñez 🇲🇽 🇵🇸 #RedAMLOVE #4T🍀,@sergio_nunezm,43min,"""#ClaudiaPresidentaDeMéxico2024 🇲🇽"""
Anne,@Anne_Johann20,43min,"""#PlanC_YaEstáEnMarcha #EleccionesMéxico2024 #ClaudiaPresidentaDeMéxico2024"""
Alfredo Garay,@alfredo_ga2453,46min,"""somos millones que queremos un mejor país #ClaudiaPresidentaDeMéxico2024 #VotoMasivoPorMorenaPTPV2024"""
PatCouret,@PatCouret,47min,"""En respuesta a @PatCouret #ClaudiaPresidentaDeMéxico2024 #PlanC #VotoMasivoMorenaPlanC"""
Rog R,@RogelioRendn1,48min,"""Mi voto secreto.... Por... #ClaudiaPresidentaDeMéxico2024"""
Carlos,@Carlos49521366,51min,"""no votar por esta obesa de mierda, acuerdense que le quiere das más privilegios a las empresas que a la gente trabajadora #ClaudiaPresidentaDeMéxico2024"""
ORLANDO GARCIA,@RPORLANDO,51min,"""Listo mi voto para nuestra Próxima Presidenta de México 🇲🇽 @Claudiashein #ClaudiaArrasará #ClaudiaPresidentaDeMéxico2024"""
Yoanna 💋,@yoannagq,51min,"""@INEMexico no se supone que estamos en “veda electoral”? los fachos andan desesperados metiendo a la religión porque es lo único que les queda, lo bueno es que en este hogar somos ateos, que CHSPTM el PRIAND ✊🏼 @Claudiashein #ClaudiaPresidentaDeMéxico2024"""
Froylan Lara✒️,@biofroy,51min,"""Día histórico para México ❤️ #ClaudiaPresidentaDeMéxico #ClaudiaArrasará #ClaudiaPresidentaDeMéxico2024 #ClaudiaYaEresPresidenta"""
arturo sanchez ramos,@arthursanchez1,59min,"""Vamos por el plan C! vamos por la verdadera democracia! #ClaudiaPresidentaDeMéxico2024"""
DVD 📀 #redAMLOVE 💖,@0k_dvd,1h,"""Haciendo patria!!! #ClaudiaPresidentaDeMéxico #ClaudiaPresidentaDeMéxico2024"""
jerry aguilar,@gerasagitario,1h,"""Esta Hecho Voto por correo #ClaudiaPresidentaDeMéxico2024"""
AlArAnMa,@AlArAnMa,1h,"""En respuesta a @LOVREGA Al segundo piso de la 4T Hacia allá vamos #ClaudiaPresidentaDeMéxico2024"""
Lidia Quevedo,@MliliQ,1h,"""Siiiiiii vamos a tener presidenta #judía nada me pone más feliz, vamos por @Claudiashein #ClaudiaPresidentaDeMéxico2024"""
nickvergara,@vergaranicolaz,1h,"""En respuesta a @ChumelTorres Hoy el el día #ClaudiaPresidentaDeMéxico2024"""
Ana Martínez,@anylaump,1h,"""Mi voto es para @Claudiashein @ClaraBrugadaM #ClaudiaPresidentaDeMéxico2024"""
Esteban Rivera,@0Ultranietzsche,1h,"""Hoy 2 de junio de 2024 he ejercido mi voto por la primera mujer presidente de México, Claudia Sheinbaum. Me tardé 2 horas en pasar a votar porque hay filas interminables, les recomiendo ir con paciencia. #EsClaudiaPresidentaDeMéxico #ClaudiaPresidentaDeMéxico2024 😎"""
Izrael Bretón ☭,@izraelbreton,40s,"""De aquí al Zócalo a festejar #Claudia #ClaudiaArrasará #ClaudiaPresidentaDeMéxico #EleccionesMéxico2024"""
Tmore🦅™️®️,@Tmore_68,40s,"""En respuesta a @JuanRiosCantu No te preocupes, nadie te juzga putito @JuanRiosCantu , eso ya fue votado en contra. #EleccionesMéxico2024 #XochitlGálvezPresidenta24"""
El Rafa Politique,@rafa_serrano,44s,"""Mucha gente votando…Eso me anima y me da esperanzas. Espero que la gente decida bien, que decida con inteligencia. Yo  #YaVotéporXóchitl #EleccionesMéxico2024 #YaSeVanLosCorruptos #AMLOYClaudiaSonLaMuerte #NarcoPresidenteAML061"""
Luc🍀🌌,@Luc_Mart93,2min,"""#ClaudiaArrasará #ClaudiaPresidentaDeMéxico #EleccionesMéxico2024"""
Felipe 🟡🐍,@wacharomaja,3min,"""Yo voté #XochitlGálvezPresidenta24 #EleccionesMéxico2024 y todo por el PAN #MorenaYaSevan"""
Daniel Echeverría A.,@DaEcheverriaMX,3min,"""En estas #EleccionesMéxico2024 voté por @AccionNacional premiando su trabajo legislativo. En Presidencia, creo necesario impulsar el registro del @PRDMexico , un partido necesario como el ala socialdemócrata de la alianza. Gracias al PRD, hoy estamos por aquí."""
Adriana Ortega,@AdrianaMaOrAl,4min,"""En respuesta a @MissSunshine4 y @lopezobrador_ Yo igual, mis 5 votos fueron para MORENA.👊 #EleccionesMéxico2024"""
Alex Santiago Angeles,@santiagoalex_,5min,"""Recuerda que votar es un derecho y una obligación. #XóchitlGálvezPresidenta #EleccionesMéxico2024"""
César Hdez,@CesarHdezMx,6min,"""Vale la pena 1 hora en la fila a chingarnos otros 6 años de terror. #YoYaVoté #InundemosLasUrnas #EleccionesMéxico2024 #XóchitlGálvezPresidenta"""
Doña FiFí 👵🏼,@fifislyck,6min,"""Se logró prrrosssssss Por cierto, nunca había votado por el @PRDMexico 😝 Equis vamos a ganar #EleccionesMéxico2024 #VotoPorMéxico"""
Daniel AF,@DanyBoy2505,7min,"""#EleccionesMéxico2024 #MexicoConXóchitlGálvez #México2024 #YoVotarePorXóchitl #EleccionesMéxico2024"""
Isabel Guerra,@IsabelGuerraMx,7min,"""Listo!!! Casillas repletas de gente haciendo fila. Venga México!!!!! #EleccionesMexico2024 #XochitlGálvezPresidenta"""
Silvia Estrada,@nena_mostr,7min,"""Más de 45 minutos en la fila y lo que falta… pero nada nos hará dejar de votar!! #EleccionesMéxico2024 #XóchitlGálvezPresidenta #YoVotarePorXóchitl"""
Luka,@MardmeV,8min,"""Es un honor mandar ALV a Obrador!!! #XochitlGálvezPresidenta24 #YoVotarePorXóchitl #FueraLosCriminalesDeMORENA #EleccionesMéxico2024"""
ELISA #ClaudiaPresidenta,@ericsoncr,8min,"""En respuesta a @Claudiashein Que viva la futura presidenta. Dra. Claudia Sheinbaum Pardo Yo le di #VotaTodoMorena #EleccionesMéxico2024 #ClaudiaArrasará"""
Fernando Torres,@Soy_El_Destino,8min,"""La neta @Xochitl2024 nos dejó buenos memes, pero cero capaz como candidata, menos para gobernar, por eso Vota TODO Morena #EleccionesMéxico2024"""
Luc🍀🌌,@Luc_Mart93,9min,"""Orgulloso de haber votado. La elección de la primera mujer Presidente de Mx marca un hito en nuestra historia, estoy emocionado de ser parte de este momento la neta. Tengo esperanza y optimismo, deseo prosperidad y éxito para Mx. #ClaudiaPresidentaDeMéxico #EleccionesMéxico2024"""
AzoresMx,@azoresmx,9min,"""Que triste ver a la juventud que hace seis años tenía una mirada de júbilo y alegría desbordante… y hoy día… 🥹. La 4T mata todo, hasta las ilusiones… @juanburgos @MaxKaiser75 #EleccionesMéxico2024"""
Adela Muñiz,@AdeMuniz,10min,"""¿Y tú ya votaste? #Yoya #EleccionesMéxico2024 #4taTransformación"""
Jose Iran Rodriguez,@Joe_Veracruz,11min,"""Toda mi vida de votante que no es mucha, veía a sres. Del #Pri y #pan, peleándose y tirándose en la fila del voto, hoy me muero de risa, al verlos platicar juntos, increíbleeeee #Veracruz #EleccionesMexico2024"""
Maity R Gallareta,@maity_rg,11min,"""No diré que voté por #XóchitlGálvezPresidenta pero habrá señales. #EleccionesMéxico2024 #VivaMéxico"""
✨RUBÉN 🍀,@RUBENRBN2021,11min,"""VAMOS TODOS CON XÓCHITL #EleccionesMéxico2024 #InundemosLasUrnas #XochitlGálvezPresidenta24"""
EuSou  🇲🇽,@aranzzamx,12min,"""#EleccionesMéxico2024 #QueSigaLaTransformacion"""
RobertoTJ,@DonRoberTJ,13min,"""#YaVoté #EleccionesMéxico2024 #XochitlGálvezPresidenta24"""
Diego Guillén,@DiegoGGuillen,15min,"""Amigos de la 4T, si quieren que la transformación siga, no olviden que la única forma es votar de la siguiente manera, así garantizan la muerte del PRIAN. #EleccionesMéxico2024"""
José Luis Olguín Sánchez,@JL23692,16min,"""Presidente @lopezobrador_ gracias por dar tanto amor a su pueblo, gracias por devolvernos la dignidad!! Gracias por tanto!!! #SigamosHaciendoHistoria #EleccionesMéxico2024 #2DeJunio"""
Sergio Angelo,@soysergioangelo,18min,"""🇲🇽🔥Cuando al fin logre ser un #patriota de verdad, no diré nada, pero habrá señales. #EleccionesMéxico2024 #ClaudiaPresidentaDeMéxico2024"""
RIOaxaca,@rioaxaca,18min,"""#Oaxaca #EleccionesMexico2024 Jaime Larrazabal Bretón (@JLarrazabalB) candidato del PRD (@PRDOaxacaA) a presidente municipal de la ciudad de Oaxaca ya votó esta mañana."""
B€rNY Ch@iR0,@__B3RN4RD0__,20min,"""En respuesta a @AlvarezMaynez Es preferible llegar a acuerdos con @AlvarezMaynez y MC, que con los ratas 🐁🐀🐹 del PRIAND... 😌 #EleccionesMéxico2024 #ClaudiaPresidentaDeMéxico"""
OPLV,@KaijuMundo,20min,"""Derecho ejercido, se votó por la Dr. Claudia Sheinbaum Pardo y Morena, para seguir construyendo un futuro mejor 🥰❤️✨ #EleccionesMéxico2024 #ClaudiaArrasará #ClaudiaPresidentaDeMéxico @PartidoMorenaMx @Claudiashein"""
Guillermo Reyes,@CondesaEquidad,21min,"""Para los foráneos pregunten e investiguen sobre cuántas boletas hay y no desistan. Resistan es un momento importante para nuestro país. No dejemos que vuelva el PRIAN. #condesa #EleccionesMéxico2024 #EleccionesMéxico"""
Pollito Milán,@i_milan,23min,"""Yo ya ejercí mi derecho y obligación... Y ustedes? #XochitlGálvezPresidenta24 #EleccionesMéxico2024"""
Manuek G,@JuanGarciaGtez,24min,"""No hay votos perdidos, vamos con @AlvarezMaynez 🟠 #EleccionesMéxico2024"""
cc,@ccblascor,24min,"""POR MÉXICO 🇲🇽 @Xochitl2024 @STaboadaMx #EleccionesMéxico2024 #XochitlGálvezPresidenta #MexicoConXóchitlGálvez"""
tu Matrioshka @ Kartush,@tumatrioshka,24min,"""El perrito dio la bienvenida 🤗 #XóchitlGálvezPresidenta #EleccionesMéxico2024"""
🍉,@SummerAmoureux,25min,"""¡Qué emoción! 🥳🎉😬😁 #ClaudiaSheinbaumPresidentaDeMexico2024 #EleccionesMéxico2024 #ClaudiaArrasará"""
More Sanvel ✖️,@jsv_more,25min,"""En respuesta a @marc_lopez11 Servidores de la narco secta.. #EleccionesMéxico2024 #YoVotarePorXóchitl"""
chaneque!,@princehump1,25min,"""#XochitlGálvezPresidenta24 #EleccionesMéxico2024"""
Diego Guillén,@DiegoGGuillen,27min,"""Bien trepados en el vochoXóchitl!!! #EleccionesMéxico2024"""
Althusser_dbl🚩,@UlrikeMeinhof96,27min,"""Hoy votamos y dejamos de ser residuales, que sepan que nosotros no olvidamos. Que el PRIAN se vaya al basurero de la historia. Revisionismo o Barbarie, nunca olvidar!!!! #EleccionesMéxico2024 #ClaudiaPresidentaDeMéxico"""
Daniel AF,@DanyBoy2505,7min,"""#EleccionesMéxico2024 #MexicoConXóchitlGálvez #México2024 #YoVotarePorXóchitl #EleccionesMéxico2024"""
Isabel Guerra,@IsabelGuerraMx,7min,"""Listo!!! Casillas repletas de gente haciendo fila. Venga México!!!!! #EleccionesMexico2024 #XochitlGálvezPresidenta"""
Silvia Estrada,@nena_mostr,7min,"""Más de 45 minutos en la fila y lo que falta… pero nada nos hará dejar de votar!! #EleccionesMéxico2024 #XóchitlGálvezPresidenta #YoVotarePorXóchitl"""
Luka,@MardmeV,8min,"""Es un honor mandar ALV a Obrador!!! #XochitlGálvezPresidenta24 #YoVotarePorXóchitl #FueraLosCriminalesDeMORENA #EleccionesMéxico2024"""
ELISA #ClaudiaPresidenta,@ericsoncr,8min,"""En respuesta a @Claudiashein Que viva la futura presidenta. Dra. Claudia Sheinbaum Pardo Yo le di #VotaTodoMorena #EleccionesMéxico2024 #ClaudiaArrasará"""
Fernando Torres,@Soy_El_Destino,8min,"""La neta @Xochitl2024 nos dejó buenos memes, pero cero capaz como candidata, menos para gobernar, por eso Vota TODO Morena #EleccionesMéxico2024"""
Luc🍀🌌,@Luc_Mart93,9min,"""Orgulloso de haber votado. La elección de la primera mujer Presidente de Mx marca un hito en nuestra historia, estoy emocionado de ser parte de este momento la neta. Tengo esperanza y optimismo, deseo prosperidad y éxito para Mx. #ClaudiaPresidentaDeMéxico #EleccionesMéxico2024"""
AzoresMx,@azoresmx,9min,"""Que triste ver a la juventud que hace seis años tenía una mirada de júbilo y alegría desbordante… y hoy día… 🥹. La 4T mata todo, hasta las ilusiones… @juanburgos @MaxKaiser75 #EleccionesMéxico2024"""
Adela Muñiz,@AdeMuniz,10min,"""¿Y tú ya votaste? #Yoya #EleccionesMéxico2024 #4taTransformación"""
Jose Iran Rodriguez,@Joe_Veracruz,11min,"""Toda mi vida de votante que no es mucha, veía a sres. Del #Pri y #pan, peleándose y tirándose en la fila del voto, hoy me muero de risa, al verlos platicar juntos, increíbleeeee #Veracruz #EleccionesMexico2024"""
Maity R Gallareta,@maity_rg,11min,"""No diré que voté por #XóchitlGálvezPresidenta pero habrá señales. #EleccionesMéxico2024 #VivaMéxico"""
✨RUBÉN 🍀,@RUBENRBN2021,11min,"""VAMOS TODOS CON XÓCHITL #EleccionesMéxico2024 #InundemosLasUrnas #XochitlGálvezPresidenta24"""
EuSou  🇲🇽,@aranzzamx,12min,"""#EleccionesMéxico2024 #QueSigaLaTransformacion"""
RobertoTJ,@DonRoberTJ,13min,"""#YaVoté #EleccionesMéxico2024 #XochitlGálvezPresidenta24"""
Diego Guillén,@DiegoGGuillen,15min,"""Amigos de la 4T, si quieren que la transformación siga, no olviden que la única forma es votar de la siguiente manera, así garantizan la muerte del PRIAN. #EleccionesMéxico2024"""
José Luis Olguín Sánchez,@JL23692,16min,"""Presidente @lopezobrador_ gracias por dar tanto amor a su pueblo, gracias por devolvernos la dignidad!! Gracias por tanto!!! #SigamosHaciendoHistoria #EleccionesMéxico2024 #2DeJunio"""
Sergio Angelo,@soysergioangelo,18min,"""🇲🇽🔥Cuando al fin logre ser un #patriota de verdad, no diré nada, pero habrá señales. #EleccionesMéxico2024 #ClaudiaPresidentaDeMéxico2024"""
RIOaxaca,@rioaxaca,18min,"""#Oaxaca #EleccionesMexico2024 Jaime Larrazabal Bretón (@JLarrazabalB) candidato del PRD (@PRDOaxacaA) a presidente municipal de la ciudad de Oaxaca ya votó esta mañana."""
B€rNY Ch@iR0,@__B3RN4RD0__,20min,"""En respuesta a @AlvarezMaynez Es preferible llegar a acuerdos con @AlvarezMaynez y MC, que con los ratas 🐁🐀🐹 del PRIAND... 😌 #EleccionesMéxico2024 #ClaudiaPresidentaDeMéxico"""
OPLV,@KaijuMundo,20min,"""Derecho ejercido, se votó por la Dr. Claudia Sheinbaum Pardo y Morena, para seguir construyendo un futuro mejor 🥰❤️✨ #EleccionesMéxico2024 #ClaudiaArrasará #ClaudiaPresidentaDeMéxico @PartidoMorenaMx @Claudiashein"""
Guillermo Reyes,@CondesaEquidad,21min,"""Para los foráneos pregunten e investiguen sobre cuántas boletas hay y no desistan. Resistan es un momento importante para nuestro país. No dejemos que vuelva el PRIAN. #condesa #EleccionesMéxico2024 #EleccionesMéxico"""
Pollito Milán,@i_milan,23min,"""Yo ya ejercí mi derecho y obligación... Y ustedes? #XochitlGálvezPresidenta24 #EleccionesMéxico2024"""
Manuek G,@JuanGarciaGtez,24min,"""No hay votos perdidos, vamos con @AlvarezMaynez 🟠 #EleccionesMéxico2024"""
cc,@ccblascor,24min,"""POR MÉXICO 🇲🇽 @Xochitl2024 @STaboadaMx #EleccionesMéxico2024 #XochitlGálvezPresidenta #MexicoConXóchitlGálvez"""
tu Matrioshka @ Kartush,@tumatrioshka,24min,"""El perrito dio la bienvenida 🤗 #XóchitlGálvezPresidenta #EleccionesMéxico2024"""
🍉,@SummerAmoureux,25min,"""¡Qué emoción! 🥳🎉😬😁 #ClaudiaSheinbaumPresidentaDeMexico2024 #EleccionesMéxico2024 #ClaudiaArrasará"""
More Sanvel ✖️,@jsv_more,25min,"""En respuesta a @marc_lopez11 Servidores de la narco secta.. #EleccionesMéxico2024 #YoVotarePorXóchitl"""
chaneque!,@princehump1,25min,"""#XochitlGálvezPresidenta24 #EleccionesMéxico2024"""
Diego Guillén,@DiegoGGuillen,27min,"""Bien trepados en el vochoXóchitl!!! #EleccionesMéxico2024"""
Althusser_dbl🚩,@UlrikeMeinhof96,27min,"""Hoy votamos y dejamos de ser residuales, que sepan que nosotros no olvidamos. Que el PRIAN se vaya al basurero de la historia. Revisionismo o Barbarie, nunca olvidar!!!! #EleccionesMéxico2024 #ClaudiaPresidentaDeMéxico"""
Emiliano,@Emiliano_TM10,28min,"""Y YA SE VA MORENA!! #EleccionesMéxico2024"""
EduAMLO Moreno,@lalomoreno83,28min,"""Voto informado. Voto con convicción, sin prejuicios. Voto por el proyecto humanista, democrático y de prosperidad compartida. Voto por que siga el obradorismo haciendo justicia a los que menos tienen. #ClaudiaPresidentaDeMéxico #EleccionesMéxico2024"""
Bigotitos de Gatito,@PinkMojitow,28min,"""Muchas de mis vecinas (#TiasPanistas) también fueron a votar temprano y mayor sorpresa que al salir estábamos platicando y TODAS dijeron que votaron por #ClaudiaSheinbaum que su único temor era que sí cumpliera lo de cerrar las iglesias (risas internas)🫣🤣 #EleccionesMéxico2024"""
Ricardo Zitle,@ricardozitle,29min,"""Sal a votar #XóchitlGálvezPresidenta #EleccionesMéxico2024"""
𝑴𝒂𝒓𝒄𝒖𝒔𝑩𝒖𝒔𝒕𝒐𝒔,@MarckBustos,31min,"""Nunca me habían emocionado tanto unas elecciones como éstas! #EleccionesMéxico2024 #XóchitlGálvezPresidenta"""
Alberto Mora ✨,@moraahiram,31min,"""Este vato creyendo que votando por Claudia Sheinbaum está votando contra del PRIAN. 🤣🤣🤣🤣 Todos los PRIANistas (y de los más desagradables) militan ahora en Morena. #EleccionesMéxico2024"""
Jose Flores Martinez,@JosFlo1949,32min,"""#EleccionesMéxico2024 #XoxhitlGálvezPresidente2024"""
🇲🇽@RomanoXIV♥,@RomanoXIV,33min,"""#EleccionesMéxico2024 #CDMX #GraciasAMLO Con mi voto agradezco todo lo que ha hecho por México @lopezobrador_ @Claudiashein @ClaraBrugadaM @ALEIDAALAVEZ #PuebloOrganizado #PuebloInformado #ClaudiaSheimbaumPresidenta"""
Una victima casi perfecta 💜,@ju_xnC,34min,"""#EleccionesMéxico2024 #ClaudiaPresidentaDeMéxico"""
JaguarAguilar,@JaguarAguilar,36min,"""Alguien vote a Maynez por favor #Votaciones #EleccionesMéxico2024 #Mexico #Votaciones2024"""
Sergio Alonso,@sergio_alonso_,37min,"""Después de varios meses de campaña, hoy por fin emití mi voto 😎 👍🏻 Mucha suerte a todos mis candidatos @Claudiashein @ClaraBrugadaM @LetyVarela @Pablo_Hdez @ReneVivanco @OHarfuch #Vota2DeJunio #VotaTodoMorena #EleccionesMéxico2024"""
Andrea Rodríguez Iniesta,@arodini,37min,"""Hace calor, lleva una gorra o una sombrilla, lleva agua para ofrecer a tus vecinos, ya esperamos 6 años, tengamos paciencia #VotaParaBotarlos #XochitlGálvezPresidenta #EleccionesMexico2024"""
Jorge Nogueda Simón,@jorgelnogueda,37min,"""Se ve que la gente está harta de lo mismo #XochitlGálvezPresidenta24 Que no decaiga el ánimo y salgan Que sea una fiesta cívica #EleccionesMéxico2024"""
Cesar Gaytán,@cgaytan84,38min,"""Vamos @Claudiashein con todo a ganar hoy es el día!! #EleccionesMéxico2024"""
Nitesh Kumar Saini,@mr_nitesh_ji,38min,"""चलते रहेंगे काफ़िले मेरे बग़ैर भी यहाँ , एक तारा टूट जाने से आसमान सूना नहीं होता ..!! #HalaMadrid #XóchitlGálvezPresidenta #TWS_hey_hey #GigaNathi #EleccionesMéxico2024"""
Barker,@angelikabarker,38min,"""Seguiremos haciendo historia. #PlanC #ClaudiaPresidenta2024 #EleccionesMéxico2024"""
Sergio Zúñiga,@medicosergio,38min,"""En respuesta a @AlvarezMaynez #EleccionesMéxico2024 #XochitlGálvezPresidenta24"""
Vorph 36,@TheV0rph,39min,"""Ya me duelen los pies de estar parado 2 horas y media esperando efectuar mi sufragio; pero me duele más ver un México gobernado por los inútiles de MORENA. #EleccionesMéxico2024"""
Georgina A,@_Geo_A_,39min,"""#VotaXingón #EleccionesMéxico2024"""
𖤐 A,@artepezz,40min,"""Desde San Jose, California, la Doctora @Claudiashein VA 🤭🫶 #Votoextranjero #EleccionesMexico2024"""
Aíto Mastropiero,@argentuzo79,40min,"""#EleccionesMéxico2024 #XochitlGálvezPresidenta"""
Lil MZ,@Lilissml,41min,"""Raza voten por esas dos personas que están más preparadas para gobernar nuestro país no por aquella candidata que tiene a su hermana en la cárcel y ES UN TÍTERE de HOMBRES ABUSIVOS,como AlITO Y MARKO CORTES 💩, volviéndose ricos a costa de tantos Mexicanos #EleccionesMexico2024"""
Laura 🌸,@LauraMex,41min,"""Mi mamá, 88 años, con todo y andadera ya fue a votar 🩷 #EleccionesMéxico2024 #XochitlGálvezPresidenta24"""
Robert Rey ®,@robert_rey2,42min,"""Por México y la democracia #FueraMorena #EleccionesMéxico2024"""
Octavio Zaragoza,@OctavioZaG,43min,"""#YoYaVotéXXóchitl #EleccionesMéxico2024"""
Qcoronado,@qcoronado,43min,"""Saquemos al peje de nuestro palacio nacional. Recuperemos nuestro país del narco, todos con Xóchitl hoy. #EleccionesMéxico2024 #YoVotarePorXóchitl"""
Oscar C 500,@oscarnet500,45min,"""Estas elecciones son para agradecer. #EleccionesMéxico2024 #ElecciónPresidencial Beatriz Gutierrez Muller #ClaudiaPresidentaDeMéxico"""
Francisco Villaseñor,@PakoViillasenor,45min,"""@Claudiashein #planC #EleccionesMéxico2024"""
Karlos Aissami,@AissamiKarina,45min,"""Voté por Maynez solo para ver a mi ex enojada y desesperada #EleccionesMexico2024 #maynez #XochitlGálvezPresidenta #ClaudiaArrasará"""
El Capitán Gato 🏴‍☠️,@monnaghan,46min,"""Voto por un país diverso, con orgullo y oportunidades para todos. Claudia Sheinbaum presidenta de México. #EleccionesMéxico2024"""
Things That Happened,@ThingsTHappened,47min,"""Salvemos México Vota! #EleccionesMéxico2024 #YoVotarePorXóchitl #XochitlGálvezPresidenta #mexico #EleccionesMéxico2024 #INEMéxico"""
Mine Vela,@MAS__VIDAS,48min,"""En el consulado de SJ California, ilegal manta pro #Morena #morenadestruyendoaméxico #EleccionesMéxico2024 dónde se denuncian las irregularidades #INEMéxico @INEMexico anulen todos los votos a Morena de esta casilla en EU."""
reni 🎀,@renizimmerman,48min,"""#XochitlGálvezPresidenta #XochitlVa #EleccionesMéxico2024 #MueraMorena #MexicoSinMiedo"""
