num_debate,canal,username,fecha,comentario,num_likes,comentario_editado,Claudia,Maynez,Ninguno,Xóchitl,topic
2,unotv,BOBADILLAFLORESKARINA,28/04/2024,"Para Maynez, la UAM Xochimilco es una escuela donde los estudiantes son libres de pensar y decir a pensamiento crítico y como en todos lados no todos van a ser tan racionales   Pero únicamente por correo institucional fue avisado su visita a nuestra escuela. Pensar que alguien más tiene que mandar a arruinar una conferencia es irracional, así como en el pueblo, en las instituciones también hay a favor y contra.  Al momento la disputa en su visita fue por expresión libre de los compañeros y que triste que al final si parece marketing que no funcionó y ahora es raro que sea culpa de alguien más cuando muy pocos compañeros, estando más enfocados en la escuela, nos enteramos de último momento",11,"para maynez,la uam xochitl es una escuela donde los estudiantes son libres de pensar y decir a pensamiento crítico y como en todos lados no todos van a hacer tan racionales pero únicamente por correo institucional fue avisado su visita a nuestra escuela.pensar que alguien más tiene que mandar a arruinar una conferencia es irracional,así como en el pueblo,en las instituciones también hay a favor y contra.al momento la disputa en su visita fue por expresión libre de los compañeros y que triste que al final si parece marketing que no funcionó y ahora es raro que sea culpa de alguien más cuando muy pocos compañeros,estando más enfocados en la escuela,nos enteramos de último momento",0,1,0,-1,-1
2,unotv,refugiosanchez4691,28/04/2024,Fuera el PRIAN,10,fuera el prian representado por xochitl,0,0,0,-1,0
2,unotv,geovanniruiz1821,28/04/2024,Vamos Claudia,43,vamos claudia,1,0,0,0,8
2,unotv,karolholandajimenezm.1802,28/04/2024,La gasolina SI subió. Me hizo desconfiar en la candidata Claudia.,16,la gasolina si subió.me hizo desconfiar en la candidata claudia.,-1,0,0,0,-1
2,unotv,MKBR__10,28/04/2024,Alch el unico que parece un poco lógico es el Maynez,4,alch el unico que parece un poco lógico es el maynez,0,1,0,0,0
2,unotv,KevinAlfabica,28/04/2024,"Voy con Jorge Maynez, me gustaron sus propuestas y fue el que a mi parecer fue el más conciso, breve y directo a cada pregunta.",10,"oye con jorge maynez,me gustaron sus propuestas y fue el que a mi parecer fue el más conciso,breve y directo a cada pregunta.",0,1,0,0,-1
2,unotv,PalmanGadfer,28/04/2024,MIN.33:55,2,min.33:55,0,0,1,0,5
2,unotv,marisolflores3512,28/04/2024,"Jajajaja yo creo que Claudia nunca le pone gasolina a su coche,ella si cree que está el litro a $10",10,"jajajaja yo creo que claudia nunca le pone gasolina a su coche,ella si creé que está el litro a$10",-1,0,0,0,-1
2,unotv,pedrosolano2392,28/04/2024,Xochil no tiene proyecto real de infraesctructura,6,xochitl no tiene proyecto real de infraesctructura,0,0,0,-1,21
2,unotv,LuisMartinez-cs9pf,28/04/2024,"La Chochil, y Claudia se la pasaron en ataques, el más centrado, ecuánime es Máynez, definitivamente xochitl actúa más por instinto de agredir y no con la cabeza, Claudia creo que no aporto nada nuevo, y Máynez tiene coherencia y más ideas claras.",3,"la xochitl,y claudia se la pasaron en ataques,el más centrado,ecuánime es maynez,definitivamente xochitl actúa más por instinto de agredir y no con la cabeza,claudia creo que no aporto nada nuevo,y maynez tiene coherencia y más ideas claras.",1,1,0,-1,-1
2,unotv,silviaperez578,28/04/2024,"Xochitl sigue con lo mismo del primer debate, solamente atacar, atacar y atacar, no hay propuestas reales  por parte de ella",12,"xochitl sigue con lo mismo del primer debate,solamente atacar,atacar y atacar,no hay propuestas reales por parte de ella",0,0,0,-1,21
2,unotv,marianaolvera8969,28/04/2024,No que xochil no es militante de ningún partido,13,no que xochitl no es militante de ningún partido,0,0,0,-1,-1
2,unotv,DonChui00,28/04/2024,...,0,...,0,0,1,0,0
2,unotv,MasterAttitude96,28/04/2024,"Ni a cual irle, debate de risa.",6,"ni a cual irle,debate de risa.",-1,-1,0,-1,0
2,unotv,slopezemar9405,28/04/2024,Por qué permitieron que xochitl usara chicharo en el debate?  En el minuto 39:55 en la participación de esa señora se ve claramente el cable del chicharo.,8,por qué permitieron que xochitl usara chicharo en el debate?en el minuto 39:55 en la participación de esa señora se ve claramente el cable del chicharo.,0,0,0,-1,-1
2,unotv,carinazarate2033,28/04/2024,"Que grosera es Xóchilt, poca educación.",6,"que grosera es xochitl,poca educación.",0,0,0,-1,-1
2,unotv,jonathanloerajacobo1084,28/04/2024,"xochitl, a dónde vas con esa agua contaminada, en torreon coahuila el agua está igual y está gobernado por tu partido",4,"xochitl,a dónde vas con esa agua contaminada,en torreon coahuila el agua está igual y está gobernado por tu partido",0,0,0,-1,0
2,unotv,camilo1720,28/04/2024,"A xochitl le dijieron que el día que pueda pronunciar la erre, le darán la presidencia",9,"a xochitl le dijieron que el día que pueda pronunciar la erre,le darán la presidencia",0,0,0,-1,3
2,unotv,MMCazariN,28/04/2024,Ese Maynez está más preparado que la Cochil.,3,ese maynez está más preparado que la xochitl.,0,1,0,0,0
2,unotv,limonferrercuin5179,28/04/2024,"Malecho que la señora Xochitl esté muequeando, hablando o enseñando sus gráficas fuera de sus tiempos, que mal que no pongan orden al momento, le gusta decir ""verdades"" pero le duele escuchar aciertos, resultados del actual gobierno y comienza con sus niñerias",4,"malecho que la señora xochitl esté muequeando,hablando o enseñando sus gráficas fuera de sus tiempos,que mal que no pongan orden al momento,le gusta decir""verdades""pero le duele escuchar aciertos,resultados del actual gobierno y comienza con sus niñerias",0,0,0,-1,-1
2,unotv,user-wc2vt9ef1g,28/04/2024,"Claudia habla de mejorar las pensiones cuando fue  jefa de gobierno mando a los granaderos   a callar a un grupo de adultos mayores de la CDMX cuando estos reclamaban  el retraso de más de un año  en sus pensiones puso a un tipo en el sindicato del único para quitarles más  derechos  a  los trabajadores, de la CDMX es  capaz de todo  con tal de no dañar tu imagen.",2,"claudia habla de mejorar las pensiones cuando fue jefa de gobierno mando a los granaderos a callar a un grupo de adultos mayores de la cdmx cuando estos reclamaban el retraso de más de un año en sus pensiones puso a un tipo en el sindicato del único para quitarles más derechos a los trabajadores,de la cdmx es capaz de todo con tal de no dañar tu imagen.",-1,0,0,0,35
2,unotv,lucianomartinezleyva3845,28/04/2024,"Claudia vamos por todo no t preocupes todo Monterrey, Gpe, y yo estamos con morena",32,"claudia vamos por todo no t preocupes todo monterrey,gpe,y yo estamos con morena",1,0,0,0,8
2,unotv,DaniaReyes-bo2hk,28/04/2024,"Yo sin duda voto x xochil el pasado si apoyo el presente solo me ha dejado más pobre a mi y a mi familia x mi marido gana $1500 a la samana x es campecino pero al entrar al la tienda diconsa que según es tienda de gobierno salgo sin nada el maíz casi a 7.50, el aceite 50,el frijol 24,detergente 40,azucar 30, se alza el cueyo qué subió el salario morena pero no dice que subió toda la canasta básica al doble",6,"yo sin duda voto por xochitl el pasado si apoyo el presente solo me ha dejado más pobre a mi y a mi familia por mi marido gana$1500 a la samana por es campecino pero al entrar al la tienda diconsa que según es tienda de gobierno salgo sin nada el maíz casi a 7.50,el aceite 50,el frijol 24,detergente 40,azucar 30,se alza el cueyo qué subió el salario morena pero no dice que subió toda la canasta básica al doble",-1,0,0,-1,13
2,unotv,user-gh5uo1ub6z,28/04/2024,"Bien le dijo chochil a doriga q no le iba hacer caso a las preguntas de los dirigentes del debate y si lo cumplio gracias doriga por decirle q hacer en el debate poreso se vio tan deplorable y tan fuera de contexto, y  nada de propuestas para el pueblo, bueno ay cheqen mi gente inteligente",4,"bien le dijo xochitl a doriga que no le iba hacer caso a las preguntas de los dirigentes del debate y si lo cumplio gracias doriga por decirle que hacer en el debate poreso se vio tan deplorable y tan fuera de contexto,y nada de propuestas para el pueblo,bueno ay cheqen mi gente inteligente",0,0,0,-1,-1
2,unotv,infinit791,28/04/2024,"La verdad que flojera me da la botarga, puras mentiras y asta se las cre sola, lastima de tiempo que tiene en el debate, no hay nada de propuestas, solo puras mentiras por qué no Abla de los 70 años que gobernó sus partidos del prian no ayudaron antes menos ahora",5,"la verdad que flojera me da la botarga,puras mentiras y hasta se las creé sola,lastima de tiempo que tiene en el debate,no hay nada de propuestas,solo puras mentiras por qué no habla de los 70 años que gobernó sus partidos del prian representado por xochitl no ayudaron antes menos ahora",0,0,0,-1,30
2,unotv,limonferrercuin5179,28/04/2024,"Soy de Jalisco y mentira que en mi estado hubo logros empresariales. Esta estancado Jalisco, nos lleva por mucho ya Monterrey todo por el Alfaro sus inconformidades con el actual gobierno que le cerro las puertas a dar apoyo al Estado",4,"soy de jalisco y mentira que en mi estado hubo logros empresariales.esta estancado jalisco,nos lleva por mucho ya monterrey todo por el alfaro sus inconformidades con el actual gobierno que le cerro las puertas a dar apoyo al estado",-1,-1,0,-1,23
2,unotv,hectorrizo1645,28/04/2024,"la corcholata solo fue a defender al patron,",5,"la corcholata solo fue a defender al patron,",0,0,0,-1,-1
2,unotv,-joseantonio-6518,28/04/2024,1:21:30 ggggggggg,1,1:21:30 ggggggggg,0,0,1,0,5
2,unotv,albertolorenzo5635,28/04/2024,Las preguntas de los ciudadanos se fueron de sabático cariño,4,las preguntas de los ciudadanos se fueron de sabático cariño,-1,-1,-1,0,6
2,unotv,judithpriske2747,28/04/2024,"Claudia vuelve a ganar.  Maine’s me sorprendió positivamente xochitl se enfocó a atacar y no a contestar.  Lógico le dictaron a xochitl, se notó que no podía moverse con normalidad.",13,"claudia vuelve a ganar.maynez’s me sorprendió positivamente xochitl se enfocó a atacar y no a contestar.lógico le dictaron a xochitl,se notó que no podía moverse con normalidad.",1,1,0,-1,-1
2,unotv,ismaelleal1290,28/04/2024,Hicieron unos chavos  una encuesta aleatoria a la poblacion y  la sorpresa fue que maynez la gano  y maynez  hace mucha campaña con los jovenes  y son aproximadamente 25 millones de jovenes  las  señoras candidatas  se pueden llevar una sorpresa,1,hicieron unos chavos una encuesta aleatoria a la poblacion y la sorpresa fue que maynez la gano y maynez hace mucha campaña con los jovenes y son aproximadamente 25 millones de jovenes las señoras candidatas se pueden llevar una sorpresa,0,1,0,0,-1
2,unotv,CarlosRios-vs8sr,28/04/2024,POBREANALFABETA LA XOCHITL,3,pobreanalfabeta la xochitl,0,0,0,-1,0
2,unotv,jeikotrodriguez,28/04/2024,Alguien q pregunte cómo le van hacer para bajar los precios de las verduras como el tomate la cebolla y entre otras e.t.c y también las tortillas ya q en otras ciudades y pueblos llegan a estar muy caros,2,alguien que pregunte cómo le van hacer para bajar los precios de las verduras como el tomate la cebolla y entre otras e.t.c y también las tortillas ya que en otras ciudades y pueblos llegan a estar muy caros,0,0,-1,0,-1
2,unotv,MECHA_GODZILLA-FINO,28/04/2024,ª,0,ª,0,0,0,0,0
2,unotv,leonorpasos2934,28/04/2024,La verdad contienda esta entre claudia y maynez la otra solo es un adorno,8,la verdad contienda esta entre claudia y maynez la otra solo es un adorno,1,1,0,0,9
2,unotv,THE_YAYO,28/04/2024,2:27:29  Por qué censuran a Maynes !????? !!,7,2:27:29 por qué censuran a maynez!?????!!,0,1,0,0,5
2,unotv,manuelbelmont5927,28/04/2024,Jajaja como voy a votar por alguien que llora por una calaca chida?,3,jajaja como voy a votar por alguien que llora por una calaca chida?,0,0,-1,-1,2
2,unotv,alvaroherdez4998,28/04/2024,Al pueblo su circo como le hacían los romanos,4,al pueblo su circo como le hacían los romanos,0,0,-1,0,0
2,unotv,AliciaGarcia-ue1oe,28/04/2024,Claudia presidenta,37,claudia presidenta,1,0,0,0,14
2,unotv,CarlosSanchez-oh2fm,28/04/2024,Mainez miente. En Jalisco hay empleos pero mal pagados y con pocas prestaciones. La gente trabaja porque necesita hacerlo no porque ellos tengan un modelo ejemplar.,1,maynez miente.en jalisco hay empleos pero mal pagados y con pocas prestaciones.la gente trabaja porque necesita hacerlo no porque ellos tengan un modelo ejemplar.,-1,-1,0,0,13
2,unotv,carinazarate2033,28/04/2024,La candidata de las mentiras es Xóchilt.,3,la candidata de las mentiras es xochitl.,0,0,0,-1,9
2,unotv,JoseTorres-ih6xi,28/04/2024,"Esperaba ver propuestas de los 3 candidatos  ,pero nadams existieron 2 candidatos dando sua propuestas ,,,que lamentable por xochitl  que nadmas se la paso atacando en lugar de dar sus propuestas",1,"esperaba ver propuestas de los 3 candidatos,pero nadams existieron 2 candidatos dando sus propuestas,,,que lamentable por xochitl que nadmas se la paso atacando en lugar de dar sus propuestas",-1,-1,0,-1,-1
2,unotv,Suri_0512,28/04/2024,46:10 me quede,3,46:10 me quede,0,0,1,0,5
2,unotv,luzelenafrancoruiz4475,28/04/2024,"No se por quien votar, pero Claudia es la única que se ve preparada, aunque su partido no me gusta.",8,"no se por quien votar,pero claudia es la única que se ve preparada,aunque su partido no me gusta.",1,0,0,0,-1
2,unotv,eduardomonrroy8446,28/04/2024,No tiren su voto con Maynez o volverá a ganar morena,6,no tiren su voto con maynez o volverá a ganar morena,-1,1,0,0,-1
2,unotv,lourdesguillen4002,28/04/2024,"Con Claudia sera lo mismo, de abrazos y no balazos!! Tremendo comentario de este presidente! Esta mujer es una marioneta de el. Y tal vez va a ser peor! Yo en serio estaba superfeliz cuando este hombre gano.  Pero, que decepcion!",7,"con claudia sera lo mismo,de abrazos y no balazos!!tremendo comentario de este presidente!esta mujer es una marioneta de el.y tal vez va a hacer peor!yo en serio estaba superfeliz cuando este hombre gano.pero,que decepcion!",-1,-1,0,0,4
2,unotv,daiigh9760,28/04/2024,"""¿Pog qué?""",0,"""¿pog qué?""",0,-1,-1,-1,-1
2,unotv,chuy-vh6qi,28/04/2024,Creo que es una falta de respeto y que la dejen sacar cartocitos como el de miente,6,creo que es una falta de respeto y que la dejen sacar cartocitos como el de miente,0,-1,-1,0,10
2,unotv,user-ji7ew1jo7s,28/04/2024,"Me gustaría saber algunas cosas de cada partido de lo que no se habla durante el debate  Xochitl Gálvez: porque no hicieron todo lo que hablan en tantos años que duró sus partidos en el gobierno  Claudia sheinbaun: porque el presidente actual decreto una ley donde si mi casa tiene 7 habitaciones y solo vivimos tres personas en ella me veré obligado a donar parte de mi casa a gente desconocida sin cobrarles renta ??  Mainnes : el representante de su partido en Guadalajara dejo a mucha gente sin trabajo en Guadalajara, cuando les quitó sus puestos en la zona centro y cuando pasaba algo en México siempre coincidía con sus viajes al extranjero y eso qun es un misterio",1,"me gustaría saber algunas cosas de cada partido de lo que no se habla durante el debate xochitl galvez:porque no hicieron todo lo que hablan en tantos años que duró sus partidos en el gobierno claudia sheinbaum:porque el presidente actual decreto una ley donde si mi casa tiene 7 habitaciones y solo vivimos tres personas en ella me veré obligado a donar parte de mi casa a gente desconocida sin cobrarles renta??maynez:el representante de su partido en guadalajara dejo a mucha gente sin trabajo en guadalajara,cuando les quitó sus puestos en la zona centro y cuando pasaba algo en méxico siempre coincidía con sus viajes al extranjero y eso que es un misterio",-1,-1,0,-1,1
2,unotv,mirnabracamonteshernandez6681,28/04/2024,Quisiera saber en que gasolinera donde dice que no ha subidp la gasolina,1,quisiera saber en que gasolinera donde dice que no ha subidp la gasolina,0,0,-1,0,-1
2,unotv,user-if9yr6uw6n,28/04/2024,"Prometer no empobrece  Les aviso las empresas pagan los salarios  Lsa pensiones del IMSS de 3,000 mensuales tengo 62 años un chico con autismo de 26 años me dedique a cuidar de mi abuelita y ahora de mi madre con demencia y su esposo enfermo y no puedo trabajar por eso y no recibo ayuda del gobierno porque no cumplo la edad y el dinero que reciben mis viejitos es de ellos y que lo disfruten como quieran  Estos señores no conocen el costo de vida xochitl tu decías que contratáramos seguro de gastos médicos que a ti te costaba 170,000 mensuales y que si nos uniéramos entre varias personas tal vez podríamos contratarlos por 50,000  Claudia el pueblo sufre con la delicuescencia y ustedes voltean a otro lado Maynez vuelvo a decirte prometer no empobrece",0,"prometer no empobrece les aviso las empresas pagan los salarios las pensiones del IMSS de 3,000 mensuales tengo 62 años un chico con autismo de 26 años me dedique a cuidar de mi abuelita y ahora de mi madre con demencia y su esposo enfermo y no puedo trabajar por eso y no recibo ayuda del gobierno porque no cumplo la edad y el dinero que reciben mis viejitos es de ellos y que lo disfruten como quieran estos señores no conocen el costo de vida xochitl tu decías que contratáramos seguro de gastos médicos que a ti te costaba 170,000 mensuales y que si nos uniéramos entre varias personas tal vez podríamos contratarlos por 50,000 claudia el pueblo sufre con la delicuescencia y ustedes voltean a otro lado maynez vuelvo a decirte prometer no empobrece",-1,-1,0,-1,35
2,unotv,RICAPERRO1,28/04/2024,Cualquiera que gane menos la Xochitl jajaja,2,cualquiera que gane menos la xochitl jajaja,0,0,0,-1,0
2,unotv,ivanrayon19,28/04/2024,maynez mi respeto al aguantar tanto show!,1,maynez mi respeto al aguantar tanto show!,0,1,0,0,-1
2,unotv,catalinapriscilianoavilez4464,28/04/2024,Arriba de los sembrando vida gracias al gobierno de México es el mejor programa,0,arriba de los sembrando vida gracias al gobierno de méxico es el mejor programa,1,0,1,0,1
2,unotv,evapacheco6136,28/04/2024,A esa mujer Xochitl ya se le olvidó que los del PRI siempre pidieron dinero prestado para cualquier situación que tuviera este hermoso país. La señora de las mentiras y difamadora es ella Xochitl Gálvez,6,a esa mujer xochitl ya se le olvidó que los del pri representado por xochitl siempre pidieron dinero prestado para cualquier situación que tuviera este hermoso país.la señora de las mentiras y difamadora es ella xochitl galvez,0,0,0,-1,10
2,unotv,jeikotrodriguez,28/04/2024,Pelea mucho la sochil jejeje pues esperemos q el q gane si cumpla todo,7,pelea mucho la xochitl jejeje pues esperemos que el que gane si cumpla todo,0,0,0,-1,-1
2,unotv,EfrainHuenchuman-ej4ib,28/04/2024,Mexicanos escuchen Voten bien y sepan Elegir Bien,1,mexicanos escuchen voten bien y sepan elegir bien,0,1,-1,0,1
2,unotv,Suri_0512,28/04/2024,34:37 comienza,3,34:37 comienza,0,0,1,0,5
2,unotv,susanaalonso789,28/04/2024,"Por favor, en el tercer debate, que haya propuestas claras y contundentes, eviten la violencia en todas sus formas. A estas alturas ya sabemos quién es quién!!",0,"por favor,en el tercer debate,que haya propuestas claras y contundentes,eviten la violencia en todas sus formas.a estas alturas ya sabemos quién es quién!!",-1,-1,0,0,-1
2,unotv,adrianamayorga3475,28/04/2024,En Jalisco está peor con los narcos,3,en jalisco está peor con los narcotraficantes,-1,-1,0,-1,26
2,unotv,OTHTDK,28/04/2024,...Ahora entiendo el chisme que se dice que Maynez puede rebasar a Gálvez,0,...ahora entiendo el chisme que se dice que maynez puede rebasar a galvez,0,1,0,0,0
2,unotv,teresitacastellanos4919,28/04/2024,Ese lema q primero los pobres fue d Calderón,3,ese lema que primero los pobres fue d calderón,0,-1,0,-1,0
2,unotv,IbukijazAnimerLol,28/04/2024,¿Que pasó en AICM?  me llamo la atención lo que dijo la Xochitl no se a que se refiere.,0,¿que pasó en aicm?me llamo la atención lo que dijo la xochitl no se a que se refiere.,0,0,0,-1,0
2,unotv,chemonflakes,28/04/2024,puras mentiras todos jajaja,5,puras mentiras todos jajaja,-1,-1,0,-1,9
