num_debate,canal,username,fecha,comentario,num_likes,comentario_editado,Claudia,Maynez,Ninguno,Xóchitl,topic
3,heraldoDeMexico,florvelazques6696,19/05/2024,Pero yo no entiendo por qué dicen que México está mejor en todos los sentidos si lo estamos viviendo Claudia está proponiendo muchas cosas pero no entiendo si está en el actual gobierno por qué no lo puso en práctica,8,pero yo no entiendo por qué dicen que méxico está mejor en todos los sentidos si lo estamos viviendo claudia está proponiendo muchas cosas pero no entiendo si está en el actual gobierno por qué no lo puso en práctica,1,0,0,0,1
3,heraldoDeMexico,jesusgarciapatistan1976,19/05/2024,Cuál programa social si al contrario les quitaron y disminuyendo las becas. A apoyaron más a los que no estudian ni trabajan.,12,cuál programa social si al contrario les quitaron y disminuyendo las becas.a apoyaron más a los que no estudian ni trabajan.,-1,0,0,0,-1
3,heraldoDeMexico,eddlaloramgood8555,19/05/2024,Claudia No necesita debate voy a votar por ella y el partido morena,55,claudia no necesita debate voy a votar por ella y el partido morena,1,0,0,0,-1
3,heraldoDeMexico,user-dg6qo8rm9h,19/05/2024,"pregunta: Porqué al mensaje primero de maynez le cortan cuando habla de morena y dejan lo del prian? Oigan, no soy partidario de MC pero que mal dejan a Morena como si ellos sensuraran cuando hablan mal de ellos, hayan sido o no. hay que ser parejos. no a la guerra sucia",3,"pregunta:porqué al mensaje primero de maynez le cortan cuando habla de morena y dejan lo del prian representado por xochitl?oigan,no soy partidario de Movimiento Ciudadano pero que mal dejan a morena como si ellos sensuraran cuando hablan mal de ellos,hayan sido o no.hay que hacer parejos.no a la guerra sucia",-1,-1,0,-1,-1
3,heraldoDeMexico,mariaisabelsanchezrosado2409,19/05/2024,Se la pasa tirandole a Claudia d.la abundancia d su corazón habla su bocota,24,se la pasa tirandole a claudia d.la abundancia d su corazón habla su bocota,1,0,0,0,-1
3,heraldoDeMexico,mildrethdegollado826,19/05/2024,Muuuuuyy bien maynez ..eso es algo que ayude a esas personas trastornadas ... Que están mal para solucionar un poco el femenicidio las violacoones y mas,11,muuuuuyy bien maynez..eso es algo que ayude a esas personas trastornadas...que están mal para solucionar un poco el femenicidio las violacoones y más,0,1,0,0,0
3,heraldoDeMexico,almacatolica5304,19/05/2024,"El salario mínimo actual no alcanza, pero no bajan los precios, y suben más rápido que nunca.",16,"el salario mínimo actual no alcanza,pero no bajan los precios,y suben más rápido que nunca.",-1,0,0,0,13
3,heraldoDeMexico,user-lw5rh9vp1u,19/05/2024,"Porque el ine le permite a la señora xochitl poner ese letrero??? Si esta libre de culpa, que arroje la primera piedra! Arriba morena Claudia para presidenta",7,"porque el ine le permite a la señora xochitl poner ese letrero???si esta libre de culpa,que arroje la primera piedra!arriba morena claudia para presidenta",1,0,0,-1,4
3,heraldoDeMexico,nereydalopez6332,19/05/2024,"Jajajajjajaja se mamo la Xóchilt se colgó del mitin marea rosa del INE jajajjaj y dice que es el movimiento de ella el de fuerza rosa....se mamo no manches el desespero político de la señora Xóchilt jajjajajjaja se pasó de lanza y ese movimiento lo registro ella el año pasado, y dice que es el movimiento de ella pobrecita mi vidaaaaa.",3,"jajajajjajaja se mama la xochitl se colgó del mitin marea rosa del ine jajajjaj y dice que es el movimiento de ella el de fuerza rosa....se mama no manches el desespero político de la señora xochitl jajjajajjaja se pasó de lanza y ese movimiento lo registro ella el año pasado,y dice que es el movimiento de ella pobrecita mi vidaaaaa.",0,0,0,-1,0
3,heraldoDeMexico,marinamerino5905,19/05/2024,"Que ha hecho xochitl a favor del pueblo, antes de pararse ahí, sólo para señalar.....ya siéntese señora y al otro que lo avala ???   par de improvisados",4,"que ha hecho xochitl a favor del pueblo,antes de pararse ahí,sólo para señalar.....ya siéntese señora y al otro que lo avala???par de improvisados",0,0,0,-1,0
3,heraldoDeMexico,AngelGabriel-my7pt,19/05/2024,,1,tira tus cartonsitos,0,-1,-1,0,0
3,heraldoDeMexico,user-yo5nf4vt7t,19/05/2024,Tira tus cartonsitos,0,"el PRIANRD representado por xochitl escogió a la más brutal para representarlos,ni un vota para usted para que desaparezcan de la política,a vender gelatinas",0,0,0,-1,2
3,heraldoDeMexico,franciscocmartinez8025,19/05/2024,"El pripanprd escogió a la más brutal para representarlos,  ni un vota para ud para que desaparezcan de la política, a vender gelatinas",2,como se pelean por los programas sociales el maynez y la xochitl.cuando sus partidos siempre criticaron todo de amlo incluido los programas sociales.,-1,-1,0,-1,-1
3,heraldoDeMexico,mariapolett5077,19/05/2024,Como se pelean  por los programas sociales el Maynez y la xochitl. Cuando sus partidos siempre criticaron todo de AMLO incluido los programas sociales.,4,los programas sociales los puso morena,-1,0,0,0,-1
3,heraldoDeMexico,lety2522,19/05/2024,Los programas sociales los puso MORENA,15,"duplicaron el número de médicos especialistas preparándolos en hospitales que no tienen el nivel de pacientes y equipo necesario para entrenar de manera óptima a esos médicos,hay 8 residentes de anestesia en clínicas que sólo tienen 2 quirófanos,solo buscan colapsar el sistema de salud para disminuir salarios por exceso de médicos sin trabajo y mal preparados",-1,0,-1,0,25
3,heraldoDeMexico,GeekssTV,19/05/2024,"Duplicaron el número de médicos especialistas preparándolos en hospitales que no tienen el nivel de pacientes y equipo necesario para entrenar de manera óptima a esos médicos, hay 8 residentes de anestesia en clínicas que sólo tienen 2 quirófanos, solo buscan colapsar el sistema de salud para disminuir salarios por exceso de médicos sin trabajo y mal preparados",2,"a lo mejor anabel hernández es una periodista seria,la conocemos como novelista,cuando haga un trabajo periodístico serio podremos evaluarla todos.",1,1,0,0,29
3,heraldoDeMexico,adrianalinares7042,19/05/2024,"A lo mejor Anabel Hernández es una periodista seria, la conocemos como novelista, cuando haga un trabajo periodístico serio podremos evaluarla todos.",2,"13:53 no hace falta más viviendas,sigue habiendo demasiadas vacías.no hace falta regalar más dinero a la industria inmobiliaria para que siga construyendo y quitando espacio.hace falta meter presión a la industria para cumplir con una vivienda digna y alcanzable para los jóvenes y los mayores,porque la vivienda no es un negocio;es un derecho.me niego rotundamente a que el dinero que trabajamos se vaya a los bolsillos de aquellos que rebosan en fortuna.",-1,0,-1,0,-1
3,heraldoDeMexico,abrilreyesnicolas9688,19/05/2024,"13:53  no hace falta más viviendas, sigue habiendo demasiadas vacías. No hace falta regalar más dinero a la industria inmobiliaria para que siga construyendo y quitando espacio. Hace falta meter presión a la industria para cumplir con una vivienda digna y alcanzable para los jóvenes y los mayores, porque la vivienda no es un negocio; es un derecho.  Me niego rotundamente a que el dinero que trabajamos se vaya a los bolsillos de aquellos que rebosan en fortuna.",5,xochitl ya no sabes ni que decir sigue de cínica y traicionera a nuestra patria de méxico lindo y querido.que siga morena porque es la única que a ayudado a el pueblo,1,0,0,-1,-1
3,heraldoDeMexico,jesusgabrielguadarramaroci9672,19/05/2024,Xochil ya no sabes ni que decir sigue de cínica y traicionera a nuestra patria de México lindo y querido. Que siga morena porque es la única que a ayudado a el pueblo,14,"yo no soy de méxico,apenas entré a ver por curiosidad pero en serio la señora galvez solo se dedica a atacar en lugar de ganar tiempo explicando sus propuestas,que mala estrategia la que tiene",0,0,0,-1,38
3,heraldoDeMexico,gabrieladelgado2923,19/05/2024,"Yo no soy de México,apenas entré a ver por curiosidad pero en serio la señora Galvez solo se dedica a atacar en lugar de ganar tiempo explicando sus propuestas, que mala estrategia la que tiene",0,pobre xochitl cada vez que miente se ahorca más no tiene autoridad moral en lo más mínimo que se creen que la gente que si está recibiendo esos apoyos simplemente no les va a creer esta señora es muy buena para mentir pero que bueno que eres candidata por que no eres competencia,0,0,0,-1,30
3,heraldoDeMexico,Cronox37,19/05/2024,Pobre xochilt cada vez que miente se ahorca más no tiene autoridad moral en lo más mínimo que se creen que la gente que si está recibiendo esos apoyos simplemente no les va a creer esta señora es muy buena para mentir pero que bueno que eres candidata por que no eres competencia,3,"siempre le voté al PAN,sin embargo esta vez voy a darle mi voto a claudia;me parece más preparada e inteligente.",1,0,0,-1,2
3,heraldoDeMexico,LuisPaz-xv2ky,19/05/2024,"Siempre le voté al PAN, sin embargo esta vez voy a darle mi voto a Claudia; me parece más preparada e inteligente.",2,me da tanto coraje ver como los 3 hacen promesas tratando de pretender que somos unos idiotas cuando la verdad es que estamos viendo la realidad de todo lo que esta pasando en todo mexico y nadie a hecho no tienen los huevos para pararce y hacer el trabajo que se debe hacer,-1,-1,0,-1,1
3,heraldoDeMexico,AngelJimenez-jr7gs,19/05/2024,Me da tanto coraje ver como los 3 hacen promesas tratando de pretender que somos unos idiotas cuando la verdad esque estamos viendo la realidad de todo lo que esta pasando en todo mexico y nadie a hecho no tienen los huevos para pararce y hacer el trabajo que se debe hacer,2,maynez se desenvuelve mucho mejor que xochitl.xochitl con sus actitudes tan nefastas,0,1,0,-1,-1
3,heraldoDeMexico,per-futuraproximalider5785,19/05/2024,Maynez se desenvuelve mucho mejor que Xochitl. Xochitl con sus actitudes tan nefastas,9,pobre xochitl dice que no va quitar los programas sociales si ella misma lo dijo y luego vio o escucho su error de estrategia y cambio jajajajaa nadie te creé xochitl,0,0,0,-1,38
3,heraldoDeMexico,Cronox37,19/05/2024,Pobre xochilt dice que no va quitar los programas sociales si ella misma lo dijo y luego vio o escucho su error de estrategia y cambio JAJAJAJAA nadie te cree xochilt,2,hay choxitl como crees que en 6años andres manuel iba a limpiar el mierdero que dejaron los presidentes que defiendes estas frita con morena reyna,-1,0,0,-1,4
3,heraldoDeMexico,nenymoral9367,19/05/2024,Hay choxitl como cres que en 6años andres manuel  iba a limpiar el mierdero que dejaron los presidentes que defiendes estas frita con morena reyna,1,esa xochitl lugar que hable lo que ah hecho de sus proyectos solo habla de sus hijos del presidente y solo sabe atacar y cuando le dicen sus a xochitl y solo sabe atacar y dice mentiras esa xochitl,0,0,0,-1,3
3,heraldoDeMexico,edgardaniel3426,19/05/2024,Esa xochitl lugar que hable lo que ah hecho de sus proyectos solo habla de sus hijos del presidente y solo sabe atacar y cuando le dicen sus a xochitl y solo sabe atacar y dice mentiras esa xochitl,3,"“la economía está mejor hoy que nunca.”jajajaja ay ajá,pues de la clase media hacia abajo no se ve.",-1,0,0,0,-1
3,heraldoDeMexico,almacatolica5304,19/05/2024,"“La economía está mejor hoy que nunca.” JAJAJAJA ay ajá, pues de la clase media hacia abajo no se ve.",10,es verdad morena anda comprando votos,-1,0,0,0,2
3,heraldoDeMexico,user-hh1ze5hn4q,19/05/2024,,1,mi voto para maynez️,1,0,0,0,2
3,heraldoDeMexico,DavidMagana-es4zx,19/05/2024,,9,déjense de quien miente pero el pri representado por xochitl y el PAN ya se dieron a conocer se paro la privatización.porq terminaban con todo el país.,0,0,0,-1,15
3,heraldoDeMexico,nayelizamora3903,19/05/2024,Es verdad morena   anda comprando votos,2,"maynez wow muy buenas propuestas""estoy entre maynez y sheinbaum""porque xochitl nada de propuestas en sus tres debates""",0,1,0,0,-1
3,heraldoDeMexico,alfonsodiaz789,19/05/2024,Mi voto para maynez ️,31,"dice pura babosada la xochitl,ni una idea clara en todo el debate,increíble:(",0,0,0,-1,6
3,heraldoDeMexico,Cronox37,19/05/2024,Déjense de quien miente pero el PRI y el PAN ya se dieron a conocer se paro la privatización. porque terminaban con todo el país.,3,viva morena xochitl,1,0,0,0,0
3,heraldoDeMexico,lordmix788,19/05/2024,"Maynez wow muy buenas propuestas"" estoy entre maynez y sheinbaum"" porque Xochitl nada de propuestas en sus tres debates""",1,"los que dicen que ella es judía,que la religión,etcétera sólo les recuerdo que la religión y él estado son cosas aparte,en méxico hay una libertad de credo,libertad de culto,no todos somos católicos no todos somos cristianos,no todos somos judíos,mormones,budistas,etcétera,a dios lo que es de dios al césar lo que es del césar,la religión es cosa aparte",-1,0,-1,0,-1
3,heraldoDeMexico,RDanielEstradaR,19/05/2024,"Dice pura babosada la Chochil, ni una idea clara en todo el debate, increíble :(",5,"xochitl queremos más propuestas,no la historia de tus competidores.",0,0,0,-1,33
3,heraldoDeMexico,angelicaescamilla9814,19/05/2024,Viva morena cochitl,7,xochitl la senora de las mentiras,0,0,0,-1,9
3,heraldoDeMexico,MariaElenaMorenoVenegas,19/05/2024,"Los que dicen que ella es judía, que la religión, etcétera sólo les recuerdo que la religión y él estado son cosas aparte, en México hay una libertad de credo, libertad de culto, no todos somos católicos no todos somos cristianos, no todos somos judíos, mormones, budistas, etcétera, a Dios lo que es de Dios al César lo que es del César, la religión rs cosa aparte",4,"no tiene propuestas xochitl,nada más ataca,es desde ninos ponerles más atencion",0,0,0,-1,21
3,heraldoDeMexico,alejandramejia743,19/05/2024,"Xochitl queremos más propuestas, no la historia de tus competidores.",4,"si lo que dice xochitl es que con morena estamos mal,con el gobierno pasado estaríamos un 70%peor y si nos gobernará ella estaríamos un 80%peor o más",1,0,0,-1,23
3,heraldoDeMexico,patriciamartinez6257,19/05/2024,Xochitl la senora de las mentiras,6,a ver maynez es xochitl no es felipe calderón no enrique peña,0,-1,0,-1,-1
3,heraldoDeMexico,patriciamartinez6257,19/05/2024,"No tiene propuestas Xochitl, nada mas ataca , es desde ninos ponerles mas atencion",7,de que sirve que aumente el salario si los precios de la canasta básica se fue al doble.,-1,0,0,0,13
3,heraldoDeMexico,AlfonsoRangel-pv4vj,19/05/2024,"Si lo que dice xochitl es que con morena estamos mal, con el gobierno pasado estaríamos un 70% peor y si nos gobernará ella estaríamos un 80% peor o más",1,"garcia luna esta en la carcel dice la botarga!!pero su hermana tambien x secuestradora que no se le olvide a xochitl botarga,cómo va a combatir a la delincuencia si vive con ella",0,0,0,-1,11
3,heraldoDeMexico,rosamarquez8502,19/05/2024,Aver Maynez es xochitl no es Felipe Calderón no Enrique Peña,0,edta señora solo ataca a claudia por que sabe que ella va a ganar,1,0,0,0,10
3,heraldoDeMexico,jesusgarciapatistan1976,19/05/2024,De que sirve que aumente el salario si los precios de la canasta básica se fue al doble.,7,"médicos especialistas,pero cubanos",0,0,-1,0,25
3,heraldoDeMexico,noramena8287,19/05/2024,"Garcia luna esta en la carcel dice ka botarga !! Pero su hermana tambien x secuestradora q no se le olvide a Chochil botarga , cómo va a combatir a la delincuencia si vive con ella",0,con morena,1,0,0,0,-1
3,heraldoDeMexico,angelicaescamilla9814,19/05/2024,Edta señora solo ataca a Claudia por que sabe que ella va a ganar,13,porque clauda como que quiere reirse jaja,-1,0,0,0,0
3,heraldoDeMexico,almacatolica5304,19/05/2024,"Médicos especialistas, pero CUBANOS",3,"doña xochitl sueña con claudia,no propone nada,pero como sale a doña xochitl denostar y a sacar sus acusaciones sin pruebas...morena va a la presidencia",1,0,0,-1,4
3,heraldoDeMexico,rosamarialeijagarcia530,19/05/2024,Con morena,6,"esa señora xochitl solo se dedica hablando puras in coherencias y atacando a diestra y siniestra.parece que está en el mercado.todos atacando a claudia,gracias a esta candidata estan consiguiendo su porcentaje de votantes.",1,0,0,-1,-1
3,heraldoDeMexico,-AnaXd,19/05/2024,porque clauda como que quiere reirse jaja,1,xochitl el seguro popular solo servia para llenar papeles y que las personas que nos atendieron en el archivo.fueran déspotas,0,0,0,-1,-1
3,heraldoDeMexico,DIZZY1993TJS,19/05/2024,,4,pues sé que muchos de las ciudades grandes no han visto mejora.pero estoy tan orgullosa de lo mucho que se ha ayudado a las comunidades más pobres y pequeñas.gente que trabaja duro bajo el sol por poquititas monedas.estoy feliz de ver que el dinero circula cuando fuera del país la inflación acabó con muchos.hay cosas que mejorar pero agradezco lo que morena hizo por la gente fuera de las grandes ciudades.,-1,0,0,0,-1
3,heraldoDeMexico,migdaliapena2457,19/05/2024,"doña xochitlsueña con Claudia, no propone nada, pero como sale a doña xochitldenostar y a sacar sus acusaciones sin pruebas...MORENA VA A LA PRESIDENCIA",2,esta muy mal el audio de este video les recomiendo verlo en otro canal,-1,-1,-1,0,27
3,heraldoDeMexico,user-wf7uw6mh9m,19/05/2024,"Esa señora pochil solo se dedica hablando puras in coherencias y atacando a diestra y siniestra. Parece que está en el mercado. Todos atacando a Claudia, gracias a esta candidata estan consiguiendo su porcentaje de votantes.",0,nadie lo dira y nadie lo aceptará pero xochitl voltea a ver a claudia con ojos de admiración,1,0,0,-1,0
3,heraldoDeMexico,jesusgabrielguadarramaroci9672,19/05/2024,Xochil el seguro popular solo servia para llenar papeles y que las personas que nos atendieron en el archivo. Fueran déspotas,2,maynez presidente,0,1,0,0,14
3,heraldoDeMexico,andreainiguez1566,19/05/2024,Pues sé que muchos de las ciudades grandes no han visto mejora. Pero estoy tan orgullosa de lo mucho que se ha ayudado a las comunidades más pobres y pequeñas. Gente que trabaja duro bajo el sol por poquititas monedas. Estoy feliz de ver que el dinero circula cuando fuera del país la inflación acabó con muchos. Hay cosas que mejorar pero agradezco lo que morena hizo por la gente fuera de las grandes ciudades.,2,deberían proponer pero mejor bajar el impuesto sobre la renta al salario mejor,-1,0,-1,0,13
3,heraldoDeMexico,jorgevp16,19/05/2024,Esta muy mal el audio de este video les recomiendo verlo en otro canal,0,la xochitl solo se dedica a atacar y no a proponer buenas obras es claro que esta dando patadas de aogado,0,0,0,-1,-1
3,heraldoDeMexico,Somek-one,19/05/2024,Nadie lo dira y nadie lo aceptará  Pero Xochitl voltea a ver a Claudia con ojos de admiración,1,"yo quiero cambiar las reglas,quiero que estos tres sean los presidentes de mexico.cada uno representa los intereses de los millones a su favor.mexico necesita unificarse,necesita transformar a los corruptos en personas correctas.necesitamos entendernos y dejar de calificarnos y juzgarnos.si no nos ponemos de acuerdo,como podremos construir un puente en donde podamos pasar sin miedo?",-1,-1,0,-1,1
3,heraldoDeMexico,chuy3412,19/05/2024,Maynes presidente,2,"ni modo que claudia mueva el sol,hay xochitl",-1,0,0,-1,-1
3,heraldoDeMexico,angelgarrido5032,19/05/2024,Deberían proponer pero mejor bajar el ISR al salario mejor,5,es importante saber,0,0,1,0,-1
3,heraldoDeMexico,armidaoctavohernandez,19/05/2024,La xochi solo se dedica a atacar y no a proponer buenas obras es claro k esta dando patadas de aogado,4,no tengo palabras,-1,-1,-1,0,-1
3,heraldoDeMexico,mgmoulds5465,19/05/2024,"YO QUIERO CAMBIAR LAS REGLAS, QUIERO QUE ESTOS TRES SEAN LOS PRESIDENTES DE MEXICO.  CADA UNO REPRESENTA LOS INTERESES DE LOS MILLONES A SU FAVOR. MEXICO NECESITA UNIFICARSE, NECESITA TRANSFORMAR A LOS CORRUPTOS EN PERSONAS CORRECTAS. NECESITAMOS ENTENDERNOS Y DEJAR DE CALIFICARNOS Y JUZGARNOS. SI NO NOS PONEMOS DE ACUERDO, COMO PODREMOS CONSTRUIR UN PUENTE EN DONDE PODAMOS PASAR SIN MIEDO?",0,"claudia sheinbaum para presidenta,claudia pedire a dios por ti para que quedes como presidenta y por todos los de morena dios es el único que escoge a la persona adecuada que tiene que ver por el bienestar de nuestro país y de nuestro pueblo que viva claudia sheinbaum para presidenta claudia pedire a dios por ti para que si quedes como presidenta y yo se que si seras buena presidenta",1,0,0,0,3
3,heraldoDeMexico,lety2522,19/05/2024,"Ni modo que Claudia mueva el Sol, hay Chochil",2,faltó el cómo van a combatir la gentrificación,-1,0,-1,0,-1
3,heraldoDeMexico,rosamarquez8502,19/05/2024,Es importante saber,0,"xochitl.solo se la pasa atacando.debería tener más respeto,a mi humilde punto de vista parese que esta muy dolida.dios sea quien tome el control de todo,por el bien de nuestro pais",0,0,0,-1,10
3,heraldoDeMexico,user-cn4et7tz9s,19/05/2024,No tengo palabras,0,maynez con su sonrisa fingida y a la vez de menso.,0,1,0,0,-1
3,heraldoDeMexico,cinthyamarcelaascencioarro2735,19/05/2024,"CLAUDIA SHEINBAUN PARA PRESIDENTA, CLAUDIA PEDIRE A DIOS POR TI PARA  QUE QUEDES COMO PRESIDENTA Y POR TODOS LOS DE MORENA DIOS ES EL ÚNICO QUE ESCOGE A LA PERSONA ADECUADA QUE TIENE QUE VER POR EL BIENESTAR DE NUESTRO PAÍS Y DE NUESTRO PUEBLO QUE VIVA CLAUDIA SHEINBAUN PARA PRESIDENTA CLAUDIA PEDIRE A DIOS POR TI PARA QUE SI QUEDES COMO PRESIDENTA Y YO SE QUE SI SERAS BUENA PRESIDENTA",2,"maynez mentiroso,los de morena son quienes hicieron la propuesta de la jornada laboral de 40 horas.",-1,-1,0,0,-1
