num_debate,canal,username,fecha,comentario,num_likes,comentario_editado,Claudia,Maynez,Ninguno,Xóchitl,topic
1,unotv,viviendosaludable75,07/04/2024,A por cierto xochitl la bandera estaba al revés así vas a defenderla de cabeza.,1,a por cierto xochitl la bandera estaba al revés así vas a defenderla de cabeza.,0,0,0,-1,-1
1,unotv,nachomeza5217,07/04/2024,hay xochitl por que no le dices a tus amigos y jefes de campaña que no puedes estar diciendo que no hay medicinas por culpa del gobierno por que no dices que el desabastecimiento de medicinas es por culpa de la cofepris y la oligarquía de Mexico todos sabemos,7,hay xochitl por que no le dices a tus amigos y jefes de campaña que no puedes estar diciendo que no hay medicinas por culpa del gobierno por que no dices que el desabastecimiento de medicinas es por culpa de la cofepris y la oligarquía de mexico todos sabemos,0,0,0,-1,25
1,unotv,matted1809,07/04/2024,"Ptm, ni a cual irle  una lastima que solo son los títeres de los pasados gobiernos corruptos y llenos de promesas sin cumplir...",14,"puta madre,ni a cual irle una lastima que solo son los títeres de los pasados gobiernos corruptos y llenos de promesas sin cumplir...",-1,-1,0,-1,-1
1,unotv,gennilopez9279,07/04/2024,La xochil  le gritaba a Claudia así como regañandola  .y en momento dijo que le preguntaran a los muertos que ni vi o  también es chisme,2,la xochitl le gritaba a claudia así como regañandola.y en momento dijo que le preguntaran a los muertos que ni vi o también es chisme,0,0,0,-1,0
1,unotv,diiegoaguilera7435,07/04/2024,Que curioso que a xochitl no le ponen el reloj,2,que curioso que a xochitl no le ponen el reloj,0,0,0,-1,0
1,unotv,zurieljimenez704,07/04/2024,La gelatina no sabe ni que es la blockchain,6,la gelatinas no sabe ni que es la blockchain,0,0,0,-1,0
1,unotv,MarcoMZMF,07/04/2024,2:01:20 claudia le para el dedo a la guardia nacional,31,2:01:20 claudia le para el dedo a la guardia nacional,1,0,0,0,5
1,unotv,nellycatarinalopezjoachin1098,07/04/2024,Esa Xóchil hasta pena me da con sus mentiras,3,esa xochitl hasta pena me da con sus mentiras,0,0,0,-1,0
1,unotv,nydiakarolhermosillobolano5382,07/04/2024,Mentira los servicios en hospitales han mejorado muchísimo y no pagamos un solo centavo,1,mentira los servicios en hospitales han mejorado muchísimo y no pagamos un solo centavo,-1,0,-1,0,25
1,unotv,saraaguilar6256,07/04/2024,"LA DRA. CLAUDIA,  LOS APLASTÓ. A COCHIL, NO SE LE QUITARÁ LO VULGAR, Y LO  PINOCHO.",76,"la doctora.claudia,los aplastó.a xochitl,no se le quitará lo vulgar,y lo pinocha.",1,0,0,-1,-1
1,unotv,fridamendez6687,07/04/2024,Apoyen a maynez,18,apoyen a maynez,0,1,0,0,0
1,unotv,marialeticialopezserratos9479,07/04/2024,"No bueno, evidente lo tendencioso de estos comentaristas.",2,"no bueno,evidente lo tendencioso de estos comentaristas.",-1,-1,-1,-1,-1
1,unotv,luisasierra6436,07/04/2024,Así es la corrupción sigue aquí en nuestra ciudad ya le están pidiendo a los trabajadores del gobierno que entreguen copias de 10 credenciales del INE ya sea de familiares amigos o conocidos,9,así es la corrupción sigue aquí en nuestra ciudad ya le están pidiendo a los trabajadores del gobierno que entreguen copias de 10 credenciales del ine ya sea de familiares amigos o conocidos,-1,0,-1,0,15
1,unotv,cxlvsb,07/04/2024,1:00:14 los libros de ahora son buenos y corea del sur es el país con más tasa de suicidio en estudiantes me parece muy tonto ponerlo como ejemplo educativo,9,1:00:14 los libros de ahora son buenos y corea del sur es el país con más tasa de suicidio en estudiantes me parece muy tonto ponerlo como ejemplo educativo,-1,0,-1,0,-1
1,unotv,NorbertoBogard,07/04/2024,"Dios, solo dicen sus dizque propuestas y si tiran shie, parecen doña pelos y doña mari peleandose en el mercado",1,"dios,solo dicen sus dizque propuestas y si tiran sheinbaum,parecen doña pelos y doña mari peleandose en el mercado",-1,-1,0,0,-1
1,unotv,auroramoyado796,07/04/2024,Xochitl no respondió que propone para la educación,3,xochitl no respondió que propone para la educación,0,0,0,-1,21
1,unotv,GabrielaGarcia-gy1bq,07/04/2024,"Ya es tiempo de que los servicios esenciales como el acceso a la salud mejore tengo un año esperando una resonancia magnetica y lo unico que dicen es que no hay servicio disponible que hay exceso de personas atrasadas y las maquinas no funcionan, si no pueden otorgar el servicio por que no invertir en mas maquinas? En mas especialistas,  o  en su defecto que dar pases medico para que se tenga la asistencia medica en alguna institucion que si tenga los instrumentos para otorgar un servicio de calidad.",11,"ya es tiempo de que los servicios esenciales como el acceso a la salud mejore tengo un año esperando una resonancia magnetica y lo unico que dicen es que no hay servicio disponible que hay exceso de personas atrasadas y las maquinas no funcionan,si no pueden otorgar el servicio por que no invertir en más maquinas?en más especialistas,o en su defecto que dar pases medico para que se tenga la asistencia medica en alguna institucion que si tenga los instrumentos para otorgar un servicio de calidad.",-1,0,-1,0,25
1,unotv,leonscottkennedy9105,07/04/2024,"47:40 el Técnico, mi primera chamba jajaja",5,"4t:40 el técnico,mi primera chamba jajaja",1,0,1,0,5
1,unotv,nicuyomesukura608,07/04/2024,"claudia habla de aumento al mínimo pero no habla del progreso económico, de que sirve el aumento si la canasta básica está más cara que nunca, porque de dónde sacan los empresarios para aumentar el sueldo? Aumentando los precios,",2,"claudia habla de aumento al mínimo pero no habla del progreso económico,de que sirve el aumento si la canasta básica está más cara que nunca,porque de dónde sacan los empresarios para aumentar el sueldo?aumentando los precios,",-1,0,0,0,13
1,unotv,clementemani2051,07/04/2024,la denisse se nota como esta de lado de xochitl...  solo deberia estar el guapo de Manuel lopez,1,la denisse se nota como esta de lado de xochitl...solo deberia estar el guapo de manuel lopez,0,0,0,-1,0
1,unotv,ramdgz716,07/04/2024,"MAS IMPORTANTE LA SEGURIDAD EN MEXICO ,ANTE  EL CRIMEN ORGANIZADO",66,"más importante la seguridad en mexico,ante el crimen organizado",-1,0,0,0,1
1,unotv,yerolay,07/04/2024,"Ni a quien irle, una nomas dice mamadas y la otra que no va a hacer esas mamadas, si no otras mamadas",17,"ni a quien irle,una nomas dice mamadas y la otra que no va a hacer esas mamadas,si no otras mamadas",-1,-1,0,-1,-1
1,unotv,tonyenelexterior.590,07/04/2024,Se vale soñar Xochitl Gálvez.,3,se vale soñar xochitl galvez.,0,0,0,-1,0
1,unotv,user-ro3tg7xh3h,07/04/2024,VIVA CLAUDIA 🇲🇽,3,viva claudia🇲🇽,1,0,1,0,-1
1,unotv,samb3303,07/04/2024,"Neta que la gente les cree a estos políticos corruptos mentirosos????  Yo a ninguno, todos son iguales de payasos. Qué triste realidad",22,"neta que la gente les creé a estos políticos corruptos mentirosos????yo a ninguno,todos son iguales de payasos.qué triste realidad",-1,-1,0,-1,-1
1,unotv,alexsanchez8372,07/04/2024,"Mejor boto por mi creo que yo tengo mejores propuestas, ya basta de brincarse de partidos políticos, cárcel pero cárcel de verdad, no mandarlos a su casita a descansar...",9,"mejor votos por mi creo que yo tengo mejores propuestas,ya basta de brincarse de partidos políticos,cárcel pero cárcel de verdad,no mandarlos a su casita a descansar...",1,1,1,0,-1
1,unotv,ContadoresMonterrey,07/04/2024,"La Claudia puro rollo bla bla bla ya trae todo aprendidito y es una soberbia, ni voltea a ver a los otros candidatos y no responde lo que le preguntan.",4,"la claudia puro rollo bla bla bla ya trae todo aprendidito y es una soberbia,ni voltea a ver a los otros candidatos y no responde lo que le preguntan.",-1,-1,0,-1,-1
1,unotv,sigladepasillas1651,07/04/2024,Me sorprendió xochitl las preguntas que le hizo a claudia no las contesto eso fue interesante la cosa es que ya conocemos al prian y no queremos retroceder y pues le apostamos más a lo que ya conocemos aunque no sea seguro me gusto mucho las respuestas del Jorge yo votaría por el primero segundo por claudia y definitivo por xochitl NO,1,me sorprendió xochitl las preguntas que le hizo a claudia no las contesto eso fue interesante la cosa es que ya conocemos al prian representado por xochitl y no queremos retroceder y pues le apostamos más a lo que ya conocemos aunque no sea seguro me gusto mucho las respuestas del jorge yo votaría por el primero segundo por claudia y definitivo por xochitl no,1,1,0,-1,-1
1,unotv,erendalitrujillo9810,07/04/2024,"Xoch no eres abogada, pero prepárate si vas a decir algo tan delicado como un tipo penal de homicidio y feminicidio, no es lo mismo, y el Estado más alto es el Estado de México, desde el gobierno anterior",16,"xochitl no eres abogada,pero prepárate si vas a decir algo tan delicado como un tipo penal de homicidio y feminicidio,no es lo mismo,y el estado más alto es el estado de méxico,desde el gobierno anterior",0,0,0,-1,-1
1,unotv,juanrivas5250,07/04/2024,"No soy experto ni mucho menos en escenarios pero ahora si como dice el dicho del chavo del 8, al INE le salió bien sin querer queriendo el debate ya que mostró el rostro de los opuestos cuando se expresaba un candidato y eso siempre lo oculta la TV en cambio cualquier mortal desearía estar en vivo ahí en el escenario para ver las expresiones contrarias. Así es que mis más amplias felicitaciones a quien realizaron este debate",5,"no soy experto ni mucho menos en escenarios pero ahora si como dice el dicho del chavo del 8,al ine le salió bien sin querer queriendo el debate ya que mostró el rostro de los opuestos cuando se expresaba un candidato y eso siempre lo oculta la tv en cambio cualquier mortal desearía estar en vivo ahí en el escenario para ver las expresiones contrarias.así es que mis más amplias felicitaciones a quien realizaron este debate",-1,-1,0,0,6
1,unotv,leticiaguzman4213,07/04/2024,"A mi seme hace!! Que el INE ,le paso el CUESTIONARIO A la sochilt  Que agan otro debate sorpresa y que el INE no le pase nada",1,"a mi seme hace!!que el ine,le paso el cuestionario a la xochitl que hagan otro debate sorpresa y que el ine no le pase nada",0,0,0,-1,6
1,unotv,jmlv4351,07/04/2024,"Xochitl no manches, te agarras promete y promete como mi ex novia que ahorita tiene 3 hijos de diferente padre, no la hagas enfocarte en algo real y aterrizaste. Y tu claudia por decir algo, como tenemos educación de calidad, hasta visto los nuevos libros que tu jefe amlo saco?, tu como Dra. que estudio física, has visto esos libros?,pinches libros sin pies ni cabeza, son un pinché insulto a la educación  Y tu maynez ni te conocemos, pero bueno. La neta los 3 están de la ver.....",1,"xochitl no manches,te agarras promete y promete como mi ex novia que ahorita tiene 3 hijos de diferente padre,no la hagas enfocarte en algo real y aterrizaste.y tu claudia por decir algo,como tenemos educación de calidad,hasta visto los nuevos libros que tu jefe amlo saco?,tu como doctora.que estudio física,haz visto esos libros?,pinche libros sin pies ni cabeza,son un pinche insulto a la educación y tu maynez ni te conocemos,pero bueno.la neta los 3 están de la ver.....",-1,-1,0,-1,-1
1,unotv,luisasierra6436,07/04/2024,"Quitaron lo que es importante para construir el tren Maya la refinadora, el aeropuerto que para nada sirven",6,"quitaron lo que es importante para construir el tren maya la refinadora,el aeropuerto que para nada sirven",-1,-1,0,0,-1
1,unotv,mcsomerap643,07/04/2024,"Debería ser como título el debate de Xochitl Gálvez, se ve claro que le dieron más tiempo",14,"debería hacer como título el debate de xochitl galvez,se ve claro que le dieron más tiempo",0,0,0,-1,6
1,unotv,margaritaeugeniagonzalez8507,07/04/2024,"Ni a quien irle, no hay opciones todos vienen con un claro interés y no es sacar a México adelante ni les preocupa mucho, el aumento de impuestos es un fantasma que existe y nadie ve",2,"ni a quien irle,no hay opciones todos vienen con un claro interés y no es sacar a méxico adelante ni les preocupa mucho,el aumento de impuestos es un fantasma que existe y nadie ve",-1,-1,0,-1,13
1,unotv,TheDevilik,07/04/2024,Jajajajajaja enfermedades relacionadas al Tabasco xD,2,jajajajajaja enfermedades relacionadas al tabasco xd,0,0,-1,0,-1
1,unotv,luisalfonso5897,07/04/2024,"Si hubiera estado noroña ahí en ese debate, pobre botarga se la va mamar",19,"si hubiera estado noroña ahí en ese debate,pobre botarga se la va mamar",0,0,0,-1,-1
1,unotv,elvibautista891,07/04/2024,Voy por mi gallo maines,14,oye por mi gallo Maynez,0,1,0,0,0
1,unotv,luisfernandogarciasantiago7218,07/04/2024,"Por que no critican a xochil, las tranzas  que hace y sus pactos que solo le favorecen, saludos desde texas, apoyo a la presidenta claudia....",3,"por que no critican a xochitl,las tranzas que hace y sus pactos que solo le favorecen,saludos desde texas,apoyo a la presidenta claudia....",1,0,0,-1,-1
1,unotv,carlossalazarmartinez8218,07/04/2024,Xochitl solo leia lo que le preparo su equipo pero ni asi..,1,xochitl solo leía lo que le preparo su equipo pero ni así..,0,0,0,-1,-1
1,unotv,imgoingdelivery2236,07/04/2024,Ya lo dijo Xochitl Hay que preguntarle a la gente que ️,6,ya lo dijo xochitl hay que preguntarle a la gente que️,0,0,0,-1,0
1,unotv,gasimov1976,07/04/2024,"Da risa Xochitl se la oaso atacando en lugar de dar a conocer sus propuestas y de cómo las abordara. Y por otro lado, es el mismo discurso que manejo calderon y vazquez mita en su momento.",20,"da risa xochitl se la oaso atacando en lugar de dar a conocer sus propuestas y de cómo las abordara.y por otro lado,es el mismo discurso que manejo calderon y vazquez mita en su momento.",0,0,0,-1,-1
1,unotv,aurorachan2058,07/04/2024,Q vergüenza de parte de mainez y de xochilt ...deberían haber estudiado con tiempo para no hacer ridiculeces  a nivel nacional ...se ve q en sus tiempos no hubo educación de calidad,3,que vergüenza de parte de maynez y de xochitl...deberían haber estudiado con tiempo para no hacer ridiculeces a nivel nacional...se ve que en sus tiempos no hubo educación de calidad,0,-1,0,-1,-1
1,unotv,josechristianmedellin3592,07/04/2024,Claudia Sheinbaum presidenta sin duda alguna ️,5,claudia sheinbaum presidenta sin duda alguna️,1,0,0,0,34
1,unotv,bigBossyutu,07/04/2024,"los hombres mueren mas, son las principales victimas de violencia en la calle, tienen las actividades mas pesadas, precarias y mas utiles, los en los que mas cae la pobresa, las primcipales victimas de suicidio y los que menos derechos tenemos, y me sorprende que el debate visibilice SOLO a las mujeres y solo se les de propuesta inecesarias a ellas",11,"los hombres mueren más,son las principales victimas de violencia en la calle,tienen las actividades más pesadas,precarias y más utiles,los en los que más cae la pobresa,las primcipales victimas de suicidio y los que menos derechos tenemos,y me sorprende que el debate visibilice solo a las mujeres y solo se les de propuesta inecesarias a ellas",-1,0,0,0,-1
1,unotv,ACJcons,07/04/2024,Yo queria a Noroña we :'v,10,yo queria a noroña we:'v,1,0,0,0,8
1,unotv,eloso2332,07/04/2024,"Wey esa sin. Solo habla de ciudad de México, wey hay más estados. Debes de saber que hay gente viviendo fuera de ciudad de México wey",1,"wey esa sin.solo habla de ciudad de méxico,wey hay más estados.debes de saber que hay gente viviendo fuera de ciudad de méxico wey",-1,0,-1,0,1
1,unotv,andreameritmarincorcuera4216,07/04/2024,53 .22 jasjajajs wowow,1,53.22 jasjajajs wowow,0,0,1,0,0
1,unotv,ax8a2012,07/04/2024,"Solo Claudia responde las preguntas los otros dos solo tiran indirectas, es claro el resultado",22,"solo claudia responde las preguntas los otros dos solo tiran indirectas,es claro el resultado",1,-1,0,-1,-1
1,unotv,vki6994,07/04/2024,"Es cierto eso que dijo Maynez, a Dante Delgado no lo han visto en Lamborghini, en otros vehículos todavía más caros sí y hasta un helipuerto tiene en su domicilio JAJAJAJAJAJA no dijo mentiras",4,"es cierto eso que dijo maynez,a dante delgado no lo han visto en lamborghini,en otros vehículos todavía más caros sí y hasta un helipuerto tiene en su domicilio jajajajajaja no dijo mentiras",0,1,0,0,-1
1,unotv,luxkeysuk3640,07/04/2024,"Ya no votamos por el mejor, sino por el menos peor",1,"ya no votamos por el mejor,sino por el menos peor",-1,-1,0,-1,2
1,unotv,pacorro3561,07/04/2024,No se dieron cuenta le quitaron tiempo a claudia,2,no se dieron cuenta le quitaron tiempo a claudia,-1,0,0,0,-1
1,unotv,briseidaalcarazrojas3191,07/04/2024,1000mil con claudia sheinbaum,35,1000mil con claudia sheinbaum,1,0,0,0,12
1,unotv,GalactusprimeTF,07/04/2024,Claudia y xochitl desgreñandose y maynez era el único que proponía XD,20,claudia y xochitl desgreñandose y maynez era el único que proponía xd,1,1,0,-1,-1
1,unotv,florbautista6358,07/04/2024,C 1:03:18,2,c 1:03:18,0,0,1,0,5
1,unotv,natotlamach,07/04/2024,Los prianistas se roban hasta el tiempo en los debates.,2,los prianistas se roban hasta el tiempo en los debates.,0,0,0,-1,-1
1,unotv,omarcaballero8059,07/04/2024,Parece debate por alguna alcaldía !!!!!,8,parece debate por alguna alcaldía!!!!!,0,0,-1,0,-1
1,unotv,ivanmontemira,07/04/2024,Quién es el vato que está ahí en el debate? Pensé que el debate sería entre Sheinbaun y Gálvez.,16,quién es el vato que está ahí en el debate?pensé que el debate sería entre sheinbaum y galvez.,-1,0,0,0,6
1,unotv,chuchin3017,07/04/2024,Pregunta de dónde va sacar xochitl para tantos apoyos a todos los estudiantes de escuelas privadas,3,pregunta de dónde va sacar xochitl para tantos apoyos a todos los estudiantes de escuelas privadas,0,0,0,-1,19
1,unotv,enriquedeloscobos3431,07/04/2024,Porque Xochitl tiene nombre Mexicano pero acento afrancesado,1,porque xochitl tiene nombre mexicano pero acento afrancesado,0,0,0,-1,1
1,unotv,mirnazulemabarragan317,07/04/2024,Y tu amigo el gobernador de monterrey que me dices  Maynez,8,y tu amigo el gobernador de monterrey que me dices maynez,0,1,0,0,3
1,unotv,JFVM7,07/04/2024,"Jajajajaja, sería interesante preguntarle a las personas que murieron…",5,"jajajajaja,sería interesante preguntarle a las personas que murieron…",0,0,-1,-1,-1
1,unotv,alessandravalle9290,07/04/2024,¿xochitl dice corruccion?,2,¿xochitl dice corruccion?,0,0,0,-1,-1
1,unotv,jaimecerrillo,07/04/2024,PREGUNTARLE A LAS PERSONAS QUE MURIERON? COMO? MINUTO 51.17 JAJAJJA ESTA ES PARIENTE DE PEÑA NIETO,1,preguntarle a las personas que murieron?como?minuto 51.17 jajajja esta es pariente de peña nieto,0,0,0,-1,-1
1,unotv,Miguelc271086,07/04/2024,"El único que gana es Maynez… aunque Claudia tenga una súper ventaja, no ganó nada en este debate. Pero Maynez sí pudo subir sus probabilidades",14,"el único que gana es maynez…aunque claudia tenga una súper ventaja,no ganó nada en este debate.pero maynez sí pudo subir sus probabilidades",-1,1,0,0,-1
1,unotv,DiegoHdz350,07/04/2024,"""Voy a dejar de gastar el dinero en obras faraonicas""   Xochitl",21,"""oye a dejar de gastar el dinero en obras faraonicas""xochitl",0,0,0,-1,-1
1,unotv,ArianaDenisse1234,07/04/2024,Los debates con AMLO eran de otro nivel jejeje ricky Riquin canallin,1,los debates con amlo eran de otro nivel jejeje ricky riquin canallin,-1,-1,0,0,6
1,unotv,inactive6833,07/04/2024,"Morena sigue siendo el pri,teniendo a candidatos expriistas,no se que penso morena en darles una oportunidad,mejor votar por quienes no han gobernado,movimiento ciudadano",1,"morena sigue siendo el pri representado por xochitl,teniendo a candidatos expriistas,no se que penso morena en darles una oportunidad,mejor votar por quienes no han gobernado,movimiento ciudadano",1,0,0,-1,-1
1,unotv,greensmoke2524,07/04/2024,Creo que si samuel no se hubiera bajado el seria el próximo presidente,26,creo que si samuel no se hubiera bajado el seria el próximo presidente,0,1,0,0,3
1,unotv,luisalfredoescalantevalenz1074,07/04/2024,Mainez,18,maynez,0,1,0,0,17
1,unotv,chelitochelito8210,07/04/2024,"Pésimos estos 2s conductores, preguntas, que van a través de la televisa, y tv azteca,,escojiendo estos mismos conductores las preguntas a sus intereses que el pueblo hizo para los candidatos candidatos,",2,"pésimos estos 2s conductores,preguntas,que van a través de la televisa,y tv azteca,,escojiendo estos mismos conductores las preguntas a sus intereses que el pueblo hizo para los candidatos candidatos,",-1,-1,0,-1,-1
1,unotv,user-tc8yj2rw3l,07/04/2024,Que descaro xochitl diciendo que es más falso que su asentó,1,que descaro xochitl diciendo que es más falso que su asentó,0,0,0,-1,0
1,unotv,graphicdreamsmex9065,07/04/2024,"Que flojera de debate, aprendan de Nayib Bukele, ustedes nada mas se atacan entre ustedes sin soluciones,",7,"que flojera de debate,aprendan de nayib bukele,ustedes nada más se atacan entre ustedes sin soluciones,",-1,-1,0,-1,6
1,unotv,soyespecial66,07/04/2024,"pero sí,ella salió adelante vendiendo gelatinas no pq ""estudió"" en la uni becada",9,"pero sí,ella salió adelante vendiendo gelatinas no porque""estudió""en la uni becada",0,0,0,-1,-1
1,unotv,Gunybuny27,07/04/2024,Esa botarga solo salio a atacar con puro chisme y mentiras a claudia y el maynez paquio es un alumno de Canaya canayin hejjejejejeje,1,esa botarga solo salio a atacar con puro chisme y mentiras a claudia y el maynez paquio es un alumno de canaya canayin hejjejejejeje,-1,-1,0,-1,-1
1,unotv,LuisMora-qj9uo,07/04/2024,Ya empezó robando el tiempo la botarga ahora si llega al poder ay no que /,2,ya empezó robando el tiempo la botarga ahora si llega al poder ay no que/,0,0,0,-1,0
1,unotv,avercity2093,07/04/2024,Es penoso que quieran quitar el efectivo ganando tan poco las personas.,4,es penoso que quieran quitar el efectivo ganando tan poco las personas.,-1,0,-1,0,-1
1,unotv,madaicojoo2041,07/04/2024,"Chale a estás alturas ya no se puede decir ""votar por el menos peor"" realmente es lamentable a manos de quienes se maneja el país, solo serán títeres.",5,"chale a estás alturas ya no se puede decir""votar por el menos peor""realmente es lamentable a manos de quienes se maneja el país,solo serán títeres.",-1,-1,0,-1,-1
1,unotv,elizabethreyes8129,07/04/2024,De nada le sirvió tener más tiempo si ni si quiere está preparada para hablar menos para ser presidenta solo atacó sin dar propuestas y paso a cajetearla con el escudo de la bandera al revés si quería ganar el prian tenía que haber puesto algo bien no esa señora que ni dando lástima ganara,2,de nada le sirvió tener más tiempo si ni si quiere está preparada para hablar menos para hacer presidenta solo atacó sin dar propuestas y paso a cajetearla con el escudo de la bandera al revés si quería ganar el prian representado por xochitl tenía que haber puesto algo bien no esa señora que ni dando lástima ganara,0,0,0,-1,4
1,unotv,wendolylinares9918,07/04/2024,La bandera al revés del país que ama  pena ajena!!!!!!,1,la bandera al revés del país que ama pena ajena!!!!!!,-1,-1,-1,0,0
1,unotv,estelaperez8031,07/04/2024,Gano Claudia,15,gano claudia,1,0,0,0,0
1,unotv,Casucia,07/04/2024,"Maynez sirvió, para mí, el ganador del debate.",49,"maynez sirvió,para mí,el ganador del debate.",0,1,0,0,-1
1,unotv,carlossalazarmartinez8218,07/04/2024,"Bueno como cortaron lo del caso repsamen y linea 12 me voy a investigar, gracias por poner la duda.",0,"bueno como cortaron lo del caso repsamen y linea 12 me voy a investigar,gracias por poner la duda.",-1,-1,0,0,-1
1,unotv,JorgeMorales-gn4ux,07/04/2024,Que se investigue ella misma!!!,1,que se investigue ella misma!!!,-1,0,-1,0,-1
1,unotv,rodrigopena9274,07/04/2024,Claudia. Próxima presidenta,40,claudia.próxima presidenta,1,0,0,0,14
1,unotv,Angelcastro16164,07/04/2024,"Antes que votar por Xochitl, votaria mil veces mejor por Maynez",42,"antes que votar por xochitl,votaria mil veces mejor por maynez",0,1,0,0,2
1,unotv,loga8214,07/04/2024,"Esto parece ventaneando, Xochilt no contesto a ninguna pregunta",3,"esto parece ventaneando,xochitl no contesto a ninguna pregunta",0,0,0,-1,-1
1,unotv,angelochoamanzo7296,07/04/2024,nunca vi ninguna campaña para ver que quisiera preguntarle a un candidato jajajajajajajaja,0,nunca vi ninguna campaña para ver que quisiera preguntarle a un candidato jajajajajajajaja,0,-1,-1,0,-1
1,unotv,juanareyes2714,07/04/2024,Maines presidente!!!,11,Maynez presidente!!!,0,1,0,0,3
1,unotv,christianguezz5012,07/04/2024,Puro bla bla bla de los tres candidatos no se hace uno.,9,puro bla bla bla de los tres candidatos no se hace uno.,-1,-1,0,-1,-1
1,unotv,sinfinofficial,07/04/2024,Negligencia criminal,2,negligencia criminal,0,0,-1,0,7
1,unotv,user-iy8zr2hh1m,07/04/2024,Pongan votaciones quien gano el debate y veran qe ganara claudia su proxima presidenta,2,pongan votaciones quien gano el debate y veran que ganara claudia su proxima presidenta,1,0,0,0,-1
1,unotv,antoniomejiarobledo2962,07/04/2024,Las tabletas no sirven,10,las tabletas no sirven,0,0,-1,0,25
1,unotv,antoniacaldera724,07/04/2024,Apoyo total para Claudia,17,apoyo total para claudia,1,0,0,0,-1
1,unotv,karasLaureano,07/04/2024,Hasta hoy ví el debate no hacía falta… plan c apoyado por Claudia no hay menos.,1,hasta hoy ví el debate no hacía falta…plan c apoyado por claudia no hay menos.,1,0,0,0,6
