"num_debate","canal","username","fecha","comentario","num_likes","comentario_editado","Claudia","Maynez","Ninguno","Xóchitl"
"2","nmas","DM-rs3sd","28/04/2024","Esa xochil puro atacar no que bien debate","0","esa xochitl puro atacar no que bien debate","","","",""
"2","nmas","omarraaulverarobles6997","28/04/2024","no cabe duda claramente gano la dra. Claudia Sheimbaun , la unica y mejor opcion  inteligente, una servidora publica profesional se ve presidenciable... pero los chayovisa y sus chayoteros no lo van aaceptar , pero el publico no es tonto","0","no cabe duda claramente gano la doctora.claudia sheinbaum,la unica y mejor opcion inteligente,una servidora publica profesional se ve presidenciable...pero los chayovisa y sus chayoteros no lo van aaceptar,pero el publico no es tonto","","","",""
"2","nmas","mapirmz4599","28/04/2024","Me asquea escuchar tanta mentira de la candidata del prian...prefiero a Maynez y a la ing Claudia","1","me asquea escuchar tanta mentira de la candidata del prian representado por xochitl...prefiero a maynez y a la ing claudia","","","",""
"2","nmas","benjaminromero569","28/04/2024","La señora. X.  No  gano. Es muy torpe..gano señora. Claudia","0","la señora.x.no gano.es muy torpe..gano señora.claudia","","","",""
"2","nmas","hectortorrestoro2464","28/04/2024","yo con Morena","0","yo con morena","","","",""
"2","nmas","rafaelgalanpaez8852","28/04/2024","Maynes descarado te vendiste con morena . Porque no atacas a claudia","0","maynez descarado te vendiste con morena.porque no atacas a claudia","","","",""
"2","nmas","Ppteam838","28/04/2024","La mejog opugtunidad?","0","la mejog opugtunidad?","","","",""
"2","nmas","ivanvago4539","28/04/2024","fuera la 4t, les quedo grande el puesto","0","fuera la 4ta transformación,les quedo grande el puesto","","","",""
"2","nmas","LuisSera00988","28/04/2024","Maynez por las 40 horas y mayor sueldo","0","maynez por las 40 horas y mayor sueldo","","","",""
"2","nmas","user-pc8gu7tq1j","28/04/2024","Xochitl Galvez la mejor opción para presidenta de México","0","xochitl galvez la mejor opción para presidenta de méxico","","","",""
"2","nmas","cesarvelasco2510","28/04/2024","La candidata de las mentiras es Xochitl","1","la candidata de las mentiras es xochitl","","","",""
"2","nmas","Tedijotusverdades.commmm","28/04/2024","Ya ni para ir.  México sigue peor. EEUU se está derrumbando.  No pues como soy mexicano me voy al sueño chino aver que pex.  Hay los tendré al pendiente.","0","ya ni para ir.méxico sigue peor.eeuu se está derrumbando.no pues como soy mexicano me voy al sueño chino a ver que pedo.hay los tendré al pendiente.","","","",""
"2","nmas","cirilogarcia8196","28/04/2024","Viva Claudia viva mexico viva mexico","0","viva claudia viva mexico viva mexico","","","",""
"2","nmas","VictorDiaz-pu4fg","28/04/2024","Viva claudia la 4t mainez lo hiciste bien por los niños","1","viva claudia la 4ta transformación maynez lo hiciste bien por los niños","","","",""
"2","nmas","user-yc1go1oo1m","28/04/2024","México necesita un Javier Milei","0","méxico necesita un javier milei","","","",""
"2","nmas","ianmateojuarez3872","28/04/2024","Que alguien le diga a Xóchilt que esto es un debate no una pelea de mercado, que mujer tan vulgar, y que horror pensar que alguien así nos pueda representar como país.","0","que alguien le diga a xochitl que esto es un debate no una pelea de mercado,que mujer tan vulgar,y que horror pensar que alguien así nos pueda representar como país.","","","",""
"2","nmas","Paulpioxd4","28/04/2024","Presidente maynez maynez maynez maynez presidente de México UH","0","presidente maynez maynez maynez maynez presidente de méxico uh","","","",""
"2","nmas","sandralopez6077","28/04/2024","Genaro di las mentiras de Sheinbaum","0","genaro di las mentiras de sheinbaum","","","",""
"2","nmas","gamingagsmexico","28/04/2024","xochitl  si asi va a estar como presidenta nos va a cargar la que nos trajo...","0","xochitl si así va a estar como presidenta nos va a cargar la que nos trajo...","","","",""
"2","nmas","frandany9922","28/04/2024","LOS 3 CON UNA HAMBRE DE DINERO Y DE PODER NADA MAS","0","los 3 con una hambre de dinero y de poder nada más","","","",""
"2","nmas","uriellopez504","28/04/2024","La xochitl enojada por qué no se puede robar las afores","0","la xochitl enojada por qué no se puede robar las afores","","","",""
"2","nmas","ramonacuen8008","28/04/2024","Claudia para presidenta!!!","0","claudia para presidenta!!!","","","",""
"2","nmas","user-fe9pm3pz8v","28/04/2024","Todas las propuestas ya estan en en la mesa echas por morena Maines botarga no sueñen","0","todas las propuestas ya estan en en la mesa echas por morena Maynez botarga no sueñen","","","",""
"2","nmas","matyj3567","28/04/2024","xochitl vas a defender a México de los corruptos o sea la vas a defender de ti misma.","0","xochitl vas a defender a méxico de los corruptos o sea la vas a defender de ti misma.","","","",""
"2","nmas","omargonzalez7425","28/04/2024","Xpchitl  que hortor","0","xochitl que hortor","","","",""
"2","nmas","gabrielarosales2541","28/04/2024","Claudia hasta paracaidista!! Se mete a una casa que no es suya y se la roba, escuelita de toda la 4T robar y apropiarse lo que no es suyo, ahora se hace la pobrecita!!!","0","claudia hasta paracaidista!!se mete a una casa que no es suya y se la roba,escuelita de toda la 4ta transformación robar y apropiarse lo que no es suyo,ahora se hace la pobrecita!!!","","","",""
"2","nmas","luisgiron9748","28/04/2024","Estoy con claudia però creo gano xochil","0","estoy con claudia però creo gano xochitl","","","",""
"2","nmas","LauraRamirez-ue7kr","28/04/2024","Me encanto xochitl","0","me encanto xochitl","","","",""
"2","nmas","miguelrodriguezvelazquez1473","28/04/2024","ALV Morena, cínicos","0","alv morena,cínicos","","","",""
"2","nmas","Exterminator_PvP_YT","28/04/2024","Que falta de moral por parte de Xochitl","0","que falta de moral por parte de xochitl","","","",""
"2","nmas","anthonyzetinamichi1074","28/04/2024","Morena","0","morena","","","",""
"2","nmas","ZEPAWAS","28/04/2024","jjja no mamar, la señora fue a a tirar cagada nunca le dio al blanco (claudia) y termino embarrada de mierda.","0","jjja no mamar,la señora fue a a tirar cagada nunca le dio al blanco(claudia)y termino embarrada de mierda.","","","",""
"2","nmas","user-qq6lm3mq8o","28/04/2024","En durango votaremos x morena","0","en durango votaremos por morena","","","",""
"2","nmas","rafaelgalanpaez8852","28/04/2024","La cdmex no te quiere morena","0","la cdmex no te quiere morena","","","",""
"2","nmas","fedez2891","28/04/2024","Quiten a los tranzas y deben a claudia","0","quiten a los tranzas y deben a claudia","","","",""
"2","nmas","gabrielarosales2541","28/04/2024","xochitl ganó el debate!!!","0","xochitl ganó el debate!!!","","","",""
"2","nmas","user-ep3sh6jw9s","28/04/2024","Gálvez da mala impresión. Es muy agresiva! Solo ataca y no propone nada.","0","galvez da mala impresión.es muy agresiva!solo ataca y no propone nada.","","","",""
"2","nmas","jonathanelias9182","28/04/2024","Tan mentirosa como el narco presidente","1","tan mentirosa como el narcotraficante presidente","","","",""
"2","nmas","cibereco9477","28/04/2024","AQUÍ ESTA LLENO DE CHAIROS BOT'S ... DAN LASTIMA, PERO YA SE VAN ESTE 2 DE JUNIO","1","aquí esta lleno de chairos bot's...dan lastima,pero ya se van este 2 de junio","","","",""
"2","nmas","YsabelApumaytaVillegas","28/04/2024","Xochil mitomana, no te desgastes jajaja deberías de dar propuestas al menos para pasar piola tus mentiras nadie se las traga","0","xochitl mitomana,no te desgastes jajaja deberías de dar propuestas al menos para pasar piola tus mentiras nadie se las traga","","","",""
"2","nmas","victoriaraquelislas4175","28/04/2024","De los 3 para mi el peor candidato es Xochitl","0","de los 3 para mi el peor candidato es xochitl","","","",""
"2","nmas","Cruz-iv4lf","28/04/2024","Esa xochitl parese disco rayado","0","esa xochitl parese disco rayado","","","",""
"2","nmas","user-fe9pm3pz8v","28/04/2024","Viva la doctora Caudia","0","viva la doctora caudia","","","",""
"2","nmas","AstonMartin-rh4yv","28/04/2024","Yo no sé ustedes pero yo voy con maynez","1","yo no sé ustedes pero yo voy con maynez","","","",""
"2","nmas","user-im3zm6et6d","28/04/2024","Claudia ganadora por mucho la mejor","0","claudia ganadora por mucho la mejor","","","",""
"2","nmas","teresaalfaro9492","28/04/2024","Arriba Claudia es","0","arriba claudia es","","","",""
"2","nmas","manuelcontreras2247","28/04/2024","Prianista no tiene ética agresión parece ke le están quitando un dulce no tiene profesionalismo","0","prianista no tiene ética agresión parece que le están quitando un dulce no tiene profesionalismo","","","",""
"2","nmas","JoseCarlosGarduza","28/04/2024","xochitl no tiene propuesta","0","xochitl no tiene propuesta","","","",""
"2","nmas","JoseCarlosGarduza","28/04/2024","xochitl no tiene propuesta","0","xochitl no tiene propuesta","","","",""
"2","nmas","JorgeGuzman-cv2tx","28/04/2024","VAMOS CLAUDIA","0","vamos claudia","","","",""
"2","nmas","siulalvarez5558","28/04/2024","Regañan a la pobre chochi.","0","regañan a la pobre xochitl.","","","",""
"2","nmas","nancynoyola4566","28/04/2024","Aquí los que le van al pri pan prd","0","aquí los que le van al pri representado por xochitl PAN PRD","","","",""
"2","nmas","luisgiron9748","28/04/2024","Estoy con claudia però la verdad el debate lo gano xochill","0","estoy con claudia però la verdad el debate lo gano xochitl","","","",""
"2","nmas","christianescalantevital5724","28/04/2024","Claudia le echas mucha crema a tus tacos, la realidad es otra entre los mexicanos de a pie! No apoyo a nadie pero si mientes! Que piensas que vivimos en narcolandia y todo es color rosa! Estás mal  Claudia no nos alcanza nada!","0","claudia le echas mucha crema a tus tacos,la realidad es otra entre los mexicanos de a pie!no apoyo a nadie pero si mientes!que piensas que vivimos en narcolandia y todo es color rosa!estás mal claudia no nos alcanza nada!","","","",""
"2","nmas","solmaguilar1472","28/04/2024","La botarga fuera no sabe nada fuera fuera","0","la botarga fuera no sabe nada fuera fuera","","","",""
"2","nmas","PatriciaGomez-dk5wf","28/04/2024","la xochitlil solo ataca a claudia","0","la xochitlil solo ataca a claudia","","","",""
"2","nmas","marlenecorona1529","28/04/2024","Voy contigo xochitl","0","oye contigo xochitl","","","",""
"2","nmas","isabelcornejo1133","28/04/2024","Fuera el prian","0","fuera el prian representado por xochitl","","","",""
"2","nmas","isabelcornejo1133","28/04/2024","Xochitl la señora de las burradas","0","xochitl la señora de las burradas","","","",""
"2","nmas","jonathanelias9182","28/04/2024","Claudia es la candidata de la destruccion","0","claudia es la candidata de la destruccion","","","",""
"2","nmas","rubiocampo2911","28/04/2024","Vamos Morena con todo fuera corruptos ladrones de cuello alto .","0","vamos morena con todo fuera corruptos ladrones de cuello alto.","","","",""
"2","nmas","lacupula1254","28/04/2024","CLAUDİA , CLAUDİA , CLAUDİA , CLAUDİA!!!!!!!!","0","claudi,a,claudi,a!!!!!!!!","","","",""
"2","nmas","LIMITEDCLUBCAB","28/04/2024","Mi voto para MORENA","0","mi voto para morena","","","",""
"2","nmas","franciscojavieroliverahern9773","28/04/2024","No ganara señora","0","no ganara señora","","","",""
"2","nmas","user-ig9nw9fx1h","28/04/2024","Xochitl cállate, haz paro.","0","xochitl cállate,haz paro.","","","",""
"2","nmas","selenelopezramos9662","28/04/2024","Vamos xochitl","0","vamos xochitl","","","",""
"2","nmas","hectortorrestoro2464","28/04/2024","Que pedo con la inmadurez de xochitl","0","que pedo con la inmadurez de xochitl","","","",""
"2","nmas","caronte050879","28/04/2024","ganó Xochitl!?? En serio? Más arrastrados no se puede, o si?","0","ganó xochitl!??en serio?más arrastrados no se puede,o si?","","","",""
"2","nmas","reynajulietatelleztellez2374","28/04/2024","La candidata de las mentiras eres tú Xochitl","0","la candidata de las mentiras eres tú xochitl","","","",""
"2","nmas","dannyexplorer1968","28/04/2024","Xochitl B R U J A, no hay futuro para México contigo","0","xochitl b r u j a,no hay futuro para méxico contigo","","","",""
"2","nmas","JoseGreGomez","28/04/2024","Este puñalito se vé muy mal devatiendo con mujeres","0","este puñalito se vé muy mal devatiendo con mujeres","","","",""
"2","nmas","YsabelApumaytaVillegas","28/04/2024","Xochil es un chiste mal contado","0","xochitl es un chiste mal contado","","","",""
"2","nmas","luzziem.6980","28/04/2024","PURO BLA BLA BLA PERO LA PEOR ES xochitl ES LA QUE MENOS ESTUDIOS TIENE Y LA MÁS PELEONERA","0","puro bla bla bla pero la peor es xochitl es la que menos estudios tiene y la más peleonera","","","",""
"2","nmas","carmenhernandezdelcastillo7782","28/04/2024","xochitl solo se la pasa atacando a Claudia Sheumbam, Claudia Sheumbam solo se defiende, xochitl es sizañoza y mentirosa.","0","xochitl solo se la pasa atacando a claudia sheinbaum,claudia sheinbaum solo se defiende,xochitl es sizañoza y mentirosa.","","","",""
"2","nmas","everythingisfinewithme44","28/04/2024","ni quien vote por la Xochitl","0","ni quien vote por la xochitl","","","",""
"2","nmas","siulalvarez5558","28/04/2024","La candidata del PRIAN.","0","la candidata del prian representado por xochitl.","","","",""
"2","nmas","JoseCarlosGarduza","28/04/2024","Esa señora xochitl da vergüenza","0","esa señora xochitl da vergüenza","","","",""
"2","nmas","proyectoJAROCHO","28/04/2024","Claudia es la ganadora","0","claudia es la ganadora","","","",""
"2","nmas","rafaelgalanpaez8852","28/04/2024","Para que me pensiono si me van a robar las afores morena","0","para que me pensiono si me van a robar las afores morena","","","",""
"2","nmas","antonioleroybarron1443","28/04/2024","xochitl no está sola . . .   La apoyan miles de pendejos","0","xochitl no está sola...la apoyan miles de pendejos","","","",""
"2","nmas","angelhuerta32","28/04/2024","La 4T","0","la 4ta transformación","","","",""
"2","nmas","antoniogonzalez-ig6bq","28/04/2024","Están buenos los bots de morena en los comentarios, excelente xochitl, es lo que queríamos ver de ti","0","están buenos los bots de morena en los comentarios,excelente xochitl,es lo que queríamos ver de ti","","","",""
"2","nmas","veritogarciafitz4562","28/04/2024","Fuera candidata de la mentira!!!!","0","fuera candidata de la mentira!!!!","","","",""
"2","nmas","jorgeleos4408","28/04/2024","Germán es una vergüenza","0","germán es una vergüenza","","","",""
"2","nmas","Avelina33","28/04/2024","XOCHITL TRAIA CHICHAROOOO","0","xochitl traia chicharoooo","","","",""
"2","nmas","fernandoalbertohernandezsa4568","28/04/2024","Sabes robar xochitl","0","sabes robar xochitl","","","",""
"2","nmas","iseñoraelcanabal2407","28/04/2024","Los de morena ay que sacarlos acarajos mentiroso pero todo se paga","0","los de morena ay que sacarlos acarajos mentiroso pero todo se paga","","","",""
"2","nmas","franciscodenicia335","28/04/2024","la cara de compunjida de la xochitl","0","la cara de compunjida de la xochitl","","","",""
"2","nmas","monicadelavegas4692","28/04/2024","A Sheinbaum se le cayo el metro y el colegio Rebsamen por irresponsable y corrupta.","0","a sheinbaum se le cayo el metro y el colegio rebsamen por irresponsable y corrupta.","","","",""
"2","nmas","Avelina33","28/04/2024","GANO CLAUDIA !!!!","0","gano claudia!!!!","","","",""
"2","nmas","MariaPilar-rl6nw","28/04/2024","Ese viejo germán  es igual de ridículo k galves corriente","0","ese viejo germán es igual de ridículo que galvez corriente","","","",""
"2","nmas","CesarHernandez-wv3xg","28/04/2024","No siquiera es profesional Xochitl 0% de educación","0","no siquiera es profesional xochitl 0%de educación","","","",""
"2","nmas","Abuelitafutbol9","28/04/2024","Viva xochitl","0","viva xochitl","","","",""
"2","nmas","AdrianPerez-sc3qj","28/04/2024","Arriba sheinbaum","0","arriba sheinbaum","","","",""
"2","nmas","javierflores-iw9nk","28/04/2024","Xoxhil es una verguenza !!","0","xochitl es una verguenza!!","","","",""
"2","nmas","josebolanos1493","28/04/2024","Ya me cansé de escuchar a este grupo de prianrateros","0","ya me cansé de escuchar a este grupo de prianrateros","","","",""
"2","nmas","nancynoyola4566","28/04/2024","vamos pan,pri,prd","0","vamos PAN,pri representado por xochitl,PRD","","","",""
"2","nmas","SobeidaRamifez","28/04/2024","Xochil","0","xochitl","","","",""
"2","nmas","miguelzamora8281","28/04/2024","Está bien pndja xochitl","0","está bien pndja xochitl","","","",""
"2","nmas","jcjuarez5317","28/04/2024","la burra de xochitl anda muy  desesperada","0","la burra de xochitl anda muy desesperada","","","",""
"2","nmas","user-ky1bk4zt1f","28/04/2024","arriba morena","0","arriba morena","","","",""
"2","nmas","AngelFloes-ur4hs","28/04/2024","Pero obvio xoloch tu no vas a ganar","0","pero obvio xoloch tu no vas a ganar","","","",""
"2","nmas","francoonoorto9974","28/04/2024","XOCHITL  MUY BIEN","1","xochitl muy bien","","","",""
"2","nmas","monicadelavegas4692","28/04/2024","Cómo le pueden creer a Sheinbaum?? Además de mentirosa y corrupta es mala actriz..","0","cómo le pueden creer a sheinbaum??además de mentirosa y corrupta es mala actriz..","","","",""
"2","nmas","danielmarquez4075","28/04/2024","Claudia invasora","0","claudia invasora","","","",""
"2","nmas","user-fe9pm3pz8v","28/04/2024","Viva morena hijos de Maria morales","0","viva morena hijos de maria morales","","","",""
"2","nmas","user-xb3bm9wx9g","28/04/2024","arriba cladia ratas","0","arriba cladia ratas","","","",""
"2","nmas","caladan","28/04/2024","Viva xochitl, la verdad, la vida y la libertad","0","viva xochitl,la verdad,la vida y la libertad","","","",""
"2","nmas","josedavidgonzalez1966","28/04/2024","xochitl es muy mentirosa y muy pecadora","0","xochitl es muy mentirosa y muy pecadora","","","",""
"2","nmas","user-ok5xl4fr6r","28/04/2024","TA PENDEJA LA OCHITL NOMAMES","0","ta pendejo la xochitl nomames","","","",""
"2","nmas","rafaelbante1440","28/04/2024","XOCHITL DE LEJOS LA MEJOR  OPCIÓN PARA SACAR ADELANTE A MÉXICO","0","xochitl de lejos la mejor opción para sacar adelante a méxico","","","",""
"2","nmas","franciscojavieroliverahern9773","28/04/2024","Xochitl no gananar","0","xochitl no gananar","","","",""
"2","nmas","JaimeHernandez-ov9vk","28/04/2024","Vamos con todo Xochitl","0","vamos con todo xochitl","","","",""
"2","adn40","veoalis9269","28/04/2024","Díganle a maynez que desde que ganó movimiento en el salto Jalisco no hay agua nos venden las pipas que por cierto los dueños de los pozos son los movimiento estamos artos de movimiento","64","díganle a maynez que desde que ganó movimiento en el salto jalisco no hay agua nos venden las pipas que por cierto los dueños de los pozos son los movimiento estamos hartos de movimiento","","","",""
"2","adn40","ManuelCandidosolorzano","28/04/2024","debates sin sentido en vez de proponer algo más interesante para el pueblo mexicano pero nomás es un debate de dimes y diretes de Xochitl a Claudia ya pónganse chingones por nomás llegan al poder y no cumplen las cosas","21","debates sin sentido en vez de proponer algo más interesante para el pueblo mexicano pero nomás es un debate de dimes y diretes de xochitl a claudia ya pónganse chingones por nomás llegan al poder y no cumplen las cosas","","","",""
"2","adn40","carlotaaguilera3715","28/04/2024","xochitl como siempre en lugar de proponer es atacar y denostar!!","72","xochitl como siempre en lugar de proponer es atacar y denostar!!","","","",""
"2","adn40","user-xv7sh5fw7f","28/04/2024","Empleos dignos en jalisco, no mames manes 1800 a la semana?","21","empleos dignos en jalisco,no mames maynes 1800 a la semana?","","","",""
"2","adn40","carlotaaguilera3715","28/04/2024","Me encantaron los moderadores, xochitl como siempre un asco!!","63","me encantaron los moderadores,xochitl como siempre un asco!!","","","",""
"2","adn40","luzteresaconstantino1369","28/04/2024","Maynes ! Es un poeta! Que! No! Podrá gobernar!","17","maynez!es un poeta!que!no!podrá gobernar!","","","",""
"2","adn40","maribelnunez5648","28/04/2024","y está loca","8","y está loca","","","",""
"2","adn40","arnoldobarbavillavicencio2301","28/04/2024","Y todavía quiere según él que el salario mínimo sean 10 mil pesos al mes y las rentas están entre 5 y 15 mil pesos y de que piensa que va a comer la gente, como dice m#$&@$£s","9","y todavía quiere según él que el salario mínimo sean 10 mil pesos al mes y las rentas están entre 5 y 15 mil pesos y de que piensa que va a comer la gente,como dice no mames","","","",""
"2","adn40","malenimay","28/04/2024","Gente, maynez tiene muy acertadas sus respuestas, no se porquien votar si claudia o maynez, porque no sabemos si el esta metiedose al tema de nosotros los jovenes, porque estamos ncesitando lo que el dice viviendas, becas, salarios y horarios dignos, seria un sueño","10","gente,maynez tiene muy acertadas sus respuestas,no se porquien votar si claudia o maynez,porque no sabemos si el esta metiedose al tema de nosotros los jovenes,porque estamos ncesitando lo que el dice viviendas,becas,salarios y horarios dignos,seria un sueño","","","",""
"2","adn40","rafagamx1","28/04/2024","Un tren maya que se descarriló varias veces una refinería que no genera nada un aeropuerto que lo usan poco que buenas obras hizo este sexenio.","13","un tren maya que se descarriló varias veces una refinería que no genera nada un aeropuerto que lo usan poco que buenas obras hizo este sexenio.","","","",""
"2","adn40","maribelnunez5648","28/04/2024","en Jalisco, como están matando a la juventud y todo puras mentiras que Jalisco, si yo soy Michoacán De Michoacán pegado con Jalisco, es un desmadre","21","en jalisco,como están matando a la juventud y todo puras mentiras que jalisco,si yo soy michoacán de michoacán pegado con jalisco,es un desmadre","","","",""
"2","adn40","rubenmorales4112","28/04/2024","esa cochi ya saquenla da verguenza","15","esa xochitl ya saquenla da verguenza","","","",""
"2","adn40","abrahamsilva7879","28/04/2024","xochitl trae chicharo en la oreja derecha jajajajajajaja ya ni su partido cree en lo que dice","1","xochitl trae chicharo en la oreja derecha jajajajajajaja ya ni su partido creé en lo que dice","","","",""
"2","adn40","incenciaonorioavendano6046","28/04/2024","Es señora Xochitl es muy irrespetuosa!!!! Que poca educación tiene... Porqué no la ponen en su lugar!!!","41","es señora xochitl es muy irrespetuosa!!!!que poca educación tiene...porqué no la ponen en su lugar!!!","","","",""
"2","adn40","user-lv5hx3ib1h","28/04/2024","Muy cierto candidato tengo 15= nietos y no tienen apoyo de gobierno en el sexenio pasado si tenían el apoyo de prospera  pero como son niños que no pueden votar pues no  tienen derecho  a recibir un apoyo y de hecho un nietecito falleció por falta de medicina  en el hospital regino gomes en la CD de México  con este gobierno se  la vida es muy cara  muy pesada","4","muy cierto candidato tengo 15=nietos y no tienen apoyo de gobierno en el sexenio pasado si tenían el apoyo de prospera pero como son niños que no pueden votar pues no tienen derecho a recibir un apoyo y de hecho un nietecito falleció por falta de medicina en el hospital regino gomes en la ciudad de méxico con este gobierno se la vida es muy cara muy pesada","","","",""
"2","adn40","andresitotx","28/04/2024","Ese debate lo tenía que moderar Adela Micha!!","7","ese debate lo tenía que moderar adela micha!!","","","",""
"2","adn40","ElizaSantamuertenegra","28/04/2024","Emiliano Zapata Veracruz y Xalapa Veracruz no tiene agua y un empresario morenista que lo conozco les quito el agua a emiliano Zapata Veracruz.. porque el compro mucho terreno para miles de casas de su propia ganancia y dejo sin agua una parte del municipio emiliano Zapata Veracruz","4","emiliano zapata veracruz y xalapa veracruz no tiene agua y un empresario morenista que lo conozco les quito el agua a emiliano zapata veracruz..porque el compro mucho terreno para miles de casas de su propia ganancia y dejo sin agua una parte del municipio emiliano zapata veracruz","","","",""
"2","adn40","amaliav5225","28/04/2024","Xochitl si tu si te das  cuenta del aumento de la toritilla  y otros  pructos basicos por que lo lees ?","5","xochitl si tu si te das cuenta del aumento de la toritilla y otros pructos basicos por que lo lees?","","","",""
"2","adn40","hgfrttuuu48753","28/04/2024","1:36:47","0","1:36:4t","","","",""
"2","adn40","rosarioguzman7968","28/04/2024","Callen a esa señora xochitl la pobreza tiene nombre PRI PAN PRD descaro total","38","callen a esa señora xochitl la pobreza tiene nombre pri representado por xochitl PAN PRD descaro total","","","",""
"2","adn40","marwindanielfariasbenitez5876","28/04/2024","¿Alguien podría preguntarle a xochitl en que lugar están esos precios de la canasta básica y la tortilla? Que lo difunda para ir a comprar por toneladas por qué donde vivo están al doble","0","¿alguien podría preguntarle a xochitl en que lugar están esos precios de la canasta básica y la tortilla?que lo difunda para ir a comprar por toneladas por qué donde vivo están al doble","","","",""
"2","adn40","socorroaquino9139","28/04/2024","Maynez dice ""logramos"" cuando ni siquiera su partido realizó esas propuestas","18","maynez dice""logramos""cuando ni siquiera su partido realizó esas propuestas","","","",""
"2","adn40","maribelnunez5648","28/04/2024","No te lo creo eso porque ellos han visto como los han apoyado este presidente este nuevo seis años el primer piso yo vivo acá en Estados Unidos o sea a mí no me benefician ni me perjudica pero no te creo que eso lo haya dicho una indígena porque acá en Estados Unidos hay mucho indígena de Oaxaca y no te creo y no te creoeso si son muy trabajadores","3","no te lo creo eso porque ellos han visto como los han apoyado este presidente este nuevo seis años el primer piso yo vivo acá en estados unidos o sea a mí no me benefician ni me perjudica pero no te creo que eso lo haya dicho una indígena porque acá en estados unidos hay mucho indígena de oaxaca y no te creo y no te creoeso si son muy trabajadores","","","",""
"2","adn40","obduliaramirez8219","28/04/2024","No sabe otra puro atacar y si claudia se defiende de tanto ataque pues no habla de lo que va decir en el debate no se vale atacar así grosera","6","no sabe otra puro atacar y si claudia se defiende de tanto ataque pues no habla de lo que va decir en el debate no se vale atacar así grosera","","","",""
"2","adn40","mago7972","28/04/2024","El metro pseñora cuando","3","el metro para cuando","","","",""
"2","adn40","marcoorihuela9672","28/04/2024","Échale al cabo es platica!","2","échale al cabo es platica!","","","",""
"2","adn40","ElizaSantamuertenegra","28/04/2024","Las personas necesitan escoger terreno y hacer sus sueños una casa grande bien hecha no de papel, jajaja esas casas de Infonavit todo se voy no es sano eso,coges y el otro escucha  YO NO TENGO CASA DE PAPEL TRABAJE Y LUCHE Y MI CASA LA MERESCO,ES GRANDE y como yo quise hacerla en mi terreno.. MEXICANOS MERECEN CASA A SU GUSTO","1","las personas necesitan escoger terreno y hacer sus sueños una casa grande bien hecha no de papel,jajaja esas casas de infonavit todo se voy no es sano eso,coges y el otro escucha yo no tengo casa de papel trabaje y luche y mi casa la meresco,es grande y como yo quise hacerla en mi terreno..mexicanos merecen casa a su gusto","","","",""
"2","adn40","marthaflores1256","28/04/2024","La señora xochitl solo se la para insultando  es un asco como los partidos que reprenta ya quisieran  tener un poquito de valores como lo es el mejor presidente  que emos tenido","22","la señora xochitl solo se la para insultando es un asco como los partidos que reprenta ya quisieran tener un poquito de valores como lo es el mejor presidente que emos tenido","","","",""
"2","adn40","user-gf1md4dh4k","28/04/2024","Cuando son campañas prometen y nunca cumplen  contal de la ambición al fin políticos todos brincan de un lado a otro","10","cuando son campañas prometen y nunca cumplen contal de la ambición al fin políticos todos brincan de un lado a otro","","","",""
"2","adn40","samll4892","28/04/2024","De todo lo comentado lo unico cierto es que Chiapas esta muy mal en todos los ámbitos, educativo, seguridad, trabajo, etc. Y todo sea agudizado","6","de todo lo comentado lo unico cierto es que chiapas esta muy mal en todos los ámbitos,educativo,seguridad,trabajo,etc.y todo sea agudizado","","","",""
"2","adn40","Roberto-zd3on","28/04/2024","Que lenguaje tan nada científico y con mucha ¨jiribilla¨:  ¨LA DEUDA NO HA AUMENTADO REALMENTE COMO AUMENTÓ EN LOS PERIODOS ANTERIORES ¨. Que dijo? Ya no sabemos si dijo que aumentó o no aumentó. Es un discurso muy cobarde que no te habla claro y directo, sino que te revuelve. Es tan fácil decir: ¨LA DEUDA HA AUMENTADO TANTO POR CIENTO, QUE COMPARADO CON EL AUMENTO PROMEDIO DE LOS ÚLTIMOS 5 SEXENIOS PUES ES MUCHÍSIMO MUY BAJO¨. Digo, en caso de que sea cierto lo que trata de decir.","0","que lenguaje tan nada científico y con mucha¨jiribilla¨:¨la deuda no ha aumentado realmente como aumentó en los periodos anteriores¨.que dijo?ya no sabemos si dijo que aumentó o no aumentó.es un discurso muy cobarde que no te habla claro y directo,sino que te revuelve.es tan fácil decir:¨la deuda ha aumentado tanto por ciento,que comparado con el aumento promedio de los últimos 5 sexenios pues es muchísimo muy bajo¨.digo,en caso de que sea cierto lo que trata de decir.","","","",""
"2","adn40","LauraMartinez-io8ok","28/04/2024","Jajajajaja la xochitl mejor se hubiera llevado lentes, pqe se ve como que batallaba  para leer lo que tiene enfrente","0","jajajajaja la xochitl mejor se hubiera llevado lentes,porque se ve como que batallaba para leer lo que tiene enfrente","","","",""
"2","adn40","MarthaSibata","28/04/2024","El Presidente dijo que la gasolina costaría $10.00","9","el presidente dijo que la gasolina costaría$10.00","","","",""
"2","adn40","luceritoaguirrelomeli8689","28/04/2024","De qué sirve ganar más dinero  si también sube lo triple de las cosas por favor","18","de qué sirve ganar más dinero si también sube lo triple de las cosas por favor","","","",""
