"num_debate","canal","username","fecha","comentario","num_likes","comentario_editado","Claudia","Maynez","Ninguno","Xóchitl"
"1","universal","antoniogc1568","07/04/2024","No se centren en el chisme, cenctrense en las PROPUESTAS, por favor.","12","no se centren en el chisme,cenctrense en las propuestas,por favor.","-1","-1","0","-1"
"1","universal","oscarperezsosa845","07/04/2024","Este gobierno fue y sigue siendo un fracaso en salud , desde el Insabi, los medicamentos para niños con cáncer y desabasto en general de medicamentos, el fracaso en el manejo de la pandemia, en fin todo mallll… increíble lo que dice la candidata de Morena. Y quiere continuidad? Continuar con el fracasototeeee?…","13","este gobierno fue y sigue siendo un fracaso en salud,desde el insabi,los medicamentos para niños con cáncer y desabasto en general de medicamentos,el fracaso en el manejo de la pandemia,en fin todo mallll…increíble lo que dice la candidata de morena.y quiere continuidad?continuar con el fracasototeeee?…","-1","0","0","0"
"1","universal","DanielHernandez-nj5nn","07/04/2024","Cómo cada 6 años es lo mismo se agreden, se dicen mentirosos, se dicen corruptos y bla bla bla al final ya se sabe que los 3 son todos eso mentirosos y corruptos ya esto lo veo por diversión la neta","7","cómo cada 6 años es lo mismo se agreden,se dicen mentirosos,se dicen corruptos y bla bla bla al final ya se sabe que los 3 son todos eso mentirosos y corruptos ya esto lo veo por diversión la neta","-1","-1","0","-1"
"1","universal","mauriciorodriquezvalencia6452","07/04/2024","Que triste ver tanta ignorancia en los comentarios y opinión del pueblo mexicano se nota que nos han hecho pasar por un sistema académico deplorable cero objetividad y logica en este chat","10","que triste ver tanta ignorancia en los comentarios y opinión del pueblo mexicano se nota que nos han hecho pasar por un sistema académico deplorable cero objetividad y logica en este chat","0","0","-1","0"
"1","universal","user-yi6cb1mz1i","07/04/2024","Ay, queríamos escuchar propuestas, no ataques","10","ay,queríamos escuchar propuestas,no ataques","-1","-1","0","-1"
"1","universal","jonathanyairbecerramercado2956","07/04/2024","35:15 minuto que paso ahi","0","35:15 minuto que paso ahí","0","0","-1","0"
"1","universal","gabotorres9145","07/04/2024","Xochil solo llevaba las tragedias para atacar a claudia pero ella es la que se mira mal por abusiva","28","xochitl solo llevaba las tragedias para atacar a claudia pero ella es la que se mira mal por abusiva","0","0","0","-1"
"1","universal","danielfloresrivera3095","07/04/2024","Esa xochitl y su coguccion","7","esa xochitl y su coguccion","0","0","0","-1"
"1","universal","andresgarciaaranda5650","07/04/2024","En el minuto 26 y 40 seg, se puede apreciar en el reloj como le quitan tiempo a Claudia Sheimbaun, casi 2 min le roban","9","en el minuto 26 y 40 seg,se puede apreciar en el reloj como le quitan tiempo a claudia sheinbaum,casi 2 min le roban","1","0","0","0"
"1","universal","killerromi","07/04/2024","Que feo formato","4","que feo formato","0","0","-1","0"
"1","universal","RamsesLozano","07/04/2024","1:06:00","0","1:06:00","0","0","0","0"
"1","universal","diegolcl1995","07/04/2024","El audio está muy mal, por favor arreglenlo 35:41","0","el audio está muy mal,por favor arreglenlo 35:41","0","0","-1","0"
"1","universal","BandaCats156","07/04/2024","Sin duda este es debate más xd que he visto, más por lo que dice xochitl, por que anda culpando y tratando de que le responda Claudia, y Maynez solo se le ve sonriendo cuando yo solo me ando preguntandome de donde salio ese Men xD  Qué Claudia gane la Presidencia!","2","sin duda este es debate más xd que he visto,más por lo que dice xochitl,por que anda culpando y tratando de que le responda claudia,y maynez solo se le ve sonriendo cuando yo solo me ando preguntandome de donde salio ese hombre xd qué claudia gane la presidencia!","1","-1","0","-1"
"1","universal","mariadelcarmenrodriguezdia6548","07/04/2024","Excelente moderador del Análisis post debate. Bravo Carlos González es un gusto verte en pantalla","2","excelente moderador del análisis post debate.bravo carlos gonzález es un gusto verte en pantalla","0","0","1","0"
"1","universal","mauriciorodriquezvalencia6452","07/04/2024","Xochitl quiere desviar mucho recurso quiere regalar tablets con internet dar tarjetas de subcidio para medicamentos hacer un nuevo sistema de guarderías y todo de aqui 41:34 para atras cuantos miles de millones se podran desviar con estas iniciativas","6","xochitl quiere desviar mucho recurso quiere regalar tablets con internet dar tarjetas de subcidio para medicamentos hacer un nuevo sistema de guarderías y todo de aqui 41:34 para atras cuantos miles de millones se podran desviar con estas iniciativas","0","0","0","-1"
"1","universal","juliohinojos-zc5lu","07/04/2024","Creo que ningún candidato de los 3 tiene la fuerza que tiene AMLO. Necesitamos uno mayor .con carácter como putin Rus. Con muchos testic.","11","creo que ningún candidato de los 3 tiene la fuerza que tiene amlo.necesitamos uno mayor.con carácter como putin rus.con muchos testic.","-1","-1","0","-1"
"1","universal","tecojoorita","07/04/2024","Donde puedo vender mi voto?","2","donde puedo vender mi voto?","0","0","0","0"
"1","universal","adriana7519","07/04/2024","Claudia, templada; xochitl dispersa","12","claudia,templada;xochitl dispersa","1","0","0","-1"
"1","universal","jlqwerty","07/04/2024","Me agrada el análisis y manejo dela mesa qué tiene Julieta","4","me agrada el análisis y manejo de la mesa qué tiene julieta","0","0","1","0"
"1","universal","teodoraavila1090","07/04/2024","No olviden quien devastó la selva del sureste y robaron tierras a los ejidatarios","7","no olviden quien devastó la selva del sureste y robaron tierras a los ejidatarios","0","0","-1","0"
"1","universal","antonioalvarez9020","07/04/2024","Un debate desastroso las cámaras, sonido , el cronómetro el INE , los moderadores , hay otros debates arcibados muy buenos y este de chochil malísimo solo favorecen a chochil los del INE.","2","un debate desastroso las cámaras,sonido,el cronómetro el ine,los moderadores,hay otros debates arcibados muy buenos y este de xochitl malísimo solo favorecen a xochitl los del ine.","0","0","0","-1"
"1","universal","cristinayoung8027","07/04/2024","Jorge muy buenas respuestas las otras dos defendiendo sus corrupciones gracias por sacar los trapitos al sol ahora sabemos de q carecen","10","jorge muy buenas respuestas las otras dos defendiendo sus corrupciones gracias por sacar los trapitos al sol ahora sabemos de que carecen","-1","1","0","-1"
"1","universal","Erick_XCX","07/04/2024","POG GAGIO, POG TELEGVISION Y POG GEDES SOGCIALES.","17","pog gagio,pog telegvision y pog gedes sogciales.","0","0","0","-1"
"1","universal","AlejandraMartinez-yz9gh","07/04/2024","Que vergüenza!!! Con un país de más de cien millones de habitantes, tener solo estas tres opciones. Temas como el narcotráfico por ejemplo cuando van a tocarlo... Muertes cotidianas a raíz de este problema como van a erradicarlo.","5","que vergüenza!!!con un país de más de cien millones de habitantes,tener solo estas tres opciones.temas como el narcotráfico por ejemplo cuando van a tocarlo...muertes cotidianas a raíz de este problema como van a erradicarlo.","-1","-1","0","-1"
"1","universal","mariaelenacuevasbenavides8525","07/04/2024","En educación hay que mejorar los programas para preparar ciudadanos responsables, creativos. En los libros se debe incluir la manera de alimentarse para tener una salud integral, conocer plantas medicinales, ornato, etc. Incluir en libros de texto educación financiera, cívica.","2","en educación hay que mejorar los programas para preparar ciudadanos responsables,creativos.en los libros se debe incluir la manera de alimentarse para tener una salud integral,conocer plantas medicinales,ornato,etc.incluir en libros de texto educación financiera,cívica.","0","0","0","0"
"1","universal","ArmandoW11691","07/04/2024","La bandera al revés","0","la bandera al revés","0","0","-1","0"
"1","universal","alex0438","07/04/2024","En resumen, Claudia ganó, Maynez sorprendió en propuestas y xochitl lamentable, puro ataque como era de esperarse, ni con el tiempo extra que le dieron bastó para que no la hicieran papilla.","4","en resumen,claudia ganó,maynez sorprendió en propuestas y xochitl lamentable,puro ataque como era de esperarse,ni con el tiempo extra que le dieron bastó para que no la hicieran papilla.","1","1","0","-1"
"1","universal","LAMUCHACHA","07/04/2024","EL SISTEMA DE SALUD EN MI ESTADO SONORENSE ES DEPLORABLE NOS HACE FALTA MAS, CLAUDIA SE ENFOCA EN CUANTO A EDUCACIÓN EN LA CIUDAD PERO DONDE QUEDAN LOS NIÑOS DE LAS REGIONES ALEJADAS DE LAS PRINCIPALES MUNICIPIOS, NO HAY MAESTROS, UTILIZAN UN MAESTRO PARA DOS GRADOS ESO NO SE LLAMA EDUCACIÓN, ESTA MUY POBRE LA EDUCACIÓN EN LAS ÁREAS RURALES,ME GUSTA  MAYNES DUELE DECIR PERO XOCHILIT TIENE MUCHA RAZÓN EN CUANTO TEGNOLOGIA,ES TAN IMPORTANTE POR QUÉ HOY EN DÍA ES LO QUÉ CONLLEVA A MUCHOS NIÑOS A PENSAR EN DIFERENTES CARRERAS HOY EN DÍA TODO ES TEGNOLOGICO,CLAUDIA VINE A ESCUCHAR UNA MEJOR PROPUESTA,NO A PREGUNTAR QUÉ DIPLOMADOS TIENE.","6","el sistema de salud en mi estado sonorense es deplorable nos hace falta más,claudia se enfoca en cuanto a educación en la ciudad pero donde quedan los niños de las regiones alejadas de las principales municipios,no hay maestros,utilizan un maestro para dos grados eso no se llama educación,esta muy pobre la educación en las áreas rurales,me gusta maynez duele decir pero xochitl tiene mucha razón en cuanto tegnologia,es tan importante por qué hoy en día es lo qué conlleva a muchos niños a pensar en diferentes carreras hoy en día todo es tegnologico,claudia vine a escuchar una mejor propuesta,no a preguntar qué diplomados tiene.","-1","1","0","1"
"1","universal","elenadelarosa2215","07/04/2024","Estoy impresionada de vdd del nivel de mentiras de CLaudia, como es posible que acetemos esta clase de gente al mando de nustro pais ni como delegada jefa de gobierno y mucho menos como presidenta, elegir alguien de esa calaña es meternos un balazo en el pie que verguenza !","5","estoy impresionada de vdd del nivel de mentiras de claudia,como es posible que acetemos esta clase de gente al mando de nustro pais ni como delegada jefa de gobierno y mucho menos como presidenta,elegir alguien de esa calaña es meternos un balazo en el pie que verguenza!","-1","0","0","0"
"1","universal","petergonse2697","07/04/2024","Solo le falta a la diputada de morena, preguntar, CUANTO GANA LORET.","4","solo le falta a la diputada de morena,preguntar,cuanto gana loret.","-1","0","0","0"
"1","universal","ferlanymorales4397","07/04/2024","Asi clmo claudia evadio algunas preguntas, xochil evadio todaas, solo de ver a xochil me da miedo que vaya a ganar","4","así como claudia evadio algunas preguntas,xochitl evadio todaas,solo de ver a xochitl me da miedo que vaya a ganar","-1","0","0","-1"
"1","universal","GMRone","07/04/2024","Xochitl..fue a tirarle a Claudia?..siempre.la.politica es tirarle al.otro..en.lugar de proponer y apoyar los mejores proyectos.....y no robar...ALV","10","xochitl..fue a tirarle a claudia?..siempre.la.politica es tirarle al.otro..en.lugar de proponer y apoyar los mejores proyectos.....y no robar...alv","0","0","0","-1"
"1","universal","antonioalvarez9020","07/04/2024","Se pasaron los del INE en este debate con el reloj ya me imagino si fuera un campeonato de atletismo de 100 metros planes hubiera ganado chochil y sería la mujer mas rápida del mundo.","2","se pasaron los del ine en este debate con el reloj ya me imagino si fuera un campeonato de atletismo de 100 metros planes hubiera ganado xochitl y sería la mujer más rápida del mundo.","0","0","0","-1"
"1","universal","irmamontero576","07/04/2024","Candidata Xochitl los mexicanos queremos proyectos y soluciones no ataques s los contrincantes. En educación y salud recuerde que ya estaban privatizando.","0","candidata xochitl los mexicanos queremos proyectos y soluciones no ataques s los contrincantes.en educación y salud recuerde que ya estaban privatizando.","0","0","0","-1"
"1","universal","user-jf6xk8cc2k","07/04/2024","No veo ninguno de ellos q sea apto para la presidencia de la República pero siento que esto ya está hablando y va a ganar Claudia sheinbaum","2","no veo ninguno de ellos que sea apto para la presidencia de la república pero siento que esto ya está hablando y va a ganar claudia sheinbaum","1","0","0","0"
"1","universal","pimpogrenudo1","07/04/2024","Como se le hace para no vomitarse al estar cerca de un “saco de pus?!”","1","como se le hace para no vomitarse al estar cerca de un“saco de pus?!”","0","0","0","-1"
"1","universal","gabrielaleoncruz7758","07/04/2024","Que bueno que CLAUDIA SHEMBAUM se mantuvo firme a sus propuestas y no cayó en el juego de perder tiempo en seguirle el juego a XOCHITL, así queremos a una PRESIDENTA CONGRUENTE y con ETICA y no una BUSCA PLEITOS y PAYASA DE CIRCO, VIVA CLAUDIA ella si nos REPRESENTA.","14","que bueno que claudia sheinbaum se mantuvo firme a sus propuestas y no cayó en el juego de perder tiempo en seguirle el juego a xochitl,así queremos a una presidenta congruente y con etica y no una busca pleito y payasa de circo,viva claudia ella si nos representa.","1","0","0","-1"
"1","universal","juanrivas5250","07/04/2024","No soy experto ni mucho menos en escenarios pero ahora si como dice el dicho del chavo del 8, al INE le salió bien sin querer queriendo el debate ya que mostró el rostro de los opuestos cuando se expresaba un candidato y eso siempre lo oculta la TV en cambio cualquier mortal desearía estar en vivo ahí en el escenario para ver las expresiones contrarias. Así es que mis más amplias felicitaciones a quien realizaron este debate","0","no soy experto ni mucho menos en escenarios pero ahora si como dice el dicho del chavo del 8,al ine le salió bien sin querer queriendo el debate ya que mostró el rostro de los opuestos cuando se expresaba un candidato y eso siempre lo oculta la tv en cambio cualquier mortal desearía estar en vivo ahí en el escenario para ver las expresiones contrarias.así es que mis más amplias felicitaciones a quien realizaron este debate","0","0","1","0"
"1","universal","felixmora5356","07/04/2024","Nadie respondió nada de lo que les preguntaron, quien hace la cuenta?","1","nadie respondió nada de lo que les preguntaron,quien hace la cuenta?","-1","-1","0","-1"
"1","universal","user-dz2qt7ty2n","07/04/2024","Me gusta como ustedes abordan  los temas me voy a volver. Cómo ustedes","0","me gusta como ustedes abordan los temas me voy a volver.cómo ustedes","0","0","1","0"
"1","universal","user-jr3fu7qs3d","07/04/2024","Estuvo interesante","1","estuvo interesante","0","0","1","0"
"1","universal","arturocanales8402","07/04/2024","No puede ser, cada vez que oigo a exponer a alguien de Morena, que pobre esta nuestra política que bajo a caido, más ignorancia y terquedad imposible y sale alguien mas de Morena y desbanca al anterior.","1","no puede hacer,cada vez que oigo a exponer a alguien de morena,que pobre esta nuestra política que bajo a caído,más ignorancia y terquedad imposible y sale alguien más de morena y desbanca al anterior.","-1","0","0","0"
"1","universal","Pepe-cy1pn","07/04/2024","Xochilt se queda callada cuando dicen la vdd","9","xochitl se queda callada cuando dicen la vdd","0","0","0","-1"
"1","universal","blancamarines6637","07/04/2024","Nunca más podrá volver el PRI a el gobierno después de todo lo vivido por años","1","nunca más podrá volver el pri representado por xochitl a el gobierno después de todo lo vivido por años","0","0","0","-1"
"1","universal","luisoratoria","07/04/2024","Muy bien carlos González","0","muy bien carlos gonzález","0","0","1","0"
"1","universal","javieriche1036","07/04/2024","1:13:50 lo mas curado! la reacción de Denise que se aguantó la risa... jajajajaja!","0","1:13:50 lo más curado!la reacción de denise que se aguantó la risa...jajajajaja!","0","0","1","0"
"1","universal","armandomexicanos6130","07/04/2024","En realidad la reforma a la evaluación docente era muy buena, fue un error de Regeneración haber echado para atrás esa reforma cambio sustancial para la educación desde básica hasta superior","2","en realidad la reforma a la evaluación docente era muy buena,fue un error de regeneración haber echado para atrás esa reforma cambio sustancial para la educación desde básica hasta superior","-1","0","0","0"
"1","universal","jorgetorreshernandez4973","07/04/2024","Que vergüenza en el , 2024 y ver en que personas, vamos al futuro, las lavandera se quedaron cortas, DAN PENA AJENA","1","que vergüenza en el,2024 y ver en que personas,vamos al futuro,las lavandera se quedaron cortas,dan pena ajena","-1","-1","0","-1"
"1","universal","elchuyhernandez","07/04/2024","Pogque habla así hahahaha 🫢","0","pogque habla así hahahaha🫢","0","0","0","-1"
"1","universal","jorgepena3095","07/04/2024","Ninguno propuso bajar el ISR.","1","ninguno propuso bajar el isr.","-1","-1","0","-1"
"1","universal","Oleksandr_rt","07/04/2024","Me convence maines","2","me convence Maynez","0","1","0","0"
"1","universal","user-rv4yw9gf9d","07/04/2024","Soy. Galilea.  Tengo. 7.   Años. Maynez. vamos. Para.   Xochitl y. Claudia.","0","soy.galilea.tengo.7.años.maynez.vamos.para.xochitl y.claudia.","0","1","0","0"
"1","universal","memoio8202","07/04/2024","Universal: Es muy acertado que subliminalmente acepten la realidad pues en la imagen de portada ponen a Claudia al frente.","0","universal:es muy acertado que subliminalmente acepten la realidad pues en la imagen de portada ponen a claudia al frente.","1","0","0","0"
"1","universal","ferlanymorales4397","07/04/2024","Maynez aprobecho y le hecho mas tierra a claudia y a xochil, yo diria que gano maynez en segundo claudia y en tercero los periodistas","2","maynez aprobecho y le hecho más tierra a claudia y a xochitl,yo diria que gano maynez en segundo claudia y en tercero los periodistas","1","1","0","-1"
"1","universal","F1NEONE","07/04/2024","En el foro la conductora en el celular sin poner atención y en el debate xochitl Gálvez por estar hablando ni escucha las preguntas y pide que se las repitan, un poco más de seriedad","0","en el foro la conductora en el celular sin poner atención y en el debate xochitl galvez por estar hablando ni escucha las preguntas y pide que se las repitan,un poco más de seriedad","0","0","0","-1"
"1","universal","luisoratoria","07/04/2024","Mis respetos para la única mujer en este debate, Julieta estamos contigo","0","mis respetos para la única mujer en este debate,julieta estamos contigo","0","0","0","0"
"1","universal","lauraperezduran2508","07/04/2024","Es plantear","0","es plantear","0","0","0","0"
"1","universal","victorhugoroma6258","07/04/2024","INE manipuló en negativo las preguntas (sobre logros del gobierno) y dio más tiempo a Mochitl Gálvez...","0","ine manipuló en negativo las preguntas(sobre logros del gobierno)y dio más tiempo a xochitl galvez...","0","0","0","-1"
"1","universal","hdthdrhtr","07/04/2024","Maynez se ve muy contrentrado es el mejor dicen que de los males el menos","1","maynez se ve muy contrentrado es el mejor dicen que de los males el menos","0","1","0","0"
"1","universal","mauriciorodriquezvalencia6452","07/04/2024","En la segunda pregunta jorge hablo sobre lo que es real el inicio de campañas de las candidatas fue antes de lo debido eso es inegable el que esta en desacuerdo solo debe jaber salido a la calle en el ultimo año y medio lit todo el paos estaba lleno de pancartas  lonas y espectaculares desde mucho antes de lo permitido tambien hablo sobre las empresas con conflicto de interés las cuales si son muchas y propuso un sistema nuevo pero no específico cual u como iba s actuar  Claudia hablo sobre datos del gobierno actual seguira con la 4t y sus objetivos y toco sobre el uso de fentanilo el cual si se usaba pero de buena menera esas son cosas medicas quw se nos escapan pero realmente si tiene su punto   Xochitl volvio a atacar con el medicamento comtra piojos hablo sobre un nuevo sistema de gobierno prácticamente el cual sera escogido mediante concursos de manera cuidadana de que forma y por que ciudadanos quien sabe   A claudia se le reitera como acabara con estos casos de corrupción que aquejan el pais y ella de nuevo puso los datos del actual gobierno pero no se respondió lo que todos queremos que es aie cortaran las cabezas principales y no se usarán chivos expiatorios como siempre se a hecho u por lo visto gane quien gane se seguira haciendo","3","en la segunda pregunta jorge hablo sobre lo que es real el inicio de campañas de las candidatas fue antes de lo debido eso es inegable el que esta en desacuerdo solo debe jaber salido a la calle en el ultimo año y medio lit todo el paos estaba lleno de pancartas lonas y espectaculares desde mucho antes de lo permitido tambien hablo sobre las empresas con conflicto de interés las cuales si son muchas y propuso un sistema nuevo pero no específico cual u como iba s actuar claudia hablo sobre datos del gobierno actual seguira con la 4ta transformación y sus objetivos y toco sobre el uso de fentanilo el cual si se usaba pero de buena menera esas son cosas medicas que se nos escapan pero realmente si tiene su punto xochitl volvio a atacar con el medicamento comtra piojos hablo sobre un nuevo sistema de gobierno prácticamente el cual sera escogido mediante concursos de manera cuidadana de que forma y por que ciudadanos quien sabe a claudia se le reitera como acabara con estos casos de corrupción que aquejan el pais y ella de nuevo puso los datos del actual gobierno pero no se respondió lo que todos queremos que es aie cortaran las cabezas principales y no se usarán chivos expiatorios como siempre se a hecho u por lo visto gane quien gane se seguira haciendo","-1","1","0","-1"
"1","universal","KrishnaSandoval","07/04/2024","Amigos , porque no entienden que nada es gratis? Cuando dicen que daran cosas gratis en verdad significa ""vamos a cobras mas impuestos, el 20% ira a usteded y lo demás de corrupción"". Necesitamos reducir la inflacion y mejorar el libre mercado en mexico.","0","amigos,porque no entienden que nada es gratis?cuando dicen que daran cosas gratis en verdad significa""vamos a cobras más impuestos,el 20%ira a usteded y lo demás de corrupción"".necesitamos reducir la inflacion y mejorar el libre mercado en mexico.","-1","0","0","0"
"1","universal","sarakemp485","07/04/2024","La Xochitl que tuvo una educación muy buena que s sus padres le educaron muy bien que que qué raro que su hermana es una secuestradora que está en la cárcel","0","la xochitl que tuvo una educación muy buena que s sus padres le educaron muy bien que que qué raro que su hermana es una secuestradora que está en la cárcel","0","0","0","-1"
"1","universal","jpabloa7609","07/04/2024","plan c apoyado por Claudia,para lograr mayoría y se puedan aprobar las reformas que brindan derechos laborales.","0","plan c apoyado por claudia,para lograr mayoría y se puedan aprobar las reformas que brindan derechos laborales.","1","0","0","0"
"1","universal","user-yi6cb1mz1i","07/04/2024","Ahora sin leer, señora. 2:05:12","1","ahora sin leer,señora.2:05:12","0","0","0","-1"
"1","universal","armandovillasenorbermudez7414","07/04/2024","la verdad no peca pero incómodo verdad señor x la","1","la verdad no peca pero incómodo verdad señora xochitl la","0","0","0","-1"
"1","universal","noemimendoza9398","07/04/2024","Pobre tipo  En los 2 sexenios que gobernaron no lo hicieron  Porque tendríamos que creerles ahora . Creen que somos tontos  Pobre oposición.","0","pobre tipo en los 2 sexenios que gobernaron no lo hicieron porque tendríamos que creerles ahora.creen que somos tontos pobre oposición.","0","0","0","-1"
"1","universal","zairamcbernal7229","07/04/2024","Antes de permitirles elevarse a una candidatura, deberían hacer exámenes de competencia académica para ver si están a la altura de ser los gobernantes de una nación. Al menos desde una persectiva general como organización política, leyes, historia y economía de México.  Y otro de aptitud académica donde se evaluaran cosas como capacidad verbal; los tres candidatos en un momento u otro se vieron perdidos en su discurso y parecía que no entendían lo que se les estaba preguntando. Se supone que ellos guiarán al país??","0","antes de permitirles elevarse a una candidatura,deberían hacer exámenes de competencia académica para ver si están a la altura de hacer los gobernantes de una nación.al menos desde una persectiva general como organización política,leyes,historia y economía de méxico.y otro de aptitud académica donde se evaluaran cosas como capacidad verbal;los tres candidatos en un momento u otro se vieron perdidos en su discurso y parecía que no entendían lo que se les estaba preguntando.se supone que ellos guiarán al país??","-1","-1","0","-1"
"1","universal","user-lf2xz9hs3l","07/04/2024","Al de m.c. fue a reírse ¿Quién le estará haciendo cosquillas?","3","al de Movimiento Ciudadano, fue a reírse¿quién le estará haciendo cosquillas?","0","-1","0","0"
"1","universal","stanpines1479","07/04/2024","Pésimo moderador, y formato sin mesas expuestos y casi se le desgreñan encima","1","pésimo moderador,y formato sin mesas expuestos y casi se le desgreñan encima","0","0","-1","0"
"1","universal","pepeto72","07/04/2024","no pude terminar el post debate - No soporté a la morenista, que desesperación ese nivel de debate, Lozano y Gibran se pasan de aguantar tanta estulticia y arrogancia de esa mujer estulta","0","no pude terminar el post debate-no soporté a la morenista,que desesperación ese nivel de debate,lozano y gibran se pasan de aguantar tanta estulticia y arrogancia de esa mujer estulta","-1","0","0","0"
"1","universal","2023yo","07/04/2024","xochitl me recuerda cuando estaba en primer año de primaria","2","xochitl me recuerda cuando estaba en primer año de primaria","0","0","0","-1"
"1","universal","AzrielaNieto","07/04/2024","La cara de xochilt cuando le dicen Aquien le vendió el departamento ..","1","la cara de xochitl cuando le dicen aquien le vendió el departamento..","0","0","0","-1"
"1","universal","jainmelgoza3108","07/04/2024","Se acuerdan cundo politizaron los normalistas de ayotzinapan","1","se acuerdan cundo politizaron los normalistas de ayotzinapan","0","0","-1","0"
"1","universal","user-rv4yw9gf9d","07/04/2024","vamos. Maynez soy. Galilea","0","vamos.maynez soy.galilea","0","1","0","0"
"1","universal","user-ie6uc1mm7t","07/04/2024","Mejor ataque a xochil 31:10  2:05:00 puras mentiras","1","mejor ataque a xochitl 31:10 2:05:00 puras mentiras","0","0","0","-1"
"1","universal","javierrm6176","07/04/2024","Va ser el infonavit el que va a construir las viviendas, o para variar el ejercito, al final aunque es de chocolate Mainez fue más propositivo.","0","va hacer el infonavit el que va a construir las viviendas,o para variar el ejercito,al final aunque es de chocolate maynez fue más propositivo.","0","1","0","0"
