User,arroba,hora de publicación,publicación
Isaias Rodrigo Sanchez Ibarra,@Isaias Rodrigo Sanchez Ibarra,None,"Corazón naranja 🍊. Maynez sigue firme."
Martin Peña,@Martin Peña,None,"🇲🇽 ThanksDoc4T 🇲🇽. Con Morena seguimos adelante."
joshua Lazcano,@joshua Lazcano,None,"¡Oh God! 60% papáaaaaaaa! La emoción no cabe en mí."
Javier Ciro,@Javier Ciro,None,"Fuera el PAN, ya no más de lo mismo."
Danna Gamer 356,@Danna Gamer 356,None,"¡Claudia, Claudia, Claudia!!!! Vamos con todo."
Miguel Peña,@Miguel Peña,None,"¡Felicidades Claudia Sheinbaum, primera presidenta de la nación! El cambio es inevitable."
Vanesa Hernandez,@Vanesa Hernandez,None,"Que gane Claudia, necesitamos una presidenta fuerte."
Maribel Perez,@Maribel Perez,None,"No manda ya el gobierno, manda el pueblo. Claudia presidenta!!! Le pese a quienes vivían de los beneficios del PAN y el PRI."
SYMG,@SYMG,None,"Ya ganó Claudia y también Clara Brugada, es un nuevo comienzo."
A. Ulises Águila Garcia G.,@A. Ulises Águila Garcia G.,None,"No saben cómo ansío ver la jeta de la botarga ❗😂😂😂."
joshua Lazcano,@joshua Lazcano,None,"🇲🇽🇲🇽 LA NUEVA COMANDANTE SUPREMA DE LAS FUERZAS ARMADAS MEXICANAS, CLAUDIA SHEINBAUM PARDO!! 🇲🇽🇲🇽."
Enrique Espinoza,@Enrique Espinoza,None,"Oye Fox, ¿qué tal tu pensión? XD."
Linda Pena,@Linda Pena,None,"Ya perdimos la ciudad por Claudia, no sabemos qué vendrá."
Miss Jessy,@Miss Jessy,None,"Jajajajajajajajajaja, el panorama sigue siendo un chiste para muchos."
Martin Peña,@Martin Peña,None,"🇲🇽 ThanksDoc4T 🇲🇽, seguimos construyendo juntos."
Pedro Escalera,@Pedro Escalera,None,"Viva Morena 🤩, el cambio está aquí."
Enoc Nya,@Enoc Nya,None,"Pura Sheibaum, no hay más que decir."
~Nestor~,@~Nestor~,None,"Claudia, Queen of Mexico. Ya se siente el cambio."
Freddy Gamer 360,@Freddy Gamer 360,None,"Saquen al PRIAND, ya no hay lugar para ellos."
Aki Sawyer,@Aki Sawyer,None,"Claudia, te amo y también a mi novia. ¡Es un día de amor y esperanza!"
Maribel Perez,@Maribel Perez,None,"No manda ya el gobierno, manda el pueblo, entienden? Pero se sienten perdidos por eso su amarillismo. Claudia presidenta!!! Le pese a quienes tenían beneficios del PAN y el PRI. 70 años robando."
trbl,@trbl,None,"¡Claudia va a ganar! ❤🤍❤🤍❤🤍❤🤍. Todo está a favor del progreso."
Victor Manuel,@Victor Manuel,None,"Andan muy callados los prianistas, ya no tienen excusas."
Hector Cervantes,@Hector Cervantes,None,"¡Viva Maynez! Su momento está cerca."
Fátima Rubio,@Fátima Rubio,None,"Gracias por vender sus votos, ahora tendré que migrar del país. Una decisión que nos costará."
Briseida Estrella Montoya Bravo,@Briseida Estrella Montoya Bravo,None,"¡Claudia! Es el momento de darlo todo."
Camdraw,@Camdraw,None,"No va a ganar Claudia, pero seguimos atentos."
Maribel Perez,@Maribel Perez,None,"No manda ya el gobierno, manda el pueblo, entienden? Pero se sienten perdidos por eso su amarillismo. Claudia presidenta!!! Le pese a quienes tenían beneficios del PAN y el PRI. 70 años robando."
el democrático azul y blanco,@el democrático azul y blanco,None,"Xochilt Xochilt Xochilt ❤️❤️❤️. El cambio que necesitamos."
omar sanchez,@omar sanchez,None,"Esta Xóchitl es una perdedora, no sabe representar."
Briseida Estrella Montoya Bravo,@Briseida Estrella Montoya Bravo,None,"Claudia, el futuro está asegurado contigo."
pedro hernandez,@pedro hernandez,None,"Viva Morena, es hora de seguir avanzando."
trbl,@trbl,None,"¡Claudia va a ganar!!!!!! ❤🤍❤🤍❤🤍❤🤍."
Mari Ramírez,@Mari Ramírez,None,"Mi mamá está llorando de tristeza, ya se veía con su despensa cada mes. Ahora nos roban impuestos y recursos del país."
Gaticristo-2009,@Gaticristo-2009,None,"Que se caiga el sistema si hacen fraude, no más injusticias."
Yeezy 808,@Yeezy 808,None,"Maynez, Maynez, Maynez, el más perdedor 🧡🧡."
lizeth 45,@lizeth 45,None,"¿Alguien que me diga dónde puedo ver cuando se declare ganad@r de la presidencia por favor? ❤❤."
Victor Manuel,@Victor Manuel,None,"Andan muy callados los prianistas, el tiempo ya no está a su favor."
Natt Vega,@Natt Vega,None,"Claudia, tu patrona 💗🤗. Cada paso nos lleva al cambio."
Alejandro Oli,@Alejandro Oli,None,"Siento decirles a los fifís que Claudia está arrasando. Lleva el doble en el PREP jejeje."
Gaticristo-2009,@Gaticristo-2009,None,"Se acabaron los privilegios para los ricos, ahora sí vamos por igualdad."
Maria Fernanda Rivera,@Maria Fernanda Rivera,None,"¿Por qué no hablan de toda la trampa que hubo en las elecciones? 🥹."
Rodrax 999,@Rodrax 999,None,"Si gana Xóchitl nos vamos a la 💩, ya lo sabemos."
LuisEmilioTube,@LuisEmilioTube,None,"Viva Morena, seguimos construyendo."
Maribel Perez,@Maribel Perez,None,"No manda ya el gobierno, manda el pueblo, entienden? Pero se sienten perdidos por eso su amarillismo. Claudia presidenta!!! Le pese a quienes tenían beneficios del PAN y el PRI. 70 años robando."
David Omar,@David Omar,None,"Va a ganar Claudia, no hay duda."
Angel Campuzano,@Angel Campuzano,None,"Muchos abrazos para los narcos, ya que están celebrando con ustedes. Una ironía dolorosa."
Nahomi Lugo Perez,@Nahomi Lugo Perez,None,"Todo México va por Xochitl, es la esperanza de muchos."
Brian Kevin Bautista Flores,@Brian Kevin Bautista Flores,None,"¿A qué hora dan los resultados? La espera desespera."
Gaticristo-2009,@Gaticristo-2009,None,"Que me mientan todas menos Claudia 🗣❗❗❗. Ella trae el cambio."
el democrático azul y blanco,@el democrático azul y blanco,None,"Xóchitl Gálvez presidenta ❤️, es su momento."
Héctor HV,@Héctor HV,None,"Va ganando Morena con 58.9% según el INE, parece definitivo."
Jonathan RH,@Jonathan RH,None,"GANO CLAUDIAAA, la primera presidenta de México."
Carlos Vian,@Carlos Vian,None,"¡Vamos Claudia! Es quien ganará!!! 👏🏽👌🏽🥳😎."
Alondra Barron,@Alondra Barron,None,"Que gane Claudia, ya es tiempo."
Vania Méndez,@Vania Méndez,None,"Ya ganó Claudia, y soporten. Es momento de un cambio."
Cherry Blood,@Cherry Blood,None,"Arriba el comunismo, el país necesita ajustes radicales."
Jose Antonio Pérez Sánchez,@Jose Antonio Pérez Sánchez,None,"Dan pena ajena los que dicen que ya ganó Xóchitl. No ven la realidad."
Andrea Natalia Sandoval Rodríguez,@Andrea Natalia Sandoval Rodríguez,None,"Vamos Xóchitl! Cada voto cuenta."
Lizzeth Pineda,@Lizzeth Pineda,None,"Cásate conmigo Claudia, eres inspiración pura."
Panfletita_De Corazón56,@Panfletita_De Corazón56,None,"Fuera Xóchitl, ya no más excusas."
Marcusmonkey2000,@Marcusmonkey2000,None,"Maynez Maynez 🧡💛💜, sigue siendo nuestro líder."
Lic. Angélica Sandoval,@Lic. Angélica Sandoval,None,"Venga Xóchitl!!! Tienes mi apoyo total."
Severo de Santiago,@Severo de Santiago,None,"Ni modo Xóchitl, a vender gelatinas. Llévate al Zócalo al marihuano de Fox para que te ayude a cobrar."
A. Isaac,@A. Isaac,None,"Claudia mi patrona 🥵🥵, sigue liderando el cambio."
Pingüino Piki,@Pingüino Piki,None,"Claudia Claudia Claudia presidenta, vamos con todo."
Andrea Natalia Sandoval Rodríguez,@Andrea Natalia Sandoval Rodríguez,None,"Vamos Xóchitl, aún podemos lograrlo."
Gaticristo-2009,@Gaticristo-2009,None,"Otro Venezuela ya no saben qué decir ajajajaj."
vixen_r,@vixen_r,None,"Viva Sheinbaum, el futuro se construye ahora."
César Velázquez,@César Velázquez,None,"Estamos contigo Claudia 💪🏼💪🏼💪🏼💪🏼, sigamos juntos hacia adelante."
Benjamin Modesto,@Benjamin Modesto,None,"Claudia 🥰 🥰 🥰, una líder que inspira confianza."
Gaticristo-2009,@Gaticristo-2009,None,"No se saben otra que repetir como loros lo de Venezuela?? Ya basta."
Jesús Ramos,@Jesús Ramos,None,"Viva Morena, el cambio sigue avanzando."
Sandra G,@Sandra G,None,"Xóchitl presidenta! El país lo necesita."
Hannah1111,@Hannah1111,None,"Fuera Morena, ya basta de lo mismo disfrazado de cambio."
Alejandra Azcorra,@Alejandra Azcorra,None,"¿Quién votaría por Claudia? Para que sigan la corrupción, las mentiras y la violencia."
César Velázquez,@César Velázquez,None,"Claudia es la mejor opción. Vamos con todo hacia un México mejor."
Pingüino Piki,@Pingüino Piki,None,"Xóchitl al basurero de la historia nacional, no representa un futuro claro."
Benjamin Modesto,@Benjamin Modesto,None,"Claudia 🥰 🥰 🥰, nuestra esperanza sigue viva."
asud alib,@asud alib,None,"No había competencia, por supuesto que la ganadora será Claudia. Good vibes para México."
Raphael Escobar,@Raphael Escobar,None,"No más corrupción, no más narco política. Necesitamos soluciones reales, no abrazos sin balazos."
Gaby 🎸,@Gaby 🎸,None,"Maynez, en ti confío. Sigamos construyendo el cambio."
Gaticristo-2009,@Gaticristo-2009,None,"Claudia, nuestra esperanza sigue firme."
Brandon Rodriguez,@Brandon Rodriguez,None,"¡Ya ganó Xóchitl! ❤❤❤❤❤❤."
Ivan g,@Ivan g,None,"Claudia desde Canadá 🇨🇦. El mundo también la apoya."
Ramirez Martinez Luis Francisco,@Ramirez Martinez Luis Francisco,None,"El pueblo sabe que con Claudia es mejor. El futuro está claro."
Yoshi,@Yoshi,None,"¡Vamos Xóchitl! 💚🤍❤. Es momento de un cambio."
Andrés Mendoza Moreno,@Andrés Mendoza Moreno,None,"¡Xóchitl! Tú eres mi pastora y señora de la verdad, ya ganamos!"
Alejandra Azcorra,@Alejandra Azcorra,None,"Ganó Xóchitl, el cambio está aquí."
NighxMX,@NighxMX,None,"Gano Claudia, weyes. Ya es un hecho."
Jordan Alexander,@Jordan Alexander,None,"¡Viva México, viva Morena! 🇲🇽🇲🇽🇲🇽 Claudia presidenta."
Norberto Diaz,@Norberto Diaz,None,"CLAUDIIIIIAAAAAAAAA 🇲🇽🇲🇽🇲🇽. Una presidenta para todos."
Xomara,@Xomara,None,"Claudia... Claudia... Claudia. ¡Ganamos! Más de 30 millones de mexicanos unidos por el cambio."
slave,@slave,None,"Ya ganamos hermanos mexicanos. Todos con Claudia."
Hannah1111,@Hannah1111,None,"¡Viva México! 🇲🇽 ¡Viva México! 🇲🇽 Claudia presidenta."
Gaticristo-2009,@Gaticristo-2009,None,"Confiamos en ti Claudia. Ahora es tu momento."
Berlin V DUCK OFICIAL,@Berlin V DUCK OFICIAL,None,"Viva Claudia presidenta 😘. Estamos contigo."
Freddy Ley25,@Freddy Ley25,None,"A los que votan por Claudia, les mando mi cuenta para que depositen lo que nos va a robar. Una crítica necesaria."
Rafa117,@Rafa117,None,"¿Ya lo anunciaron? La espera es interminable."
impostor 205,@impostor 205,None,"Una mesa imparcial sería lo mejor, pero solo ven por ellos mismos. Necesitamos transparencia."

