User,arroba,hora de publicación,publicación
🎸🆆🅾🅽2⃣🆂🅺🅴🅻🎧💀,@won2skel,09:34,"""🗳️🇲🇽Hoy 2 de junio, Listo mi voto desde Cancún en estas #EleccionesMexico2024 para la próxima presidenta de México #ClaudiaPresidentaDeMéxico2024 Claudia Sheinbaum Pardo y TODO MORENA. VIVA MORENA señores! #votaciones2024"""
Chuy Mx,@chuymlopez,09:31,"""Último machetazo al PRIAN! Vamos #ClaudiaPresidentaDeMéxico2024"""
Samantha,@Samanth23347499,09:31,"""Lo más bonito, nuestra primera presidenta 🥹 #ClaudiaPresidentaDeMéxico #ClaudiaPresidentaDeMéxico2024"""
Prashant El Pandillero Acarreado,@TaipingPrashant,09:30,"""Seis de seis, TODO @PartidoMorenaMx !!! #EsUnHonorEstarConObrador #EsUnHonorEstarConClaudiaHoy #ClaudiaPresidentaDeMexico2024 #ClaudiaArrasa"""
Abner Mtz. ☭,@abner_avner,09:29,"""5 de 5, aplicando el Plan C. #ClaudiaPresidentaDeMéxico2024 #ClaudiaArrasará"""
Marlène P. López 🇲🇽⚜️,@Marlene_P_Lopez,09:29,"""En respuesta a @Claudiashein Si realmente crees que Mexicanos pueden lograr que esto funcione, votar por #ClaudiaPresidentaDeMéxico2024. Deja de vivir en una burbuja. México tiene mucho más potencial. #XochitlEsUnPeligroParaMéxico"""
🇲🇽 ÁNGEL PERHZ 🇲🇽,@AngelyPerhz,09:28,"""Listo mi voto para cladia y clara hagamos historia . #ClaudiaPresidentaDeMéxico2024"""
Jessica Rios,@JessRRios,09:24,"""#ClaudiaPresidentaDeMéxico2024 #PlanC_VotoMasivoPorMorena2024 #AmorConAmorSePaga"""
DJ PipeBoass¯\_(ツ)_/¯,@djpipeboom,09:23,"""#ClaudiaPresidentaDeMéxico2024"""
Temo LpZ 🇲🇽,@Temo_0,09:22,"""Que siga la transformación, arriba la 4T y arriba la presidenta Dra. @Claudiashein #ClaudiaPresidentaDeMéxico2024"""
miss sentidas condolencias,@FatiMaldad,09:22,"""Gracias presidente @lopezobrador_ #ClaudiaPresidentaDeMéxico2024 #ClaraJefaDeGobierno #EleccionesMx2024"""
Chairo Blancartovich,@Blancarte2022,09:18,"""Viva la 4T .. y Viva México #VotoMasivoPorMorenaPTPV2024 #ClaudiaPresidentaDeMéxico2024 #ClaraBrugadaJefaDeGobierno #SomosMillonesConAMLO"""
ING Jose Quintero,@JoseQui58368,09:18,"""En respuesta a @morena_nos_MATA @PartidoMorenaMx y @Claudiashein Jajajajajajajaja pobre pendejo #VotoMasivoMorenaPTyPV #ClaudiaPresidentaDeMéxico2024"""
Sergio Núñez 🇲🇽 🇵🇸 #RedAMLOVE #4T🍀,@sergio_nunezm,09:17,"""#ClaudiaPresidentaDeMéxico2024 🇲🇽"""
Anne,@Anne_Johann20,09:17,"""#PlanC_YaEstáEnMarcha #EleccionesMéxico2024 #ClaudiaPresidentaDeMéxico2024"""
Alfredo Garay,@alfredo_ga2453,09:14,"""somos millones que queremos un mejor país #ClaudiaPresidentaDeMéxico2024 #VotoMasivoPorMorenaPTPV2024"""
PatCouret,@PatCouret,09:13,"""En respuesta a @PatCouret #ClaudiaPresidentaDeMéxico2024 #PlanC #VotoMasivoMorenaPlanC"""
Rog R,@RogelioRendn1,09:12,"""Mi voto secreto.... Por... #ClaudiaPresidentaDeMéxico2024"""
Carlos,@Carlos49521366,09:09,"""no votar por esta obesa de mierda, acuerdense que le quiere das más privilegios a las empresas que a la gente trabajadora #ClaudiaPresidentaDeMéxico2024"""
ORLANDO GARCIA,@RPORLANDO,09:09,"""Listo mi voto para nuestra Próxima Presidenta de México 🇲🇽 @Claudiashein #ClaudiaArrasará #ClaudiaPresidentaDeMéxico2024"""
Yoanna 💋,@yoannagq,09:09,"""@INEMexico no se supone que estamos en “veda electoral”? los fachos andan desesperados metiendo a la religión porque es lo único que les queda, lo bueno es que en este hogar somos ateos, que CHSPTM el PRIAND ✊🏼 @Claudiashein #ClaudiaPresidentaDeMéxico2024"""
Froylan Lara✒️,@biofroy,09:09,"""Día histórico para México ❤️ #ClaudiaPresidentaDeMéxico #ClaudiaArrasará #ClaudiaPresidentaDeMéxico2024 #ClaudiaYaEresPresidenta"""
arturo sanchez ramos,@arthursanchez1,09:01,"""Vamos por el plan C! vamos por la verdadera democracia! #ClaudiaPresidentaDeMéxico2024"""
DVD 📀 #redAMLOVE 💖,@0k_dvd,09:47,"""Haciendo patria!!! #ClaudiaPresidentaDeMéxico #ClaudiaPresidentaDeMéxico2024"""
jerry aguilar,@gerasagitario,09:58,"""Esta Hecho Voto por correo #ClaudiaPresidentaDeMéxico2024"""
AlArAnMa,@AlArAnMa,09:16,"""En respuesta a @LOVREGA Al segundo piso de la 4T Hacia allá vamos #ClaudiaPresidentaDeMéxico2024"""
Lidia Quevedo,@MliliQ,09:56,"""Siiiiiii vamos a tener presidenta #judía nada me pone más feliz, vamos por @Claudiashein #ClaudiaPresidentaDeMéxico2024"""
nickvergara,@vergaranicolaz,09:25,"""En respuesta a @ChumelTorres Hoy el el día #ClaudiaPresidentaDeMéxico2024"""
Ana Martínez,@anylaump,09:46,"""Mi voto es para @Claudiashein @ClaraBrugadaM #ClaudiaPresidentaDeMéxico2024"""
Esteban Rivera,@0Ultranietzsche,09:30,"""Hoy 2 de junio de 2024 he ejercido mi voto por la primera mujer presidente de México, Claudia Sheinbaum. Me tardé 2 horas en pasar a votar porque hay filas interminables, les recomiendo ir con paciencia. #EsClaudiaPresidentaDeMéxico #ClaudiaPresidentaDeMéxico2024 😎"""
Izrael Bretón ☭,@izraelbreton,09:59,"""De aquí al Zócalo a festejar #Claudia #ClaudiaArrasará #ClaudiaPresidentaDeMéxico #EleccionesMéxico2024"""
Tmore🦅™️®️,@Tmore_68,09:59,"""En respuesta a @JuanRiosCantu No te preocupes, nadie te juzga putito @JuanRiosCantu , eso ya fue votado en contra. #EleccionesMéxico2024 #XochitlGálvezPresidenta24"""
El Rafa Politique,@rafa_serrano,09:59,"""Mucha gente votando…Eso me anima y me da esperanzas. Espero que la gente decida bien, que decida con inteligencia. Yo  #YaVotéporXóchitl #EleccionesMéxico2024 #YaSeVanLosCorruptos #AMLOYClaudiaSonLaMuerte #NarcoPresidenteAML061"""
Luc🍀🌌,@Luc_Mart93,09:58,"""#ClaudiaArrasará #ClaudiaPresidentaDeMéxico #EleccionesMéxico2024"""
Felipe 🟡🐍,@wacharomaja,09:57,"""Yo voté #XochitlGálvezPresidenta24 #EleccionesMéxico2024 y todo por el PAN #MorenaYaSevan"""
Daniel Echeverría A.,@DaEcheverriaMX,09:57,"""En estas #EleccionesMéxico2024 voté por @AccionNacional premiando su trabajo legislativo. En Presidencia, creo necesario impulsar el registro del @PRDMexico , un partido necesario como el ala socialdemócrata de la alianza. Gracias al PRD, hoy estamos por aquí."""
Adriana Ortega,@AdrianaMaOrAl,09:56,"""En respuesta a @MissSunshine4 y @lopezobrador_ Yo igual, mis 5 votos fueron para MORENA.👊 #EleccionesMéxico2024"""
Alex Santiago Angeles,@santiagoalex_,09:55,"""Recuerda que votar es un derecho y una obligación. #XóchitlGálvezPresidenta #EleccionesMéxico2024"""
César Hdez,@CesarHdezMx,09:54,"""Vale la pena 1 hora en la fila a chingarnos otros 6 años de terror. #YoYaVoté #InundemosLasUrnas #EleccionesMéxico2024 #XóchitlGálvezPresidenta"""
Doña FiFí 👵🏼,@fifislyck,09:54,"""Se logró prrrosssssss Por cierto, nunca había votado por el @PRDMexico 😝 Equis vamos a ganar #EleccionesMéxico2024 #VotoPorMéxico"""
Daniel AF,@DanyBoy2505,09:53,"""#EleccionesMéxico2024 #MexicoConXóchitlGálvez #México2024 #YoVotarePorXóchitl #EleccionesMéxico2024"""
Isabel Guerra,@IsabelGuerraMx,09:53,"""Listo!!! Casillas repletas de gente haciendo fila. Venga México!!!!! #EleccionesMexico2024 #XochitlGálvezPresidenta"""
Silvia Estrada,@nena_mostr,09:53,"""Más de 45 minutos en la fila y lo que falta… pero nada nos hará dejar de votar!! #EleccionesMéxico2024 #XóchitlGálvezPresidenta #YoVotarePorXóchitl"""
Luka,@MardmeV,09:52,"""Es un honor mandar ALV a Obrador!!! #XochitlGálvezPresidenta24 #YoVotarePorXóchitl #FueraLosCriminalesDeMORENA #EleccionesMéxico2024"""
ELISA #ClaudiaPresidenta,@ericsoncr,09:52,"""En respuesta a @Claudiashein Que viva la futura presidenta. Dra. Claudia Sheinbaum Pardo Yo le di #VotaTodoMorena #EleccionesMéxico2024 #ClaudiaArrasará"""
Fernando Torres,@Soy_El_Destino,09:52,"""La neta @Xochitl2024 nos dejó buenos memes, pero cero capaz como candidata, menos para gobernar, por eso Vota TODO Morena #EleccionesMéxico2024"""
Luc🍀🌌,@Luc_Mart93,09:51,"""Orgulloso de haber votado. La elección de la primera mujer Presidente de Mx marca un hito en nuestra historia, estoy emocionado de ser parte de este momento la neta. Tengo esperanza y optimismo, deseo prosperidad y éxito para Mx. #ClaudiaPresidentaDeMéxico #EleccionesMéxico2024"""
AzoresMx,@azoresmx,09:51,"""Que triste ver a la juventud que hace seis años tenía una mirada de júbilo y alegría desbordante… y hoy día… 🥹. La 4T mata todo, hasta las ilusiones… @juanburgos @MaxKaiser75 #EleccionesMéxico2024"""
Adela Muñiz,@AdeMuniz,09:50,"""¿Y tú ya votaste? #Yoya #EleccionesMéxico2024 #4taTransformación"""
Jose Iran Rodriguez,@Joe_Veracruz,09:49,"""Toda mi vida de votante que no es mucha, veía a sres. Del #Pri y #pan, peleándose y tirándose en la fila del voto, hoy me muero de risa, al verlos platicar juntos, increíbleeeee #Veracruz #EleccionesMexico2024"""
Maity R Gallareta,@maity_rg,09:49,"""No diré que voté por #XóchitlGálvezPresidenta pero habrá señales. #EleccionesMéxico2024 #VivaMéxico"""
✨RUBÉN 🍀,@RUBENRBN2021,09:49,"""VAMOS TODOS CON XÓCHITL #EleccionesMéxico2024 #InundemosLasUrnas #XochitlGálvezPresidenta24"""
EuSou  🇲🇽,@aranzzamx,09:48,"""#EleccionesMéxico2024 #QueSigaLaTransformacion"""
RobertoTJ,@DonRoberTJ,09:47,"""#YaVoté #EleccionesMéxico2024 #XochitlGálvezPresidenta24"""
Diego Guillén,@DiegoGGuillen,09:45,"""Amigos de la 4T, si quieren que la transformación siga, no olviden que la única forma es votar de la siguiente manera, así garantizan la muerte del PRIAN. #EleccionesMéxico2024"""
José Luis Olguín Sánchez,@JL23692,09:44,"""Presidente @lopezobrador_ gracias por dar tanto amor a su pueblo, gracias por devolvernos la dignidad!! Gracias por tanto!!! #SigamosHaciendoHistoria #EleccionesMéxico2024 #2DeJunio"""
Sergio Angelo,@soysergioangelo,09:42,"""🇲🇽🔥Cuando al fin logre ser un #patriota de verdad, no diré nada, pero habrá señales. #EleccionesMéxico2024 #ClaudiaPresidentaDeMéxico2024"""
RIOaxaca,@rioaxaca,09:42,"""#Oaxaca #EleccionesMexico2024 Jaime Larrazabal Bretón (@JLarrazabalB) candidato del PRD (@PRDOaxacaA) a presidente municipal de la ciudad de Oaxaca ya votó esta mañana."""
B€rNY Ch@iR0,@__B3RN4RD0__,09:40,"""En respuesta a @AlvarezMaynez Es preferible llegar a acuerdos con @AlvarezMaynez y MC, que con los ratas 🐁🐀🐹 del PRIAND... 😌 #EleccionesMéxico2024 #ClaudiaPresidentaDeMéxico"""
OPLV,@KaijuMundo,09:40,"""Derecho ejercido, se votó por la Dr. Claudia Sheinbaum Pardo y Morena, para seguir construyendo un futuro mejor 🥰❤️✨ #EleccionesMéxico2024 #ClaudiaArrasará #ClaudiaPresidentaDeMéxico @PartidoMorenaMx @Claudiashein"""
Guillermo Reyes,@CondesaEquidad,09:39,"""Para los foráneos pregunten e investiguen sobre cuántas boletas hay y no desistan. Resistan es un momento importante para nuestro país. No dejemos que vuelva el PRIAN. #condesa #EleccionesMéxico2024 #EleccionesMéxico"""
Pollito Milán,@i_milan,09:37,"""Yo ya ejercí mi derecho y obligación... Y ustedes? #XochitlGálvezPresidenta24 #EleccionesMéxico2024"""
Manuek G,@JuanGarciaGtez,09:36,"""No hay votos perdidos, vamos con @AlvarezMaynez 🟠 #EleccionesMéxico2024"""
cc,@ccblascor,09:36,"""POR MÉXICO 🇲🇽 @Xochitl2024 @STaboadaMx #EleccionesMéxico2024 #XochitlGálvezPresidenta #MexicoConXóchitlGálvez"""
tu Matrioshka @ Kartush,@tumatrioshka,09:36,"""El perrito dio la bienvenida 🤗 #XóchitlGálvezPresidenta #EleccionesMéxico2024"""
🍉,@SummerAmoureux,09:35,"""¡Qué emoción! 🥳🎉😬😁 #ClaudiaSheinbaumPresidentaDeMexico2024 #EleccionesMéxico2024 #ClaudiaArrasará"""
More Sanvel ✖️,@jsv_more,09:35,"""En respuesta a @marc_lopez11 Servidores de la narco secta.. #EleccionesMéxico2024 #YoVotarePorXóchitl"""
chaneque!,@princehump1,09:35,"""#XochitlGálvezPresidenta24 #EleccionesMéxico2024"""
Diego Guillén,@DiegoGGuillen,09:33,"""Bien trepados en el vochoXóchitl!!! #EleccionesMéxico2024"""
Althusser_dbl🚩,@UlrikeMeinhof96,09:33,"""Hoy votamos y dejamos de ser residuales, que sepan que nosotros no olvidamos. Que el PRIAN se vaya al basurero de la historia. Revisionismo o Barbarie, nunca olvidar!!!! #EleccionesMéxico2024 #ClaudiaPresidentaDeMéxico"""
Daniel AF,@DanyBoy2505,09:53,"""#EleccionesMéxico2024 #MexicoConXóchitlGálvez #México2024 #YoVotarePorXóchitl #EleccionesMéxico2024"""
Isabel Guerra,@IsabelGuerraMx,09:53,"""Listo!!! Casillas repletas de gente haciendo fila. Venga México!!!!! #EleccionesMexico2024 #XochitlGálvezPresidenta"""
Silvia Estrada,@nena_mostr,09:53,"""Más de 45 minutos en la fila y lo que falta… pero nada nos hará dejar de votar!! #EleccionesMéxico2024 #XóchitlGálvezPresidenta #YoVotarePorXóchitl"""
Luka,@MardmeV,09:52,"""Es un honor mandar ALV a Obrador!!! #XochitlGálvezPresidenta24 #YoVotarePorXóchitl #FueraLosCriminalesDeMORENA #EleccionesMéxico2024"""
ELISA #ClaudiaPresidenta,@ericsoncr,09:52,"""En respuesta a @Claudiashein Que viva la futura presidenta. Dra. Claudia Sheinbaum Pardo Yo le di #VotaTodoMorena #EleccionesMéxico2024 #ClaudiaArrasará"""
Fernando Torres,@Soy_El_Destino,09:52,"""La neta @Xochitl2024 nos dejó buenos memes, pero cero capaz como candidata, menos para gobernar, por eso Vota TODO Morena #EleccionesMéxico2024"""
Luc🍀🌌,@Luc_Mart93,09:51,"""Orgulloso de haber votado. La elección de la primera mujer Presidente de Mx marca un hito en nuestra historia, estoy emocionado de ser parte de este momento la neta. Tengo esperanza y optimismo, deseo prosperidad y éxito para Mx. #ClaudiaPresidentaDeMéxico #EleccionesMéxico2024"""
AzoresMx,@azoresmx,09:51,"""Que triste ver a la juventud que hace seis años tenía una mirada de júbilo y alegría desbordante… y hoy día… 🥹. La 4T mata todo, hasta las ilusiones… @juanburgos @MaxKaiser75 #EleccionesMéxico2024"""
Adela Muñiz,@AdeMuniz,09:50,"""¿Y tú ya votaste? #Yoya #EleccionesMéxico2024 #4taTransformación"""
Jose Iran Rodriguez,@Joe_Veracruz,09:49,"""Toda mi vida de votante que no es mucha, veía a sres. Del #Pri y #pan, peleándose y tirándose en la fila del voto, hoy me muero de risa, al verlos platicar juntos, increíbleeeee #Veracruz #EleccionesMexico2024"""
Maity R Gallareta,@maity_rg,09:49,"""No diré que voté por #XóchitlGálvezPresidenta pero habrá señales. #EleccionesMéxico2024 #VivaMéxico"""
✨RUBÉN 🍀,@RUBENRBN2021,09:49,"""VAMOS TODOS CON XÓCHITL #EleccionesMéxico2024 #InundemosLasUrnas #XochitlGálvezPresidenta24"""
EuSou  🇲🇽,@aranzzamx,09:48,"""#EleccionesMéxico2024 #QueSigaLaTransformacion"""
RobertoTJ,@DonRoberTJ,09:47,"""#YaVoté #EleccionesMéxico2024 #XochitlGálvezPresidenta24"""
Diego Guillén,@DiegoGGuillen,09:45,"""Amigos de la 4T, si quieren que la transformación siga, no olviden que la única forma es votar de la siguiente manera, así garantizan la muerte del PRIAN. #EleccionesMéxico2024"""
José Luis Olguín Sánchez,@JL23692,09:44,"""Presidente @lopezobrador_ gracias por dar tanto amor a su pueblo, gracias por devolvernos la dignidad!! Gracias por tanto!!! #SigamosHaciendoHistoria #EleccionesMéxico2024 #2DeJunio"""
Sergio Angelo,@soysergioangelo,09:42,"""🇲🇽🔥Cuando al fin logre ser un #patriota de verdad, no diré nada, pero habrá señales. #EleccionesMéxico2024 #ClaudiaPresidentaDeMéxico2024"""
RIOaxaca,@rioaxaca,09:42,"""#Oaxaca #EleccionesMexico2024 Jaime Larrazabal Bretón (@JLarrazabalB) candidato del PRD (@PRDOaxacaA) a presidente municipal de la ciudad de Oaxaca ya votó esta mañana."""
B€rNY Ch@iR0,@__B3RN4RD0__,09:40,"""En respuesta a @AlvarezMaynez Es preferible llegar a acuerdos con @AlvarezMaynez y MC, que con los ratas 🐁🐀🐹 del PRIAND... 😌 #EleccionesMéxico2024 #ClaudiaPresidentaDeMéxico"""
OPLV,@KaijuMundo,09:40,"""Derecho ejercido, se votó por la Dr. Claudia Sheinbaum Pardo y Morena, para seguir construyendo un futuro mejor 🥰❤️✨ #EleccionesMéxico2024 #ClaudiaArrasará #ClaudiaPresidentaDeMéxico @PartidoMorenaMx @Claudiashein"""
Guillermo Reyes,@CondesaEquidad,09:39,"""Para los foráneos pregunten e investiguen sobre cuántas boletas hay y no desistan. Resistan es un momento importante para nuestro país. No dejemos que vuelva el PRIAN. #condesa #EleccionesMéxico2024 #EleccionesMéxico"""
Pollito Milán,@i_milan,09:37,"""Yo ya ejercí mi derecho y obligación... Y ustedes? #XochitlGálvezPresidenta24 #EleccionesMéxico2024"""
Manuek G,@JuanGarciaGtez,09:36,"""No hay votos perdidos, vamos con @AlvarezMaynez 🟠 #EleccionesMéxico2024"""
cc,@ccblascor,09:36,"""POR MÉXICO 🇲🇽 @Xochitl2024 @STaboadaMx #EleccionesMéxico2024 #XochitlGálvezPresidenta #MexicoConXóchitlGálvez"""
tu Matrioshka @ Kartush,@tumatrioshka,09:36,"""El perrito dio la bienvenida 🤗 #XóchitlGálvezPresidenta #EleccionesMéxico2024"""
🍉,@SummerAmoureux,09:35,"""¡Qué emoción! 🥳🎉😬😁 #ClaudiaSheinbaumPresidentaDeMexico2024 #EleccionesMéxico2024 #ClaudiaArrasará"""
More Sanvel ✖️,@jsv_more,09:35,"""En respuesta a @marc_lopez11 Servidores de la narco secta.. #EleccionesMéxico2024 #YoVotarePorXóchitl"""
chaneque!,@princehump1,09:35,"""#XochitlGálvezPresidenta24 #EleccionesMéxico2024"""
Diego Guillén,@DiegoGGuillen,09:33,"""Bien trepados en el vochoXóchitl!!! #EleccionesMéxico2024"""
Althusser_dbl🚩,@UlrikeMeinhof96,09:33,"""Hoy votamos y dejamos de ser residuales, que sepan que nosotros no olvidamos. Que el PRIAN se vaya al basurero de la historia. Revisionismo o Barbarie, nunca olvidar!!!! #EleccionesMéxico2024 #ClaudiaPresidentaDeMéxico"""
Emiliano,@Emiliano_TM10,09:32,"""Y YA SE VA MORENA!! #EleccionesMéxico2024"""
EduAMLO Moreno,@lalomoreno83,09:32,"""Voto informado. Voto con convicción, sin prejuicios. Voto por el proyecto humanista, democrático y de prosperidad compartida. Voto por que siga el obradorismo haciendo justicia a los que menos tienen. #ClaudiaPresidentaDeMéxico #EleccionesMéxico2024"""
Bigotitos de Gatito,@PinkMojitow,09:32,"""Muchas de mis vecinas (#TiasPanistas) también fueron a votar temprano y mayor sorpresa que al salir estábamos platicando y TODAS dijeron que votaron por #ClaudiaSheinbaum que su único temor era que sí cumpliera lo de cerrar las iglesias (risas internas)🫣🤣 #EleccionesMéxico2024"""
Ricardo Zitle,@ricardozitle,09:31,"""Sal a votar #XóchitlGálvezPresidenta #EleccionesMéxico2024"""
𝑴𝒂𝒓𝒄𝒖𝒔𝑩𝒖𝒔𝒕𝒐𝒔,@MarckBustos,09:29,"""Nunca me habían emocionado tanto unas elecciones como éstas! #EleccionesMéxico2024 #XóchitlGálvezPresidenta"""
Alberto Mora ✨,@moraahiram,09:29,"""Este vato creyendo que votando por Claudia Sheinbaum está votando contra del PRIAN. 🤣🤣🤣🤣 Todos los PRIANistas (y de los más desagradables) militan ahora en Morena. #EleccionesMéxico2024"""
Jose Flores Martinez,@JosFlo1949,09:28,"""#EleccionesMéxico2024 #XoxhitlGálvezPresidente2024"""
🇲🇽@RomanoXIV♥,@RomanoXIV,09:27,"""#EleccionesMéxico2024 #CDMX #GraciasAMLO Con mi voto agradezco todo lo que ha hecho por México @lopezobrador_ @Claudiashein @ClaraBrugadaM @ALEIDAALAVEZ #PuebloOrganizado #PuebloInformado #ClaudiaSheimbaumPresidenta"""
Una victima casi perfecta 💜,@ju_xnC,09:26,"""#EleccionesMéxico2024 #ClaudiaPresidentaDeMéxico"""
JaguarAguilar,@JaguarAguilar,09:24,"""Alguien vote a Maynez por favor #Votaciones #EleccionesMéxico2024 #Mexico #Votaciones2024"""
Sergio Alonso,@sergio_alonso_,09:23,"""Después de varios meses de campaña, hoy por fin emití mi voto 😎 👍🏻 Mucha suerte a todos mis candidatos @Claudiashein @ClaraBrugadaM @LetyVarela @Pablo_Hdez @ReneVivanco @OHarfuch #Vota2DeJunio #VotaTodoMorena #EleccionesMéxico2024"""
Andrea Rodríguez Iniesta,@arodini,09:23,"""Hace calor, lleva una gorra o una sombrilla, lleva agua para ofrecer a tus vecinos, ya esperamos 6 años, tengamos paciencia #VotaParaBotarlos #XochitlGálvezPresidenta #EleccionesMexico2024"""
Jorge Nogueda Simón,@jorgelnogueda,09:23,"""Se ve que la gente está harta de lo mismo #XochitlGálvezPresidenta24 Que no decaiga el ánimo y salgan Que sea una fiesta cívica #EleccionesMéxico2024"""
Cesar Gaytán,@cgaytan84,09:22,"""Vamos @Claudiashein con todo a ganar hoy es el día!! #EleccionesMéxico2024"""
Nitesh Kumar Saini,@mr_nitesh_ji,09:22,"""चलते रहेंगे काफ़िले मेरे बग़ैर भी यहाँ , एक तारा टूट जाने से आसमान सूना नहीं होता ..!! #HalaMadrid #XóchitlGálvezPresidenta #TWS_hey_hey #GigaNathi #EleccionesMéxico2024"""
Barker,@angelikabarker,09:22,"""Seguiremos haciendo historia. #PlanC #ClaudiaPresidenta2024 #EleccionesMéxico2024"""
Sergio Zúñiga,@medicosergio,09:22,"""En respuesta a @AlvarezMaynez #EleccionesMéxico2024 #XochitlGálvezPresidenta24"""
Vorph 36,@TheV0rph,09:21,"""Ya me duelen los pies de estar parado 2 horas y media esperando efectuar mi sufragio; pero me duele más ver un México gobernado por los inútiles de MORENA. #EleccionesMéxico2024"""
Georgina A,@_Geo_A_,09:21,"""#VotaXingón #EleccionesMéxico2024"""
𖤐 A,@artepezz,09:20,"""Desde San Jose, California, la Doctora @Claudiashein VA 🤭🫶 #Votoextranjero #EleccionesMexico2024"""
Aíto Mastropiero,@argentuzo79,09:20,"""#EleccionesMéxico2024 #XochitlGálvezPresidenta"""
Lil MZ,@Lilissml,09:19,"""Raza voten por esas dos personas que están más preparadas para gobernar nuestro país no por aquella candidata que tiene a su hermana en la cárcel y ES UN TÍTERE de HOMBRES ABUSIVOS,como AlITO Y MARKO CORTES 💩, volviéndose ricos a costa de tantos Mexicanos #EleccionesMexico2024"""
Laura 🌸,@LauraMex,09:19,"""Mi mamá, 88 años, con todo y andadera ya fue a votar 🩷 #EleccionesMéxico2024 #XochitlGálvezPresidenta24"""
Robert Rey ®,@robert_rey2,09:18,"""Por México y la democracia #FueraMorena #EleccionesMéxico2024"""
Octavio Zaragoza,@OctavioZaG,09:17,"""#YoYaVotéXXóchitl #EleccionesMéxico2024"""
Qcoronado,@qcoronado,09:17,"""Saquemos al peje de nuestro palacio nacional. Recuperemos nuestro país del narco, todos con Xóchitl hoy. #EleccionesMéxico2024 #YoVotarePorXóchitl"""
Oscar C 500,@oscarnet500,09:15,"""Estas elecciones son para agradecer. #EleccionesMéxico2024 #ElecciónPresidencial Beatriz Gutierrez Muller #ClaudiaPresidentaDeMéxico"""
Francisco Villaseñor,@PakoViillasenor,09:15,"""@Claudiashein #planC #EleccionesMéxico2024"""
Karlos Aissami,@AissamiKarina,09:15,"""Voté por Maynez solo para ver a mi ex enojada y desesperada #EleccionesMexico2024 #maynez #XochitlGálvezPresidenta #ClaudiaArrasará"""
El Capitán Gato 🏴‍☠️,@monnaghan,09:14,"""Voto por un país diverso, con orgullo y oportunidades para todos. Claudia Sheinbaum presidenta de México. #EleccionesMéxico2024"""
Things That Happened,@ThingsTHappened,09:13,"""Salvemos México Vota! #EleccionesMéxico2024 #YoVotarePorXóchitl #XochitlGálvezPresidenta #mexico #EleccionesMéxico2024 #INEMéxico"""
